lexicon_id,lexicon_word,occurrences,modified_lexicon_entry,med_id,med_word,year,french_etymology,other_etymology,unknown_etymology,french_occurrences,other_occurrences,unknown_occurrences,pos_tag
9958,nout,3,,29959,nǒut(e,1175,0,1,0,,3.0,,n.
9959,nouþe,20,,29961,nǒu-the,1200,0,1,0,,20.0,,adv.
9960,nouþer,2,,29964,nouther,1400,0,0,1,,,2.0,adv.
9961,nov,17,,29923,nǒu,1121,0,1,0,,17.0,,adv.
9962,now,786,,29606,nō,1225,0,0,1,,,786.0,interj.
9963,no[w],1,nou,29922,nǒu,1393,0,0,1,,,1.0,adj.
9964,nowe,1,,29652,noi,1330,0,0,1,,,1.0,n.
9965,nowen,1,nouen,31496,ō̆ven,1175,0,1,0,,1.0,,n.
9966,nowh,1,nouh,31051,ouen,1121,0,1,0,,1.0,,v.
9967,nowhar,16,,29985,nō-whē̆r,1175,0,1,0,,16.0,,adv.
9968,nowhare,3,,29985,nō-whē̆r,1175,0,1,0,,3.0,,adv.
9969,nowher,1,,29985,nō-whē̆r,1175,0,1,0,,1.0,,adv.
9970,nowhere,2,,29985,nō-whē̆r,1175,0,1,0,,2.0,,adv.
9971,nowiȝt,8,,29933,nought,1123,0,1,0,,8.0,,pron.
9972,nowiht,1,,29933,nought,1123,0,1,0,,1.0,,pron.
9973,nowt,142,nout,29959,nǒut(e,1175,0,1,0,,142.0,,n.
9974,nowth,1,nouth,29961,nǒu-the,1200,0,1,0,,1.0,,adv.
9975,noyse,2,,29673,noise,1230,1,0,0,2.0,,,n.
9976,noyþer,1,,29963,nouther,1160,0,1,0,,1.0,,pron.
9977,nu,29,,29923,nǒu,1121,0,1,0,,29.0,,adv.
9981,nulle,1,,52797,willen,1121,0,1,0,,1.0,,v.(1)
9982,nult,1,,52797,willen,1121,0,1,0,,1.0,,v.(1)
9983,nunri,1,,29750,nǒnnerī(e,1300,0,0,1,,,1.0,n.
9984,nurture,1,,29844,nortūre,1289,1,0,0,1.0,,,n.
9985,nust,1,,52987,witen,1121,0,1,0,,1.0,,v.(1)
9986,nyen,1,,29546,nīn,1150,0,1,0,,1.0,,num.
9987,nyȝ,5,,29250,neigh-cǒming(e,1384,0,0,1,,,5.0,ger.
9988,nyȝt,1,,29527,niʒt-tāle,1400,0,0,1,,,1.0,n.
9989,nyht,1,,16843,fōr(e-niht,1200,0,1,0,,1.0,,n.
9990,nym,2,,29539,nimen,1121,0,1,0,,2.0,,v.
9991,o,342,,30037,ō,1175,0,1,0,,342.0,,adv.
9992,oades,1,,46105,tōde,1200,0,1,0,,1.0,,n.
9994,oblisen,1,,30080,oblīǧen,1325,1,0,0,1.0,,,v.
9995,obouen,1,,173,abǒve(n,1200,0,1,0,,1.0,,adv.
9996,oc,1,,30484,-ok,0,0,1,0,,1.0,,suf.
10000,odour,8,,30211,ō̆dǒur,1330,1,1,0,8.0,8.0,,n.
10001,of,6124,,30217,of,1121,0,1,0,,6124.0,,adv.
10002,o[f],7,uf,30218,of,1100,0,1,0,,7.0,,prep.
10004,ofcleped,1,ofclepen,30243,ofclēpen,1325,0,1,0,,1.0,,v.
10006,ofdrawe,1,ofdrauen,30255,ofdrauen,1230,0,0,1,,,1.0,v.
10008,ofernned,1,oferned,30273,ofernen,1275,0,1,0,,1.0,,v.(1)
10009,ofersett,1,ofersette,31931,oversetten,1200,0,1,0,,1.0,,v.
10010,off,43,,30314,offrende,1225,1,0,0,43.0,,,n.
10011,offe,2,,30285,offe,1440,0,1,0,,2.0,,n.
10012,offer,1,,30312,offre,1433,1,0,0,1.0,,,n.
10013,office,3,,30297,offī̆ce,1300,1,1,0,3.0,3.0,,n.
10014,officials,1,official,30302,officiāl,1252,1,0,0,1.0,,,n.
10016,offred,4,offren,30313,offren,1121,1,1,0,4.0,4.0,,v.
10017,offreȝ,1,offrey,30869,orfrei,1128,1,0,0,1.0,,,n.
10018,offrend,1,offren,30313,offren,1121,1,1,0,1.0,1.0,,v.
10019,offrende,1,,30314,offrende,1225,1,0,0,1.0,,,n.
10020,offrinde,1,offren,30313,offren,1121,1,1,0,1.0,1.0,,v.
10021,offring,5,,30317,offring(e,1175,0,1,0,,5.0,,ger.
10022,offringes,1,offring,30317,offring(e,1175,0,1,0,,1.0,,ger.
10023,offte,1,ofte,30409,oft(e,1382,0,0,1,,,1.0,adj.
10024,ofheld,1,,30338,ofhōlden,1330,0,1,0,,1.0,,v.
10025,ofherd,2,,30294,offēren,1131,0,0,1,,,2.0,v.
10026,ofhongred,1,,30339,ofhungred,1200,0,0,1,,,1.0,ppl.
10027,ofhungred,1,,30339,ofhungred,1200,0,0,1,,,1.0,ppl.
10028,ofice,4,,30297,offī̆ce,1300,1,1,0,4.0,4.0,,n.
10029,oflist,1,,30352,oflisten,1330,0,0,1,,,1.0,v.
10030,oforn,1,,776,afō̆rn,1393,0,0,1,,,1.0,adv.
10031,ofrauȝte,1,,30368,ofrēchen,1225,0,1,0,,1.0,,v.
10032,ofsay,1,,30378,ofsẹ̄n,1175,0,1,0,,1.0,,v.
10033,of[se],1,ofsen,30378,ofsẹ̄n,1175,0,1,0,,1.0,,v.
10034,ofsegh,1,,30378,ofsẹ̄n,1175,0,1,0,,1.0,,v.
10035,ofsende,18,,30379,ofsenden,1275,0,1,0,,18.0,,v.
10036,ofsenden,1,,30379,ofsenden,1275,0,1,0,,1.0,,v.
10038,ofsent,25,,30379,ofsenden,1275,0,1,0,,25.0,,v.
10039,o[f]sent,1,ofsente,30379,ofsenden,1275,0,1,0,,1.0,,v.
10040,ofsente,1,,30379,ofsenden,1275,0,1,0,,1.0,,v.
10041,ofseye,1,ofseyen,30377,ofseien,1400,0,0,1,,,1.0,v.
10042,ofslen,1,,30391,ofslēn,1121,0,1,0,,1.0,,v.
10043,ofsmite,1,,30394,ofsmīten,1275,0,0,1,,,1.0,v.
10044,ofsmiten,3,,30394,ofsmīten,1275,0,0,1,,,3.0,v.
10045,ofspring,3,,30396,ofspring,1175,0,1,0,,3.0,,n.
10046,ofs[pring],1,ofspringen,30397,ofspringen,1225,0,0,1,,,1.0,v.
10047,oft,87,,30406,oft,1225,0,0,1,,,87.0,adv.
10048,of[t],1,ouft,30410,oft(e,1121,0,1,0,,1.0,,adv.
10049,oftake,8,,30407,oftāken,1230,0,1,0,,8.0,,v.
10051,ofte,21,,30410,oft(e,1121,0,1,0,,21.0,,adv.
10052,often,8,,30413,often,1325,0,0,1,,,8.0,adv.
10053,oftok,6,,30407,oftāken,1230,0,1,0,,6.0,,v.
10054,oftoke,7,,30407,oftāken,1230,0,1,0,,7.0,,v.
10058,o[f]þink,1,ofþinken,30430,ofthinken,1131,0,1,0,,1.0,,v.
10059,ofþinkeþ,2,,30430,ofthinken,1131,0,1,0,,2.0,,v.
10060,ofþouȝt,5,ofþouȝte,30430,ofthinken,1131,0,1,0,,5.0,,v.
10061,o[f]þouȝt,1,ofþouȝte,30430,ofthinken,1131,0,1,0,,1.0,,v.
10062,ofþouȝte,1,,30430,ofthinken,1131,0,1,0,,1.0,,v.
10063,ofþout,1,ofþoute,30430,ofthinken,1131,0,1,0,,1.0,,v.
10064,ofweued,2,ofweuen,30447,ofwēven,1300,0,0,1,,,2.0,v.
10065,ofwoke,1,,30443,ofwāken,1330,0,0,1,,,1.0,v.
10066,ogain,29,,3349,ayẹ̄n-stō̆nding,1400,0,0,1,,,29.0,ger.
10067,ogayn,5,,3349,ayẹ̄n-stō̆nding,1400,0,0,1,,,5.0,ger.
10071,oȝain,339,,3346,ayẹ̄n-saiing,1350,0,0,1,,,339.0,ger.
10072,oȝaines,79,,45154,thē̆r-ayẹ̄nes,1225,0,0,1,,,79.0,adv.
10073,oȝains,9,,3346,ayẹ̄n-saiing,1350,0,0,1,,,9.0,ger.
10074,oȝainward,5,,3350,ayẹ̄n-ward,1225,0,0,1,,,5.0,adv.
10075,oȝan,25,,31047,oue,1200,0,1,0,,25.0,,n.
10076,oȝanward,2,,3350,ayẹ̄n-ward,1225,0,0,1,,,2.0,adv.
10077,oȝe,7,,3324,ayẹ̄,1300,0,0,1,,,7.0,adv.
10078,oȝein,14,oȝen,45153,thē̆r-ayẹ̄n,1225,0,0,1,,,14.0,adv.
10081,oȝen,27,,45153,thē̆r-ayẹ̄n,1225,0,0,1,,,27.0,adv.
10083,oȝin,1,,45153,thē̆r-ayẹ̄n,1225,0,0,1,,,1.0,adv.
10084,oȝines,1,oȝin,45153,thē̆r-ayẹ̄n,1225,0,0,1,,,1.0,adv.
10085,oile,1,,30463,oil(e,1221,1,1,0,1.0,1.0,,n.
10086,oinement,5,,30472,oinement,1300,1,0,0,5.0,,,n.
10087,oiniment,1,,30472,oinement,1300,1,0,0,1.0,,,n.
10089,ok,2,,30484,-ok,0,0,1,0,,2.0,,suf.
10090,oke,2,,30485,ōk(e,1162,0,1,0,,2.0,,n.
10091,okering,1,,30491,okering(e,1400,0,0,1,,,1.0,ger.
10092,old,72,,30494,ōld(e,1121,0,1,0,,72.0,,adj.
10093,olde,32,,30494,ōld(e,1121,0,1,0,,32.0,,adj.
10095,olepi,1,,30641,ō̆n-lẹ̄̆pī,1400,0,0,1,,,1.0,n.
10098,olif,1,,32876,penta-olif,1450,0,1,0,,1.0,,n.
10099,olifaunce,1,,30511,olifaunt,1330,1,0,0,1.0,,,n.
10100,oliif,2,olif,32876,penta-olif,1450,0,1,0,,2.0,,n.
10102,oliue,48,,30518,olive,1200,1,1,0,48.0,48.0,,n.
10104,oliues,7,oliue,30518,olive,1200,1,1,0,7.0,7.0,,n.
10105,oloft,2,,1232,aloft(e,1175,0,1,0,,2.0,,adv.
10106,olyfaunce,1,,30511,olifaunt,1330,1,0,0,1.0,,,n.
10108,omage,16,,21075,homāǧe,1300,1,0,0,16.0,,,n.
10109,omang,1,,1465,among(es,1200,0,0,1,,,1.0,adv.
10111,omnipotent,8,,30544,omnipotent(e,1330,1,1,0,8.0,8.0,,adj.
10112,on,2035,,30547,ō̆n,1121,0,1,0,,2035.0,,num.
10113,onan,7,,1714,an-ōn,1121,0,1,0,,7.0,,adv. & conj.
10114,oncouþe,1,,48094,uncǒuth,1121,0,1,0,,1.0,,adj.
10115,ond,12,,30573,ō̆nd(e,1175,0,1,0,,12.0,,n.(1)
10116,onde,7,,30574,ōnde,1300,0,1,0,,7.0,,n.(2)
10117,one,18,,30585,ō̆ne-gē̆ten,1382,0,0,1,,,18.0,ppl.
10118,oneches,1,oneche,30632,oniche,1330,1,1,0,1.0,1.0,,n.
10119,oned,1,,30590,ō̆nen,1340,0,1,0,,1.0,,v.
10120,ones,33,,30596,ō̆nes,1131,0,1,0,,33.0,,adv.
10121,onest,10,,21122,honest(e,1330,1,0,0,10.0,,,adj.
10122,oni,1,,1644,anī-bodī,1300,0,0,1,,,1.0,n.
10123,onicles,1,,30634,onicle,1300,1,1,0,1.0,1.0,,n.
10124,onlepi,1,,30642,ō̆n-lẹ̄̆pī,1150,0,1,0,,1.0,,adj.
10125,onliche,1,,49116,unlīke,1335,0,0,1,,,1.0,adv.
10126,onne,4,,30548,on,1121,0,1,0,,4.0,,adv.(1)
10127,onnes,1,onn,47721,un-,1375,0,1,0,,1.0,,pref.(1)
10128,onon,1,,1714,an-ōn,1121,0,1,0,,1.0,,adv. & conj.
10129,onour,7,,21149,honǒur,1200,1,0,0,7.0,,,n.
10131,onoure,2,,21153,honǒuren,1275,1,0,0,2.0,,,v.
10132,onoured,1,onuren,21153,honǒuren,1275,1,0,0,1.0,,,v.
10133,onoury,1,,21153,honǒuren,1275,1,0,0,1.0,,,v.
10136,onswere,1,,1737,answēre,1175,0,1,0,,1.0,,n.
10137,onwrast,2,unwrast,50298,unwrest(e,1131,0,1,0,,2.0,,adj.
10138,oo,1,,30037,ō,1175,0,1,0,,1.0,,adv.
10140,op,12,,50575,up-tọ̄̆-dǒun,1325,0,0,1,,,12.0,adverbial phr.
10141,opan,6,,50463,upon,1121,0,1,0,,6.0,,prep.
10142,open,6,,30721,ō̆pen,1325,0,0,1,,,6.0,adv.
10143,opened,3,,30724,ō̆penen,1175,0,1,0,,3.0,,v.
10144,open[ed],1,openen,30724,ō̆penen,1175,0,1,0,,1.0,,v.
10145,openliche,5,openli,30731,ō̆penlī,1175,0,1,0,,5.0,,adj.
10146,opnede,1,,30724,ō̆penen,1175,0,1,0,,1.0,,v.
10147,opon,288,,50464,upon-,0,0,0,1,,,288.0,pref.
10148,opped,1,oppen,30719,ō̆pen,1200,0,0,1,,,1.0,n.
10149,oppen,1,,30719,ō̆pen,1200,0,0,1,,,1.0,n.
10150,oppon,31,,50464,upon-,0,0,0,1,,,31.0,pref.
10151,or,225,,30795,or-,0,0,1,0,,225.0,,pref.
10152,o[r],1,o,30035,ō,1387,1,0,0,1.0,,,pron.
10154,orchard,10,,30812,orchard,1225,0,1,0,,10.0,,n.
10156,ord,9,,30814,ōrd,1150,0,1,0,,9.0,,n.
10157,ordainy,1,,30821,ordenẹ̄,1340,1,0,0,1.0,,,adj.
10158,ordeind,2,orden,11753,disac(c)ō̆rden,1425,1,0,0,2.0,,,v.
10159,ordeine,1,,30821,ordenẹ̄,1340,1,0,0,1.0,,,adj.
10160,ordeined,1,,17080,fō̆rn-ordeined,1425,0,0,1,,,1.0,ppl.
10161,ordenaunce,2,,30836,ordinaunce,1330,1,1,0,2.0,2.0,,n.
10162,order,8,,30211,ō̆dǒur,1330,1,1,0,8.0,8.0,,n.
10164,ordeyned,1,,17080,fō̆rn-ordeined,1425,0,0,1,,,1.0,ppl.
10165,ordinaunce,1,,30836,ordinaunce,1330,1,1,0,1.0,1.0,,n.
10166,ordre,7,,30843,ordre,1225,1,0,0,7.0,,,n.
10167,ordred,1,,30844,ordren,1225,1,0,0,1.0,,,v.
10168,ordres,1,ordren,30844,ordren,1225,1,0,0,1.0,,,v.
10169,ore,33,,30849,ōr(e,1175,0,1,0,,33.0,,n.(2)
10170,oreisoun,4,,30912,orisǒun,1225,1,0,0,4.0,,,n.
10171,oreisouns,1,oreisoun,30912,orisǒun,1225,1,0,0,1.0,,,n.
10172,ores,2,,30861,ōres clōth,1399,0,0,1,,,2.0,n.
10173,orf,1,,30864,orf,1121,0,1,0,,1.0,,n.
10175,orfreis,1,,30869,orfrei,1128,1,0,0,1.0,,,n.
10176,organisters,1,organister,30880,organistre,1254,1,0,0,1.0,,,n.
10177,orgens,1,orgen,30873,organ(e,1210,1,1,0,1.0,1.0,,n.
10178,orgoyl,1,,30886,orguil(e,1200,1,1,0,1.0,1.0,,n.
10179,orgulous,2,,30887,orguillǒus,1275,1,0,0,2.0,,,adj. & adv.
10181,orible,1,,21225,horrible,1330,1,0,0,1.0,,,adj.
10183,orisoun,5,,30912,orisǒun,1225,1,0,0,5.0,,,n.
10184,orisouns,1,orisoun,30912,orisǒun,1225,1,0,0,1.0,,,n.
10186,orn,2,,21204,horn,1100,0,1,0,,2.0,,n.
10187,orneste,1,orn,21204,horn,1100,0,1,0,,1.0,,n.
10188,orped,9,,30934,orped,1199,0,1,0,,9.0,,adj.
10189,orpedeliche,1,,30935,orpedlī,1330,0,1,0,,1.0,,adv.
10190,orpedlich,1,orpedli,30935,orpedlī,1330,0,1,0,,1.0,,adv.
10191,orpedliche,2,orpedli,30935,orpedlī,1330,0,1,0,,2.0,,adv.
10192,orysoun,1,,30912,orisǒun,1225,1,0,0,1.0,,,n.
10194,oside,1,,2463,asīde,1330,0,0,1,,,1.0,adv.
10195,osleped,1,,2492,aslēped,1300,0,1,0,,1.0,,ppl.
10197,ospital,1,,21265,hospitāl,1242,1,1,0,1.0,1.0,,n.
10198,ost,120,,30983,ōst(e,1333,0,1,0,,120.0,,n.
10199,ostage,7,,21272,hō̆stāǧe,1390,1,1,0,7.0,7.0,,n.(2)
10200,ostel,4,,21285,hostē̆l,1232,1,0,0,4.0,,,n.
10201,ostes,4,,21293,hōstes(se,1300,1,0,0,4.0,,,n.
10202,ostesse,2,,21293,hōstes(se,1300,1,0,0,2.0,,,n.
10204,oten,1,,31003,ōten,1381,0,0,1,,,1.0,adj.
10213,otwo,1,,2969,atwọ̄,1175,0,1,0,,1.0,,adv.
10214,oþ,34,,31006,ọ̄th,1300,0,1,0,,34.0,,adj.
10215,oþe,5,,50324,up,1150,0,1,0,,5.0,,prep.
10216,oþer,788,,31012,ọ̄̆ther,1121,0,0,1,,,788.0,adv.
10217,oþe[r],3,oþ,31006,ọ̄th,1300,0,1,0,,3.0,,adj.
10219,[oþer],1,,31012,ọ̄̆ther,1121,0,0,1,,,1.0,adv.
10220,oþere,3,,31011,ọ̄̆ther,1100,0,1,0,,3.0,,adj.
10221,oþeres,5,,31011,ọ̄̆ther,1100,0,1,0,,5.0,,adj.
10222,oþerliker,1,,31021,ọ̄̆therlīker,1200,0,1,0,,1.0,,adv.
10223,oþerloker,2,,31021,ọ̄̆therlīker,1200,0,1,0,,2.0,,adv.
10224,oþers,2,,31011,ọ̄̆ther,1100,0,1,0,,2.0,,adj.
10225,oþerwhile,1,,31034,ọ̄̆ther-whīle,1200,0,1,0,,1.0,,adv.
10226,oþerwise,2,,31036,ọ̄̆ther-wīse,1175,0,1,0,,2.0,,adv.
10227,oþes,5,,31249,ǒuthēs,1202,0,1,0,,5.0,,n.
10230,ou,4,,31045,ou,1300,0,1,0,,4.0,,interj.
10231,ouer,178,,31502,ō̆ver,1121,0,1,0,,178.0,,adv.
10232,oue[r],2,ou,31045,ou,1300,0,1,0,,2.0,,interj.
10233,oueral,18,,31511,ō̆ver-al,1126,0,1,0,,18.0,,adv.
10234,oueralle,5,,31511,ō̆ver-al,1126,0,1,0,,5.0,,adv.
10236,ouercam,3,,31576,overcǒmen,1121,0,1,0,,3.0,,v.
10237,ouercarked,1,ouercarken,31553,overcarken,1330,0,0,1,,,1.0,v.
10238,ouercom,12,,31576,overcǒmen,1121,0,1,0,,12.0,,v.
10239,ouercome,44,,31576,overcǒmen,1121,0,1,0,,44.0,,v.
10240,ouercomen,25,,31576,overcǒmen,1121,0,1,0,,25.0,,v.
10241,ouercomeþ,1,,31576,overcǒmen,1121,0,1,0,,1.0,,v.
10242,ouerernnes,1,ouerernen,31901,overrennen,1225,0,1,0,,1.0,,v.
10243,ouerfare,1,,31638,overfāren,1121,0,1,0,,1.0,,v.
10244,ouerfle,1,ouerflen,31651,overflẹ̄n,1330,0,0,1,,,1.0,v.(1)
10245,ouergart,1,,31672,overgart,1333,0,0,1,,,1.0,adv.
10246,ouergo,3,ouergon,31690,overgōn,1121,0,1,0,,3.0,,v.
10247,ouergon,6,,31690,overgōn,1121,0,1,0,,6.0,,v.
10248,ouerȝede,1,,32111,overyẹ̄de,1225,0,0,1,,,1.0,v.
10249,ouerhaf,1,,31734,overhēven,1330,0,1,0,,1.0,,v.
10250,ouerhouen,1,,31751,overhouen,1175,0,1,0,,1.0,,v.
10251,ouerran,1,,31901,overrennen,1225,0,1,0,,1.0,,v.
10252,ouerriden,1,,31906,overrīden,1300,0,1,0,,1.0,,v.
10253,ouerschaken,1,ouershaken,31936,overshāken,1330,0,0,1,,,1.0,v.
10255,ouerseȝ,2,,31929,oversẹ̄n,1225,0,1,0,,2.0,,v.
10256,ouersen,1,,31929,oversẹ̄n,1225,0,1,0,,1.0,,v.
10257,ouerseyled,1,ouerseylen,31924,overseilen,1330,0,0,1,,,1.0,v.
10258,ouersprede,1,,31981,oversprēden,1225,0,1,0,,1.0,,v.
10259,ouerspredeȝ,1,ouerspredeth,31981,oversprēden,1225,0,1,0,,1.0,,v.
10260,ouert,1,,32008,overt,1425,1,0,0,1.0,,,n.
10261,ouertake,1,,32010,overtāken,1225,0,0,1,,,1.0,v.
10262,ouertakeþ,1,,32010,overtāken,1225,0,0,1,,,1.0,v.
10263,ouertok,1,,32010,overtāken,1225,0,0,1,,,1.0,v.
10266,ouertrowed,1,ouertrouen,32044,overtrouen,1225,0,0,1,,,1.0,v.(1)
10267,ouerþrawe,1,ouerþraue,32021,overthrouen,1330,0,0,1,,,1.0,v.
10268,ouerþrew,2,ouerþreu,32021,overthrouen,1330,0,0,1,,,2.0,v.
10269,ouerþrewe,6,ouerþreue,32021,overthrouen,1330,0,0,1,,,6.0,v.
10270,ouerþrowe,2,ouerþroue,32020,overthrou(e,1450,0,0,1,,,2.0,n.
10271,ouerþroweinge,1,ouerþrouen,32021,overthrouen,1330,0,0,1,,,1.0,v.
10272,ouerþuert,4,,32028,overthwert,1300,0,0,1,,,4.0,adv.
10273,oughte,1,,31051,ouen,1121,0,1,0,,1.0,,v.
10274,ouȝ,2,,31045,ou,1300,0,1,0,,2.0,,interj.
10275,ouȝt,44,,31168,ǒut(e,1121,0,1,0,,44.0,,adv.
10276,ou[ȝ]t,1,ought,31059,ought,1175,0,1,0,,1.0,,adv.
10277,ouȝte,1,,31195,ǒutepassinge,1450,0,0,1,,,1.0,ger.
10278,ouȝtest,2,,31051,ouen,1121,0,1,0,,2.0,,v.
10279,ouht,2,,31057,ought,1175,0,1,0,,2.0,,pron.
10280,ouhte,2,,31051,ouen,1121,0,1,0,,2.0,,v.
10281,ouhten,1,oughten,47555,ūghten,1175,0,1,0,,1.0,,n.
10282,oule,1,,31065,ǒule,1100,0,1,0,,1.0,,n.
10283,oune,3,,31052,ouenhēde,1425,0,0,1,,,3.0,n.
10284,our,473,,31080,-ǒur,0,1,1,0,473.0,473.0,,suf.
10285,oure,125,,31081,ǒure,1364,0,1,0,,125.0,,n.
10286,ourn,3,,31085,ǒuren,1382,0,0,1,,,3.0,pron.
10287,ourne,1,,50616,urne,1425,0,1,0,,1.0,,n.
10288,ours,1,,24710,lasẹ̄̆r,1280,1,1,0,1.0,1.0,,n.(1)
10289,ous,441,,31103,-ǒus,0,1,1,0,441.0,441.0,,suf.
10290,ou[s],1,oen,30547,ō̆n,1121,0,1,0,,1.0,,num.
10291,[ous],1,,31103,-ǒus,0,1,1,0,1.0,1.0,,suf.
10292,out,607,,31168,ǒut(e,1121,0,1,0,,607.0,,adv.
10293,out-braiding,1,,31125,ǒutbreiding,1330,0,0,1,,,1.0,ger.
10295,oute,4,,31168,ǒut(e,1121,0,1,0,,4.0,,adv.
10296,outfare,1,,31207,ǒutfāre,1150,0,1,0,,1.0,,n.
10297,outlawe,2,outlaue,31272,ǒutlaue,1225,0,0,1,,,2.0,adj.
10298,outlawes,2,outlaues,31271,ǒutlau(e,1121,1,1,0,2.0,2.0,,n.
10299,outlondis,2,outlond,31286,ǒutlōnd,1330,0,1,0,,2.0,,n.
10301,outrage,3,,31319,ǒutrāǧe,1400,0,0,1,,,3.0,adv.
10302,outreyd,1,,31328,ǒutraien,1330,1,0,0,1.0,,,v.
10303,outriȝt,3,outright,31366,ǒutright,1300,0,0,1,,,3.0,adv.
10304,outritte,1,,31370,ǒutritten,1500,0,0,1,,,1.0,v.
10305,outsprong,1,,31419,ǒutspringen,1200,0,0,1,,,1.0,v.
10306,outstert,1,outsterten,31425,ǒutsterten,1382,0,0,1,,,1.0,v.
10307,outward,1,,31465,ǒutwā̆rd(e,1230,0,1,0,,1.0,,adv.
10308,outwende,1,,31477,ǒutwenden,1175,0,0,1,,,1.0,v.
10309,ouþe,1,,31168,ǒut(e,1121,0,1,0,,1.0,,adv.
10310,ouwe,1,,31051,ouen,1121,0,1,0,,1.0,,v.
10312,over,1,,31502,ō̆ver,1121,0,1,0,,1.0,,adv.
10313,ow,3,,1533,anclẹ̄,1200,0,1,0,,3.0,,n.
10314,owai,5,,32116,ō-wai,1350,0,0,1,,,5.0,adv.
10318,owaiward,1,,32117,ōwai-ward,1330,0,0,1,,,1.0,adv.
10319,owar,1,,33392,pil-wer,1330,0,1,0,,1.0,,n.
10320,oway,193,,32116,ō-wai,1350,0,0,1,,,193.0,adv.
10322,owayward,1,,32117,ōwai-ward,1330,0,0,1,,,1.0,adv.
10323,owe,16,,14640,eue,1175,0,1,0,,16.0,,n.(1)
10325,owen,52,,31496,ō̆ven,1175,0,1,0,,52.0,,n.
10326,owe[n],1,ouen,31497,ǒven,1150,0,1,0,,1.0,,adv. & prep.
10327,owene,20,ouene,31497,ǒven,1150,0,1,0,,20.0,,adv. & prep.
10328,ower,1,,14643,euē̆r,1347,1,0,0,1.0,,,n.(1)
10329,owest,2,owen,31496,ō̆ven,1175,0,1,0,,2.0,,n.
10330,oweþ,2,oueþ,21402,họ̄ven,1375,0,0,1,,,2.0,v.(2)
10332,owghte,1,oughte,31051,ouen,1121,0,1,0,,1.0,,v.
10333,owhar,7,,32118,ō-whēr,1121,0,1,0,,7.0,,adv.
10334,owhen,58,,31050,ouen,1121,0,1,0,,58.0,,adj.
10335,o[w]n,1,oun,31071,-ǒun,0,1,1,0,1.0,1.0,,suf.
10336,owne,1,,46572,tǒun,1121,0,1,0,,1.0,,n.
10337,owt,2,out,31169,ǒut(e,1300,0,0,1,,,2.0,prep.
10338,owte,1,oute,31169,ǒut(e,1300,0,0,1,,,1.0,prep.
10339,owy,6,,3252,awei,1175,0,1,0,,6.0,,adv.
10340,ox,3,,32126,ox-gang(e,1343,0,1,0,,3.0,,n.
10341,oxe,1,,32122,oxe,1175,0,1,0,,1.0,,n.
10342,oxed,11,,2480,asken,1160,0,1,0,,11.0,,v.
10343,oxen,1,,21411,hō̆xen,1425,0,0,1,,,1.0,v.
10347,oxi,3,,2480,asken,1160,0,1,0,,3.0,,v.
10348,oxy,2,,2480,asken,1160,0,1,0,,2.0,,v.
10349,oyle,6,,30463,oil(e,1221,1,1,0,6.0,6.0,,n.
10350,oyniment,1,,30472,oinement,1300,1,0,0,1.0,,,n.
10352,pac,1,,32200,pak(e,1191,0,1,0,,1.0,,n.
10353,pace,1,,32200,pak(e,1191,0,1,0,,1.0,,n.
10355,page,10,,32164,pāǧe,1234,1,0,0,10.0,,,n.(1)
10356,pages,3,page,32164,pāǧe,1234,1,0,0,3.0,,,n.(1)
10358,pai,1,,32172,pai(e,1300,1,0,0,1.0,,,n.
10359,paid,4,,32178,paien,1200,1,0,0,4.0,,,v.
10360,paie,3,,32172,pai(e,1300,1,0,0,3.0,,,n.
10361,paied,1,,52148,wel-paied,1325,0,0,1,,,1.0,ppl.
10362,paiem,11,,32173,paiem,1330,0,0,1,,,11.0,n.
10363,paiems,21,paiem,32173,paiem,1330,0,0,1,,,21.0,n.
10364,paien,18,,32178,paien,1200,1,0,0,18.0,,,v.
10365,paiens,57,paien,32176,paien,1207,1,0,0,57.0,,,n.
10366,paieþ,1,paieȝ,28197,mispaien,1225,1,0,0,1.0,,,v.
10367,pain,26,,32187,pain,1246,1,0,0,26.0,,,n.
10368,paine,5,,46933,trenche-paine,1440,1,0,0,5.0,,,n.
10369,painem,3,,32190,painim(e,1330,1,0,0,3.0,,,adj.
10370,painemes,1,painem,32190,painim(e,1330,1,0,0,1.0,,,adj.
10371,painems,5,painem,32190,painim(e,1330,1,0,0,5.0,,,adj.
10372,paines,19,painen,32734,peinen,1330,1,1,0,19.0,19.0,,v.
10374,painim,6,,32190,painim(e,1330,1,0,0,6.0,,,adj.
10375,paint,1,,32738,peinten,1275,1,0,0,1.0,,,v.
10376,paintour,1,,32742,peintǒur,1220,1,0,0,1.0,,,n.(1)
10377,pair,1,,32424,pā̆ren,1325,1,1,0,1.0,1.0,,v.(1)
10378,paire,3,,32195,paire,1300,1,1,0,3.0,3.0,,n.(1)
10379,pais,10,,3203,avoir-de-pois,1335,1,0,0,10.0,,,n.
10380,paise,2,,32752,peisen,1382,1,0,0,2.0,,,v.
10381,paistow,1,paistou,32178,paien,1200,1,0,0,1.0,,,v.
10383,pak,1,,32200,pak(e,1191,0,1,0,,1.0,,n.
10384,pal,7,,32205,pal,1175,1,1,0,7.0,7.0,,n.
10385,palais,8,,32206,palais,1300,1,1,0,8.0,8.0,,n.
