lexicon_id,lexicon_word,occurrences,modified_lexicon_entry,med_id,med_word,year,french_etymology,other_etymology,unknown_etymology,french_occurrences,other_occurrences,unknown_occurrences,pos_tag
494,an[d],42,,1559,an(d)springen,1390,0,1,0,,42.0,,v.
496,ane,1,,1565,āne,1275,0,1,0,,1.0,,adv.
498,aneiȝe,1,aneiȝen,1651,anīghen,1400,0,0,1,,,1.0,v.
499,aneiȝed,2,aneiȝen,1651,anīghen,1400,0,0,1,,,2.0,v.
500,aneuen,1,,1583,aneuen,1440,0,0,1,,,1.0,v.(1)
502,angel,70,,1598,angel,1150,0,1,0,,70.0,,n.
503,angels,33,angel,1598,angel,1150,0,1,0,,33.0,,n.
504,anger,1,,1600,anger,1325,0,1,0,,1.0,,n.
506,angles,1,,13821,Engle(s,1300,0,0,1,,,1.0,n.
508,anguis,2,,1623,anguis,1532,0,0,1,,,2.0,adj.
510,anguisse,2,,1628,angwisshe,1225,1,0,0,2.0,,,n.
514,angwis,1,anguis,1623,anguis,1532,0,0,1,,,1.0,adj.
515,angwisous,2,anguisous,1630,angwisshǒus,1230,1,0,0,2.0,,,adj.
517,anhange,2,,1640,anhō̆ngen,1250,0,1,0,,2.0,,v.
518,anhanged,2,,1640,anhō̆ngen,1250,0,1,0,,2.0,,v.
520,anhong,5,,1640,anhō̆ngen,1250,0,1,0,,5.0,,v.
521,anhonge,9,anhongen,1640,anhō̆ngen,1250,0,1,0,,9.0,,v.
522,anhonged,6,,1640,anhō̆ngen,1250,0,1,0,,6.0,,v.
523,ani,231,,1643,anī,1100,0,1,0,,231.0,,limiting adj.
524,aniȝt,22,anight,1653,anight(es,1175,0,0,1,,,22.0,adv.
525,anis,2,,1665,anīs,1330,1,1,0,2.0,2.0,,n.
526,aniþing,1,,1667,anī-thing,1121,0,0,1,,,1.0,phrase & n.
527,anker,2,,1528,ancer,1311,0,1,0,,2.0,,n.
529,anlepy,1,,30641,ō̆n-lẹ̄̆pī,1400,0,0,1,,,1.0,n.
530,anne,14,,44608,taunī,1276,1,0,0,14.0,,,adj.
531,anoid,2,anuen,1705,anoien,1275,1,0,0,2.0,,,v.
532,anoie,3,anoien,1705,anoien,1275,1,0,0,3.0,,,v.
533,anoied,2,anoien,1705,anoien,1275,1,0,0,2.0,,,v.
534,anoiing,1,,1707,anoiing,1330,0,0,1,,,1.0,ger.
535,anoin[t]en,1,anointen,13926,enointen,1350,1,0,0,1.0,,,v.
536,anoint,2,anointen,13926,enointen,1350,1,0,0,2.0,,,v.
537,anon,813,,1715,anọ̄n,1410,0,0,1,,,813.0,adv.
538,anonri[ȝ]t,1,anonright,1716,anōn-right(es,1225,0,0,1,,,1.0,adv. & conj.
539,anonriȝt,162,anonright,1716,anōn-right(es,1225,0,0,1,,,162.0,adv. & conj.
541,anonriȝtes,28,anonrightes,1716,anōn-right(es,1225,0,0,1,,,28.0,adv. & conj.
542,anoon,7,anon,1715,anọ̄n,1410,0,0,1,,,7.0,adv.
544,anoþer,151,anouþ,22883,inough,1175,0,1,0,,151.0,,adv.
546,anoþ[e]r,1,anouþ,22883,inough,1175,0,1,0,,1.0,,adv.
547,anouenon,1,,30661,onǒvenon,1275,0,1,0,,1.0,,adv.
548,anouȝ,53,,22883,inough,1175,0,1,0,,53.0,,adv.
549,anour,37,,1723,anǒur,1330,1,0,0,37.0,,,n.
550,anoure,4,anouren,1724,anǒuren,1275,1,0,0,4.0,,,v.
551,anoured,1,,1724,anǒuren,1275,1,0,0,1.0,,,v.
552,anow,2,anou,1721,anǒu,1400,0,0,1,,,2.0,adv.
553,anow[rn]ed,1,anournen,13935,enǒurnen,1330,1,1,0,1.0,1.0,,v.
554,anoward,1,,30664,onǒveward,1122,0,1,0,,1.0,,prep.
555,anowe,4,anoue,22883,inough,1175,0,1,0,,4.0,,adv.
556,anowȝ,2,anouȝ,22883,inough,1175,0,1,0,,2.0,,adv.
557,anoy,1,,1703,anoi,1230,1,0,0,1.0,,,n.
558,anoye,3,anoyen,1705,anoien,1275,1,0,0,3.0,,,v.
559,answare,4,answaren,1738,answēren,1121,0,1,0,,4.0,,v.
560,answer,2,,20157,hauser,1294,1,0,0,2.0,,,n.
563,answerde,24,answeren,1738,answēren,1121,0,1,0,,24.0,,v.
564,answe[r]de,1,answeren,1738,answēren,1121,0,1,0,,1.0,,v.
565,answere,18,,1737,answēre,1175,0,1,0,,18.0,,n.
566,answered,3,answeren,1738,answēren,1121,0,1,0,,3.0,,v.
567,answere[d],1,answeren,1738,answēren,1121,0,1,0,,1.0,,v.
568,answerede,20,answeren,1738,answēren,1121,0,1,0,,20.0,,v.
569,answere[de],1,answeren,1738,answēren,1121,0,1,0,,1.0,,v.
570,answereden,2,answeren,1738,answēren,1121,0,1,0,,2.0,,v.
571,answeren,3,,1738,answēren,1121,0,1,0,,3.0,,v.
573,answeriing,1,answerien,1738,answēren,1121,0,1,0,,1.0,,v.
574,answering,2,,1739,answēring,1330,0,0,1,,,2.0,ger.
576,ant,1,,3054,-aunt,0,1,1,0,1.0,1.0,,suf.
577,antemis,1,antem,1752,antē̆me,1230,0,1,0,,1.0,,n.
585,antors,1,antur,3150,aventūre,1230,1,1,0,1.0,1.0,,n.
588,anuied,1,anuien,1705,anoien,1275,1,0,0,1.0,,,v.
589,anuwed,1,anoven,30659,onǒven,1225,0,1,0,,1.0,,adv.
590,anvȝe,1,anvye,14177,envīe,1275,1,1,0,1.0,1.0,,n.
592,any,17,,1643,anī,1100,0,1,0,,17.0,,limiting adj.
594,apaide,1,apaien,1798,apaien,1275,1,0,0,1.0,,,v.
595,apaied,1,apaien,1798,apaien,1275,1,0,0,1.0,,,v.
596,apair,1,apairen,1816,apeiren,1300,1,0,0,1.0,,,v.
597,apaise,1,apaisen,1925,ap(p)ēsen,1300,1,0,0,1.0,,,v.
598,aparaile,1,aparailen,1889,ap(p)areil(l)en,1275,1,0,0,1.0,,,v.
599,aparceiued,2,aparceiuen,1917,ap(p)erceiven,1300,1,0,0,2.0,,,v.
601,apased,1,apassed,1807,apassen,1300,1,1,0,1.0,1.0,,v.
602,apassed,1,,1807,apassen,1300,1,1,0,1.0,1.0,,v.
603,ape,1,,1808,āpe,1227,0,1,0,,1.0,,n.
604,apeired,1,apeiren,1816,apeiren,1300,1,0,0,1.0,,,v.
605,aperceiued,3,aperceiuen,1917,ap(p)erceiven,1300,1,0,0,3.0,,,v.
606,apert,5,,1826,apert,1300,1,1,0,5.0,5.0,,adj.
607,aperteliche,2,apertli,1805,apartlī,1400,0,0,1,,,2.0,adv.
608,apertlich,1,apertli,1805,apartlī,1400,0,0,1,,,1.0,adv.
609,apertliche,3,apertli,1805,apartlī,1400,0,0,1,,,3.0,adv.
610,aplat,3,,1840,aplat,1330,1,0,0,3.0,,,adv.
611,apliȝt,105,aplight,1843,aplight,1300,0,0,1,,,105.0,adv.
612,apliȝte,1,aplighten,1844,aplighten,1330,0,0,1,,,1.0,v.
614,apoisen,1,,1852,apoisonen,1300,1,0,0,1.0,,,v.
619,apose,1,aposen,1955,ap(p)ōsen,1300,0,0,1,,,1.0,v.
620,aposed,2,aposen,1955,ap(p)ōsen,1300,0,0,1,,,2.0,v.
621,aposseing,1,aposen,1955,ap(p)ōsen,1300,0,0,1,,,1.0,v.
622,apostel,5,,1869,apostle,1150,1,1,0,5.0,5.0,,n.
623,apostels,1,apostel,1869,apostle,1150,1,1,0,1.0,1.0,,n.
624,apostles,21,apostle,1869,apostle,1150,1,1,0,21.0,21.0,,n.
625,apostolie,1,appostolie,1872,apostoile,1275,1,0,0,1.0,,,n.
626,appel,12,,1902,ap(p)ēl,1300,1,0,0,12.0,,,n.
627,appel-tre,3,,1910,appel-trẹ̄,1300,0,1,0,,3.0,,n.
628,appel-tres,1,,1910,appel-trẹ̄,1300,0,1,0,,1.0,,n.
629,aprise,1,,1978,ap(p)rīse,1350,0,0,1,,,1.0,n.(1)
630,aproue,2,aprouen,2004,ap(p)rǒuen,1285,1,1,0,2.0,2.0,,v.
632,aqueint,1,,2038,aquenchen,1122,0,1,0,,1.0,,v.
633,aqueintaunce,1,,2032,aqueinta(u)nce,1230,1,0,0,1.0,,,n.
634,aqueinte,1,,2033,aqueintẹ̄,1400,1,0,0,1.0,,,n.
635,aqueld,19,aquelde,2037,aquellen,1175,0,1,0,,19.0,,v.
636,aquelle,6,aquellen,2037,aquellen,1175,0,1,0,,6.0,,v.
637,aqueynt,2,,2038,aquenchen,1122,0,1,0,,2.0,,v.
638,aqueynted,1,,2034,aqueinten,1230,1,0,0,1.0,,,v.
642,aquite,3,,2049,aquī̆te,1449,1,0,0,3.0,,,n.
643,aquited,1,,2051,aquī̆ten,1230,1,1,0,1.0,1.0,,v.
645,ar,98,,2055,ar,1460,0,0,1,,,98.0,n.
647,aras,2,,2320,arrā̆s,1371,0,0,1,,,2.0,n.
650,arawe,8,araue,2304,aroue,1230,0,1,0,,8.0,,adv.
651,arbe,1,,2086,arbe,1435,0,0,1,,,1.0,n.
652,arblast,1,,2096,arblast,1300,1,1,0,1.0,1.0,,n.
653,arbrut,1,,1064,alembroth,1330,0,1,0,,1.0,,n.
655,archangel,2,,2107,archanǧel,1425,0,0,1,,,2.0,n.(3)
656,archers,1,archer,2122,archēr,1300,1,0,0,1.0,,,n.
657,arches,1,arch,2109,arch(e,1300,1,0,0,1.0,,,n.
660,ardi,1,,19980,hardī,1194,1,1,0,1.0,1.0,,adj.
661,ardiliche,1,,19984,hardīlī,1225,0,0,1,,,1.0,adv.
662,are,28,,2144,āre,1425,0,1,0,,28.0,,n.
663,areche,1,arechen,2148,arēchen,1475,0,1,0,,1.0,,v.(2)
664,ared,1,,2151,aredden,1200,0,1,0,,1.0,,v.
665,arede,1,,2151,aredden,1200,0,1,0,,1.0,,v.
667,areisoned,1,areisonen,2179,arēsǒunen,1275,1,0,0,1.0,,,v.
668,areliche,1,arli,14339,ē̆rlī,1200,0,1,0,,1.0,,adv.
669,arere,17,,2328,arrēre,1300,1,0,0,17.0,,,adv.
670,arered,10,areren,2173,arēren,1121,0,1,0,,10.0,,v.
671,arerede,2,areren,2173,arēren,1121,0,1,0,,2.0,,v.
672,areren,1,,2173,arēren,1121,0,1,0,,1.0,,v.
673,areren,1,,2173,arēren,1121,0,1,0,,1.0,,v.
674,aresede,1,aresen,2176,arēsen,1398,0,1,0,,1.0,,v.(1)
675,aresoun,1,aresounen,2179,arēsǒunen,1275,1,0,0,1.0,,,v.
677,aresounde,1,aresounen,2179,arēsǒunen,1275,1,0,0,1.0,,,v.
678,arewen,1,,2203,arghen,1225,0,1,0,,1.0,,v.
679,argent,1,,2198,arǧent,1300,1,1,0,1.0,1.0,,n. & adj.
680,argument,2,,2217,argūment,1330,1,1,0,2.0,2.0,,n.
682,a-riȝt,1,a-right,2231,a-right,1225,0,0,1,,,1.0,adv.
683,ariȝt,59,aright,2231,a-right,1225,0,0,1,,,59.0,adv.
684,ariȝt),1,aright),2231,a-right,1225,0,0,1,,,1.0,adv.
685,ariht,4,arith,2231,a-right,1225,0,0,1,,,4.0,adv.
686,aris,5,,2240,arīsen,1175,0,1,0,,5.0,,v.
687,arise,30,,2240,arīsen,1175,0,1,0,,30.0,,v.
688,arisen,10,,2240,arīsen,1175,0,1,0,,10.0,,v.
689,arises,1,arisen,2240,arīsen,1175,0,1,0,,1.0,,v.
690,ariseþ,6,,2240,arīsen,1175,0,1,0,,6.0,,v.
691,arist,3,,2245,arist,1175,0,1,0,,3.0,,n.
692,ariue,7,,2252,arīve,1300,1,0,0,7.0,,,adv.
693,ariued,4,,2253,arīven,1275,1,0,0,4.0,,,v.
694,ariueing,1,ariuen,2253,arīven,1275,1,0,0,1.0,,,v.
695,arkelin,1,,1142,alkalī,1330,0,1,0,,1.0,,n. & adj.
698,arliche,12,arli,14339,ē̆rlī,1200,0,1,0,,12.0,,adv.
700,arly,2,,14339,ē̆rlī,1200,0,1,0,,2.0,,adv.
701,arm,40,,2260,arm,1121,0,1,0,,40.0,,adj.
702,arme,28,,2262,armẹ̄(e,1387,1,1,0,28.0,28.0,,n.
703,armed,63,armen,2264,armen,1230,1,0,0,63.0,,,v.
704,armede,17,armen,2264,armen,1230,1,0,0,17.0,,,v.
706,armen,4,,2264,armen,1230,1,0,0,4.0,,,v.
708,armerie,1,,2289,armū̆rīe,1330,1,0,0,1.0,,,n.
709,armes,199,,2266,armes,1250,1,0,0,199.0,,,n. (plural)
710,armen,1,,2264,armen,1230,1,0,0,1.0,,,v.
711,armi,6,,2264,armen,1230,1,0,0,6.0,,,v.
712,arminge,1,armen,2264,armen,1230,1,0,0,1.0,,,v.
713,armoniak,1,,2281,armoniak,1316,0,1,0,,1.0,,n.
714,armorwe,1,,14354,ē̆rne morwe,1175,0,1,0,,1.0,,phrase (later cpd.)
715,armour,30,,2286,armüre,1300,1,1,0,30.0,30.0,,n.
716,armur,8,arm,2260,arm,1121,0,1,0,,8.0,,adj.
717,armure,6,,2286,armüre,1300,1,1,0,6.0,6.0,,n.
718,armvr,1,armvre,2286,armüre,1300,1,1,0,1.0,1.0,,n.
719,army,1,,2264,armen,1230,1,0,0,1.0,,,v.
720,arn,3,,14352,ern,0,0,1,0,,3.0,,n.(2)
721,arnand,2,arnen,36798,rennen,1275,0,1,0,,2.0,,v.(2)
722,arnde,1,,14308,ē̆rend(e,1175,0,1,0,,1.0,,n.
723,arnede,2,,36798,rennen,1275,0,1,0,,2.0,,v.(2)
724,arnement,1,,2292,arnement,1330,1,1,0,1.0,1.0,,n.
725,arnemorwe,6,,14354,ē̆rne morwe,1175,0,1,0,,6.0,,phrase (later cpd.)
726,arnend,1,arnen,36798,rennen,1275,0,1,0,,1.0,,v.(2)
729,arod,1,arud,2381,arudden,1225,0,1,0,,1.0,,v.
730,arome,1,aroume,2305,arǒum(e,1300,0,0,1,,,1.0,adv.
733,aros,56,,2240,arīsen,1175,0,1,0,,56.0,,v.
734,aroum,1,,2305,arǒum(e,1300,0,0,1,,,1.0,adv.
735,aroume,2,,2305,arǒum(e,1300,0,0,1,,,2.0,adv.
736,arouwe,1,aruwe,2390,arwe,1225,0,1,0,,1.0,,n.
737,arowe,3,,2390,arwe,1225,0,1,0,,3.0,,n.
741,arrered,1,arreren,2329,arrēren,1350,1,0,0,1.0,,,v.
742,ars,4,,2336,ărs,1200,0,1,0,,4.0,,n.
743,arsoun,11,,2342,arsǒun,1300,1,1,0,11.0,11.0,,n.
744,arsouns,2,arsoun,2342,arsǒun,1300,1,1,0,2.0,2.0,,n.
745,arst,22,,14317,ērest,1121,0,1,0,,22.0,,adv.
746,art,212,,2347,art,1500,0,1,0,,212.0,,adj.
747,art[o]w,1,artou,45409,thǒu,1121,0,1,0,,1.0,,pron.
751,arthur,1,,2379,Artūr,1382,0,1,0,,1.0,,n.
752,artou,6,,45409,thǒu,1121,0,1,0,,6.0,,pron.
754,artow,40,artou,45409,thǒu,1121,0,1,0,,40.0,,pron.
755,artu,1,artou,45409,thǒu,1121,0,1,0,,1.0,,pron.
759,aruwe,4,,2390,arwe,1225,0,1,0,,4.0,,n.
760,aruwes,1,aruwen,2192,areuen,1225,0,1,0,,1.0,,v.
761,arwe,7,,2390,arwe,1225,0,1,0,,7.0,,n.
762,arwes,2,,2390,arwe,1225,0,1,0,,2.0,,n.
763,as,1000,,2399,as-,0,0,1,0,,1000.0,,pref.
764,asai,1,,2546,assai,1347,1,0,0,1.0,,,n.
765,asaie,1,asaien,2547,assaien,1330,1,0,0,1.0,,,v.
766,asail,4,assail,2551,assail(l)ing,1340,0,0,1,,,4.0,ger.
767,asaile,17,assaile,2549,assail(l)e,1400,1,0,0,17.0,,,n.
770,asailen,3,assailen,2550,assail(l)en,1225,1,0,0,3.0,,,v.
771,asailing,1,assailing,2551,assail(l)ing,1340,0,0,1,,,1.0,ger.
773,asaily,4,asailly,2550,assail(l)en,1225,1,0,0,4.0,,,v.
774,asaut,7,,2407,asaut,1410,1,0,0,7.0,,,adj. & n.
775,asay,7,,2546,assai,1347,1,0,0,7.0,,,n.
776,asaye,1,asayen,2547,assaien,1330,1,0,0,1.0,,,v.
778,asayl,8,assayl,2551,assail(l)ing,1340,0,0,1,,,8.0,ger.
779,asayle,6,assayle,2549,assail(l)e,1400,1,0,0,6.0,,,n.
780,asayli,1,asaylli,2550,assail(l)en,1225,1,0,0,1.0,,,v.
781,ascape,6,,14422,escāpen,1300,1,0,0,6.0,,,v.
782,ascaped,24,ascapen,14422,escāpen,1300,1,0,0,24.0,,,v.
783,ascapede,1,ascapen,14422,escāpen,1300,1,0,0,1.0,,,v.
784,ascapen,1,,14422,escāpen,1300,1,0,0,1.0,,,v.
786,aschame,1,ashame,2450,ashāme,1300,0,0,1,,,1.0,phr. & adj.
787,aschamed,13,ashamed,2451,ashāmed,1300,0,1,0,,13.0,,ppl.
788,aschape,3,aschapen,14422,escāpen,1300,1,0,0,3.0,,,v.
789,aschaped,9,aschapen,14422,escāpen,1300,1,0,0,9.0,,,v.
790,asche,5,aschen,53257,wōde-asshe,1354,0,1,0,,5.0,,n.
792,asclaundred,1,asclaundren,14451,esclaundren,1330,1,0,0,1.0,,,v.
796,ase,162,,14461,ēse,1225,1,0,0,162.0,,,n.
797,aseȝ,1,aseth,2595,as(s)ẹ̄th,1382,1,0,0,1.0,,,adv. & adj.
798,asembled,8,asemblen,2572,as(s)emblen,1325,1,0,0,8.0,,,v.(1)
799,asemblede,2,asemblen,2572,as(s)emblen,1325,1,0,0,2.0,,,v.(1)
800,asemblen,2,,2572,as(s)emblen,1325,1,0,0,2.0,,,v.(1)
801,asem[b]len,1,asemblen,2572,as(s)emblen,1325,1,0,0,1.0,,,v.(1)
802,asend,1,,2443,asenden,1175,0,1,0,,1.0,,v.
803,asent,6,,2443,asenden,1175,0,1,0,,6.0,,v.
804,asered,1,aseren,2446,asēren,1330,0,1,0,,1.0,,v.
805,aset,1,,2473,asitten,1275,0,1,0,,1.0,,v.(1)
807,asey,1,aseyen,2547,assaien,1330,1,0,0,1.0,,,v.
816,ashamed,4,,2451,ashāmed,1300,0,1,0,,4.0,,ppl.
817,aside,5,,2463,asīde,1330,0,0,1,,,5.0,adv.
820,asit,1,assit,281,accīten,1475,0,1,0,,1.0,,v.
821,ask,1,,2421,asc(h)arides,1398,0,1,0,,1.0,,n. (Latin plural)
822,askape,1,,14422,escāpen,1300,1,0,0,1.0,,,v.
823,aske,22,,2476,aske,1400,0,1,0,,22.0,,n.
824,asked,106,,2478,asked,1425,0,0,1,,,106.0,n.
825,askede,25,,2480,asken,1160,0,1,0,,25.0,,v.
826,askeing,2,asken,2480,asken,1160,0,1,0,,2.0,,v.
827,asken,4,,2480,asken,1160,0,1,0,,4.0,,v.
828,askest,3,asken,2480,asken,1160,0,1,0,,3.0,,v.
830,aski,5,,2480,asken,1160,0,1,0,,5.0,,v.
831,asking,4,,2484,asking(e,1200,0,1,0,,4.0,,ger.
832,asky,2,,2480,asken,1160,0,1,0,,2.0,,v.
833,aslaked,1,aslaken,2487,aslāken,1325,0,1,0,,1.0,,v.
834,aslawe,3,aslaue,2489,aslēn,1175,0,1,0,,3.0,,v.
835,aslep,1,aslepe,2491,aslēpe,1300,0,0,1,,,1.0,adv.(2)
836,aslepe,6,,2491,aslēpe,1300,0,0,1,,,6.0,adv.(2)
837,asleped,2,,2492,aslēped,1300,0,1,0,,2.0,,ppl.
838,aslouȝ,1,,2489,aslēn,1175,0,1,0,,1.0,,v.
839,asmelle,1,asmellen,2499,asmellen,1330,0,0,1,,,1.0,v.
842,asoine,2,assoine,14511,essoine,1325,1,0,0,2.0,,,n.
843,asonder,2,,2503,asǒnder,1200,0,1,0,,2.0,,adv. & predicate adj.
844,asondri,2,,2506,asǒndrī,1330,0,0,1,,,2.0,adj. & adv.
846,asperliche,1,,2538,asprelī,1330,0,0,1,,,1.0,adv.
847,aspide,1,,2523,aspide,1340,1,1,0,1.0,1.0,,n.
848,aspie,19,,2524,aspīe,1325,1,0,0,19.0,,,n.
849,aspied,2,aspien,2525,aspīen,1250,1,0,0,2.0,,,v.
850,aspien,1,,2525,aspīen,1250,1,0,0,1.0,,,v.
851,aspies,1,aspien,2525,aspīen,1250,1,0,0,1.0,,,v.
852,assaie,1,assaien,2547,assaien,1330,1,0,0,1.0,,,v.
854,assaile,1,,2549,assail(l)e,1400,1,0,0,1.0,,,n.
855,assaille,1,,2549,assail(l)e,1400,1,0,0,1.0,,,n.
856,assayed,1,,2547,assaien,1330,1,0,0,1.0,,,v.
857,asschamed,5,ashamed,2451,ashāmed,1300,0,1,0,,5.0,,ppl.
858,assche,1,asshe,2599,asshe,1175,0,1,0,,1.0,,n.(2)
859,asschreint,1,ashreint,2459,ashrenchen,1330,0,1,0,,1.0,,v.
860,asse,10,,2557,asse,1175,0,1,0,,10.0,,n.
862,assent,2,,2576,assent,1330,1,0,0,2.0,,,n.
863,asses,1,,2557,asse,1175,0,1,0,,1.0,,n.
865,assise,3,,2626,assīse,1181,1,1,0,3.0,3.0,,n.
866,assisours,1,assisour,2629,assīsǒur,1330,1,0,0,1.0,,,n.
868,assoine,1,,14511,essoine,1325,1,0,0,1.0,,,n.
870,astat,1,,14519,estāt,1230,1,1,0,1.0,1.0,,n.
874,astent),1,,2679,astinten,1250,0,1,0,,1.0,,v.
875,astin[t],1,astinten,2679,astinten,1250,0,1,0,,1.0,,v.
876,astint,1,,2679,astinten,1250,0,1,0,,1.0,,v.
879,astod,1,,2685,astō̆nden,1200,0,1,0,,1.0,,v.
881,astond,4,astonden,2685,astō̆nden,1200,0,1,0,,4.0,,v.
882,astonde,4,,2685,astō̆nden,1200,0,1,0,,4.0,,v.
883,astoned,4,,2686,astǒned,1300,1,0,0,4.0,,,ppl.
884,astoneied,1,,2686,astǒned,1300,1,0,0,1.0,,,ppl.
885,astore,3,,2690,astōre,1330,0,0,1,,,3.0,adv.
886,astored,1,astoren,2691,astōren,1225,1,0,0,1.0,,,v.
887,astounded,2,astonden,2685,astō̆nden,1200,0,1,0,,2.0,,v.
889,astrangled,1,astranglen,2697,astranglen,1300,1,0,0,1.0,,,v.
890,astray,2,,2693,astrai,1380,1,0,0,2.0,,,adj. & adv.
891,astroie,1,astroien,2715,astrūen,1200,0,0,1,,,1.0,v.
892,astromiens,1,astromien,2713,astronomien,1330,1,0,0,1.0,,,n.
893,astronomie,1,,2712,astronomie,1425,0,0,1,,,1.0,n.(2)
894,astrout,1,,2714,astrǒut,1330,0,0,1,,,1.0,adv.
895,astuned,1,,2686,astǒned,1300,1,0,0,1.0,,,ppl.
896,asunder,1,,2503,asǒnder,1200,0,1,0,,1.0,,adv. & predicate adj.
897,asundri,1,,2506,asǒndrī,1330,0,0,1,,,1.0,adj. & adv.
898,asur,3,,2718,ā̆sūr,1330,1,1,0,3.0,3.0,,n.(1) & adj.
900,aswolwe,1,,2730,aswolwe,1330,0,1,0,,1.0,,ppl.
901,aswon,23,aswone,2732,aswǒue(n,1330,0,1,0,,23.0,,predicate adj. & adv.
902,aswone,2,,2732,aswǒue(n,1330,0,1,0,,2.0,,predicate adj. & adv.
905,aswoune,1,,2732,aswǒue(n,1330,0,1,0,,1.0,,predicate adj. & adv.
908,at,745,,2738,-āt,0,1,1,0,745.0,745.0,,suf.(1)
910,ataint,1,ateint,2761,atē̆nden,1200,0,1,0,,1.0,,v.
911,atake,3,,2740,atāken,1300,0,0,1,,,3.0,v.
912,atame,1,atamen,2741,atāmen,1340,0,1,0,,1.0,,v.
913,atamed,4,atamen,2741,atāmen,1340,0,1,0,,4.0,,v.
914,ate,39,,14573,ēt,1175,0,1,0,,39.0,,n.
916,atende,1,,2915,attente,1250,1,0,0,1.0,,,n.
917,atended,1,atenden,2761,atē̆nden,1200,0,1,0,,1.0,,v.
918,atened,3,,2762,atẹ̄ned,1316,0,0,1,,,3.0,ppl.
920,atent,1,,2761,atē̆nden,1200,0,1,0,,1.0,,v.
921,ater,1,,2924,atter,1175,0,1,0,,1.0,,n.
923,atheld,3,,2795,at-hōlden,1150,0,1,0,,3.0,,v.
924,athelde,1,athelen,2781,at-hēlen,1200,0,0,1,,,1.0,v.
926,athold,4,,2795,at-hōlden,1150,0,1,0,,4.0,,v.
927,atholde,2,atholden,2795,at-hōlden,1150,0,1,0,,2.0,,v.
928,atile,1,atilen,2810,atīlen,1325,1,0,0,1.0,,,v.
929,atir,1,,2813,atīr,1300,0,0,1,,,1.0,n.
931,atire,11,atiren,2814,atīren,1325,1,0,0,11.0,,,v.
932,atired,10,atiren,2814,atīren,1325,1,0,0,10.0,,,v.
933,atiren,1,,2814,atīren,1325,1,0,0,1.0,,,v.
934,ato,56,,2969,atwọ̄,1175,0,1,0,,56.0,,adv.
935,atok,1,,2740,atāken,1300,0,0,1,,,1.0,v.
938,atonede,1,atonen,2831,at-ōnen,1330,0,0,1,,,1.0,v.
939,at-orn,1,,2847,at-rennen,1175,0,1,0,,1.0,,v.
940,atour,1,,2837,-ātǒur,0,1,1,0,1.0,1.0,,suf.
941,atourned,1,aturnen,2938,attǒurnen,1225,1,0,0,1.0,,,v.
943,at-ran,1,,2852,at-rīnen,1175,0,1,0,,1.0,,v.
948,att,2,,2832,at ōnes,1300,0,0,1,,,2.0,phr.
949,atte,73,,20088,hat,1164,0,1,0,,73.0,,n.
950,att[e],1,ate,14573,ēt,1175,0,1,0,,1.0,,n.
952,attourneis,1,attourne,2935,attǒurnẹ̄,1257,1,1,0,1.0,1.0,,n.
953,atvinne,7,atwinne,2963,atwin(ne,1300,0,0,1,,,7.0,adv.
954,atvix,3,atwix,2968,atwix(en,1330,0,0,1,,,3.0,prep. & adv.
955,atvo,43,atwo,2969,atwọ̄,1175,0,1,0,,43.0,,adv.
958,atwinne,3,,2963,atwin(ne,1300,0,0,1,,,3.0,adv.
959,atwist,1,,2966,atwīten,1225,0,1,0,,1.0,,v.
960,atwite,4,atwiten,2966,atwīten,1225,0,1,0,,4.0,,v.
961,atwo,6,,2969,atwọ̄,1175,0,1,0,,6.0,,adv.
962,atwot,3,,2970,at-wōt,1325,0,0,1,,,3.0,v. (past tense)
971,aþer,1,,20109,hather,1100,0,1,0,,1.0,,n.
972,auail,1,,3098,avail(e,1409,1,1,0,1.0,1.0,,n.
973,auarice,1,,3105,avarīce,1330,1,0,0,1.0,,,n.
974,auaunce,1,,3108,avaunce,1400,0,0,1,,,1.0,n.
975,auauncement,1,,3109,avauncement,1325,1,0,0,1.0,,,n.
976,auauntages,1,auauntagen,3116,avauntāǧen,1459,1,0,0,1.0,,,v.
977,auberk,1,,20121,hauberk,1230,1,1,0,1.0,1.0,,n.
978,aubes,1,aub,2975,aub(ǒ)urn(e,1250,1,0,0,1.0,,,n.
982,aucales,1,acale,251,acāle,1300,0,1,0,,1.0,,adj.
983,aue,11,,2996,aue,1175,0,1,0,,11.0,,n.
984,auenaunt,3,,3135,avenaunt,1330,1,0,0,3.0,,,adj.
985,auensong,2,,14709,ēve(n-sō̆ng,1225,0,1,0,,2.0,,n.
986,auentide,1,,14711,ēve(n-tīde,1230,0,1,0,,1.0,,n.
987,auentour,15,,3149,aventǒur,1450,0,0,1,,,15.0,n.
988,auentours,14,auentour,3149,aventǒur,1450,0,0,1,,,14.0,n.
989,auenture,3,,3150,aventūre,1230,1,1,0,3.0,3.0,,n.
990,auentures,1,auenturen,3057,auntren,1330,1,0,0,1.0,,,v.
991,auer,1,,3153,āver,1125,1,1,0,1.0,1.0,,n.(1)
994,aues,1,,3125,āvẹ̄,1230,0,1,0,,1.0,,n.
995,auetrol,1,,3168,avetrōl,1330,1,0,0,1.0,,,n.
1000,auȝt,28,,31057,ought,1175,0,1,0,,28.0,,pron.
1001,auȝte,3,,31051,ouen,1121,0,1,0,,3.0,,v.
