stn;time;gre000m0;sre000m0;hto000m0;nto000m0;prestam0;tre200mn;tre200mx;ure200m0;rre150m0;tre200m0
MER;201710;106;7504;0;46;954.4;-0.6;19.4;83.1;83.7;9.3
MER;201711;51;2908;0;72;949.2;-4.6;16.4;85.7;113.7;2.8
MER;201712;31;1470;6;78;949.1;-9.6;13.6;90.2;106.9;-1.4
MER;201801;45;2654;0;71;947.9;-6.9;17.0;82.9;193.1;3.4
MER;201802;69;2728;4;80;944.5;-12.7;4.7;79.2;66.4;-1.6
MER;201803;118;4172;1;76;936.2;-7.5;16.6;77.4;131.4;3.8
MER;201804;225;12965;0;45;945.3;-1.1;25.0;58.2;29.2;12.4
MER;201805;216;9933;0;70;946.8;4.6;26.2;76.9;80.5;14.3
MER;201806;278;14038;0;53;948.6;7.8;28.9;69.3;73.9;18.2
MER;201807;234;12953;0;50;948.8;9.8;31.4;72.5;106.4;19.5
MER;201808;209;12466;0;53;950.5;9.2;32.9;77.0;219.1;18.9
MER;201809;170;11063;0;49;953.3;3.3;26.5;80.4;109.9;15.3
MER;201810;109;8469;0;38;949.1;0.0;22.7;76.7;84.8;10.5
MER;201811;52;3717;0;63;947.5;-3.7;20.0;84.4;12.2;5.6
MER;201812;26;745;0;70;953.3;-9.0;11.6;90.0;190.1;1.8
