stn;time;gre000m0;prestam0;sre000m0;hto000m0;nto000m0;ure200m0;rre150m0;tre200m0;tre200mn;tre200mx
SIA;186312;-;-;-;-;-;-;23.5;-4.4;-;-
SIA;186401;-;817.9;-;-;17;79.9;4.9;-11.3;-;-
SIA;186402;-;809.5;-;-;50;81.6;54.0;-7.8;-;-
SIA;186403;-;810.4;-;-;52;78.3;68.1;-3.6;-;-
SIA;186404;-;813.8;-;-;31;67.8;35.1;-0.9;-;-
SIA;186405;-;814.7;-;-;-;73.0;46.5;5.4;-;-
SIA;186406;-;817.7;-;-;58;74.1;117.8;8.6;-;-
SIA;186407;-;819.3;-;-;43;73.5;84.8;10.9;-;-
SIA;186408;-;820.0;-;-;39;73.7;151.9;9.1;-;-
SIA;186409;-;819.7;-;-;43;77.9;147.7;6.9;-;-
SIA;186410;-;812.1;-;-;-;82.4;140.3;1.4;-;-
SIA;186411;-;810.5;-;-;56;83.4;63.0;-2.6;-;-
SIA;186412;-;813.4;-;-;38;80.1;9.0;-7.9;-;-
SIA;186501;-;805.5;-;-;51;80.4;51.2;-8.0;-;-
SIA;186502;-;806.6;-;-;48;74.7;7.8;-9.8;-;-
SIA;186503;-;803.2;-;-;57;78.0;46.6;-8.5;-;-
SIA;186504;-;820.2;-;-;30;74.6;5.3;3.0;-;-
SIA;186505;-;819.9;-;-;52;78.6;114.6;7.6;-;-
SIA;186506;-;819.9;-;-;49;66.5;79.7;9.6;-;-
SIA;186507;-;821.2;-;-;45;76.0;119.3;11.9;-;-
SIA;186508;-;818.7;-;-;61;83.1;233.6;9.7;-;-
SIA;186509;-;826.1;-;-;23;77.3;11.1;8.9;-;-
SIA;186510;-;813.0;-;-;60;86.8;173.0;2.4;-;-
SIA;186511;-;817.1;-;-;65;82.2;140.0;-1.4;-;-
SIA;186512;-;822.2;-;-;27;75.7;38.0;-6.5;-;-
SIA;186601;-;819.0;-;-;40;79.8;32.0;-5.7;-;-
SIA;186602;-;813.2;-;-;-;81.5;54.9;-3.9;-;-
SIA;186603;-;806.8;-;-;68;82.4;102.7;-3.7;-;-
SIA;186604;-;816.4;-;-;61;77.8;172.9;1.0;-;-
SIA;186605;-;815.6;-;-;61;76.0;125.8;3.1;-;-
SIA;186606;-;821.2;-;-;52;76.5;75.8;10.0;-;-
SIA;186607;-;820.0;-;-;53;73.2;107.4;10.9;-;-
SIA;186608;-;818.6;-;-;65;79.5;98.3;8.9;-;-
SIA;186609;-;819.9;-;-;61;83.0;97.5;7.4;-;-
SIA;186610;-;820.5;-;-;47;79.8;7.4;2.9;-;-
SIA;186611;-;815.5;-;-;57;74.7;20.4;-2.6;-;-
SIA;186612;-;819.2;-;-;43;77.0;41.0;-4.1;-;-
SIA;186701;-;807.5;-;-;65;85.9;147.7;-6.5;-;-
SIA;186702;-;821.1;-;-;60;78.3;6.0;-2.6;-;-
SIA;186703;-;808.4;-;-;-;80.4;58.9;-2.3;-;-
SIA;186704;-;814.7;-;-;63;73.9;79.8;1.7;-;-
SIA;186705;-;817.4;-;-;56;73.8;120.6;5.5;-;-
SIA;186706;-;820.5;-;-;56;73.9;82.5;9.4;-;-
SIA;186707;-;820.4;-;-;55;75.3;92.1;10.1;-;-
SIA;186708;-;823.0;-;-;55;82.3;64.9;10.8;-;-
SIA;186709;-;823.6;-;-;48;81.3;153.0;8.2;-;-
SIA;186710;-;817.5;-;-;63;83.6;145.6;0.6;-;-
SIA;186711;-;819.2;-;-;41;70.3;59.3;-3.3;-;-
SIA;186712;-;810.5;-;-;63;74.3;114.7;-8.3;-;-
SIA;186801;-;811.6;-;-;51;76.0;38.1;-9.2;-;-
SIA;186802;-;820.6;-;-;36;68.2;5.4;-5.3;-;-
SIA;186803;-;813.1;-;-;55;70.4;50.7;-5.0;-;-
SIA;186804;-;814.7;-;-;-;70.8;101.4;0.2;-;-
SIA;186805;-;822.0;-;-;41;75.7;44.6;8.8;-;-
SIA;186806;-;822.3;-;-;54;75.1;117.9;10.7;-;-
SIA;186807;-;820.9;-;-;68;76.7;86.3;11.2;-;-
SIA;186808;-;821.5;-;-;52;78.5;76.0;11.1;-;-
SIA;186809;-;820.2;-;-;59;86.3;233.4;8.3;-;-
SIA;186810;-;818.0;-;-;69;82.4;222.8;3.7;-;-
SIA;186811;-;814.0;-;-;44;78.1;74.9;-4.5;-;-
SIA;186812;-;815.2;-;-;64;82.2;57.1;-2.9;-;-
SIA;186901;-;819.0;-;-;36;72.5;6.7;-9.5;-;-
SIA;186902;-;820.8;-;-;51;73.6;14.5;-2.2;-;-
SIA;186903;-;803.1;-;-;69;76.8;100.1;-6.3;-;-
SIA;186904;-;817.1;-;-;44;73.9;42.9;1.3;-13.3;12.9
SIA;186905;-;816.3;-;-;72;80.0;144.5;7.5;-1.8;17.0
SIA;186906;-;818.9;-;-;55;73.7;115.0;7.2;-0.9;19.2
SIA;186907;-;823.8;-;-;41;73.2;59.6;13.0;2.8;24.3
SIA;186908;-;822.0;-;-;53;78.1;109.6;10.0;-1.0;21.5
SIA;186909;-;821.9;-;-;45;79.3;79.0;8.5;1.2;17.4
SIA;186910;-;818.0;-;-;43;78.6;64.7;0.8;-15.2;14.5
SIA;186911;-;814.9;-;-;55;76.0;24.2;-2.1;-13.0;8.6
SIA;186912;-;810.9;-;-;73;85.9;116.3;-6.4;-22.8;5.0
SIA;187001;-;814.0;-;-;44;80.2;11.2;-10.2;-20.8;1.8
SIA;187002;-;810.7;-;-;67;84.7;42.9;-7.1;-20.5;3.7
SIA;187003;-;809.8;-;-;53;76.3;14.6;-4.6;-15.5;5.4
SIA;187004;-;819.1;-;-;39;71.3;11.3;0.1;-13.3;12.1
SIA;187005;-;820.8;-;-;39;73.2;48.1;6.8;-6.6;21.2
SIA;187006;-;821.4;-;-;48;71.8;42.4;10.0;1.0;22.0
SIA;187007;-;821.7;-;-;51;75.1;110.8;12.4;2.2;23.4
SIA;187008;-;816.5;-;-;62;76.3;81.6;8.7;0.5;19.8
SIA;187009;-;822.7;-;-;48;76.2;68.3;6.5;-2.6;17.0
SIA;187010;-;815.5;-;-;57;79.1;51.9;1.6;-7.5;13.0
SIA;187011;-;812.9;-;-;66;84.1;177.5;-2.5;-15.3;5.0
SIA;187012;-;806.0;-;-;61;83.7;42.0;-8.6;-23.0;3.5
SIA;187101;-;807.2;-;-;-;84.8;128.0;-10.8;-23.2;-2.2
SIA;187102;-;818.9;-;-;30;74.5;4.5;-6.2;-18.6;7.3
SIA;187103;-;817.3;-;-;37;76.6;25.0;-3.3;-14.0;7.2
SIA;187104;-;814.1;-;-;55;74.6;44.7;1.0;-12.6;11.8
SIA;187105;-;816.5;-;-;44;71.0;35.0;4.3;-5.0;17.0
SIA;187106;-;815.3;-;-;66;76.5;148.7;5.9;-2.2;17.2
SIA;187107;-;821.7;-;-;48;74.5;123.6;11.7;0.5;25.5
SIA;187108;-;823.1;-;-;44;78.8;55.7;10.4;2.2;20.4
SIA;187109;-;819.9;-;-;46;83.1;67.1;8.8;0.4;19.0
SIA;187110;-;817.1;-;-;42;76.8;5.9;1.4;-;-
SIA;187111;-;810.2;-;-;62;83.5;102.0;-4.7;-;-
SIA;187112;-;814.6;-;-;14;75.1;8.2;-11.8;-;-
SIA;187201;-;811.7;-;-;57;83.9;80.3;-7.1;-;1.3
SIA;187202;-;816.3;-;-;40;78.2;34.9;-7.4;-17.0;5.8
SIA;187203;-;812.4;-;-;60;77.4;76.9;-3.0;-17.2;9.0
SIA;187204;-;813.6;-;-;56;73.2;114.9;1.5;-12.0;16.8
SIA;187205;-;815.8;-;-;83;80.4;258.4;4.2;-6.2;15.7
SIA;187206;-;819.0;-;-;61;74.4;127.5;8.9;2.0;21.5
SIA;187207;-;821.1;-;-;47;76.3;103.8;11.4;3.2;26.4
SIA;187208;-;820.0;-;-;55;79.4;181.4;9.3;1.2;20.2
SIA;187209;-;820.8;-;-;43;79.4;138.3;7.5;-5.0;21.3
SIA;187210;-;815.8;-;-;84;88.4;252.9;3.9;-4.7;12.6
SIA;187211;-;815.1;-;-;70;84.6;64.7;-1.3;-11.8;10.0
SIA;187212;-;811.6;-;-;67;85.5;254.5;-4.0;-17.3;4.3
SIA;187301;-;815.4;-;-;51;80.5;51.3;-6.7;-17.4;3.2
SIA;187302;-;813.1;-;-;44;77.2;40.2;-7.7;-20.3;5.9
SIA;187303;-;811.8;-;-;-;80.1;83.4;-1.5;-13.1;9.0
SIA;187304;-;811.0;-;-;58;72.5;33.4;-0.4;-11.4;12.3
SIA;187305;-;815.3;-;-;56;70.3;62.1;3.7;-6.4;16.8
SIA;187306;-;820.1;-;-;57;73.0;42.0;9.0;-2.6;22.4
SIA;187307;-;824.0;-;-;43;73.7;156.4;12.5;3.0;26.2
SIA;187308;-;823.8;-;-;50;78.0;104.8;11.5;1.7;24.3
SIA;187309;-;820.8;-;-;47;82.5;168.8;6.7;-1.3;20.8
SIA;187310;-;817.8;-;-;67;86.6;196.1;3.9;-9.4;16.0
SIA;187311;-;814.6;-;-;60;82.6;99.3;-2.1;-19.0;5.9
SIA;187312;-;821.9;-;-;16;72.9;18.7;-6.2;-19.7;5.3
SIA;187401;-;819.6;-;-;31;77.2;20.0;-7.2;-18.6;4.5
SIA;187402;-;815.3;-;-;49;75.2;16.4;-7.4;-22.0;3.7
SIA;187403;-;818.5;-;-;38;72.9;11.1;-4.6;-21.0;10.2
SIA;187404;-;814.0;-;-;54;75.2;113.0;2.0;-7.0;14.9
SIA;187405;-;812.5;-;-;62;72.4;30.7;2.5;-8.6;20.6
SIA;187406;-;821.9;-;-;56;71.3;130.2;9.6;-0.3;21.8
SIA;187407;-;823.1;-;-;53;74.8;126.5;13.3;2.0;27.4
SIA;187408;-;820.5;-;-;51;76.7;142.6;10.0;0.6;23.1
SIA;187409;-;823.3;-;-;50;81.6;44.4;8.8;-0.5;21.0
SIA;187410;-;820.8;-;-;39;76.1;35.5;3.5;-5.5;13.8
SIA;187411;-;812.6;-;-;42;80.1;124.6;-5.8;-22.0;8.7
SIA;187412;-;804.7;-;-;65;90.2;169.8;-9.8;-20.2;1.6
SIA;187501;-;818.1;-;-;47;84.5;73.5;-6.6;-17.3;3.0
SIA;187502;-;808.8;-;-;57;86.1;24.6;-9.5;-25.6;5.0
SIA;187503;-;813.8;-;-;47;79.6;6.5;-4.9;-20.0;9.4
SIA;187504;-;815.4;-;-;38;77.6;53.3;-0.7;-13.8;13.6
SIA;187505;-;820.0;-;-;47;77.2;57.8;6.8;-2.2;20.5
SIA;187506;-;820.2;-;-;67;82.1;168.9;9.6;0.7;19.8
SIA;187507;-;819.8;-;-;65;82.5;156.9;9.9;1.0;22.7
SIA;187508;-;823.3;-;-;42;80.7;106.1;11.3;2.7;24.4
SIA;187509;-;823.0;-;-;51;82.9;13.0;7.7;-1.7;17.7
SIA;187510;-;813.1;-;-;62;85.1;110.5;1.9;-9.3;15.3
SIA;187511;-;810.1;-;-;64;83.3;35.2;-3.7;-15.7;5.0
SIA;187512;-;814.6;-;-;41;83.8;10.8;-8.0;-18.5;3.3
SIA;187601;-;819.7;-;-;42;85.0;14.3;-7.8;-24.1;2.5
SIA;187602;-;812.3;-;-;59;84.3;14.5;-6.0;-22.6;7.8
SIA;187603;-;807.0;-;-;70;85.6;115.3;-3.6;-20.2;8.6
SIA;187604;-;813.5;-;-;72;84.1;292.5;0.9;-10.3;11.4
SIA;187605;-;814.7;-;-;67;81.3;116.5;2.9;-5.2;15.8
SIA;187606;-;818.0;-;-;62;77.9;71.3;8.9;-0.4;20.8
SIA;187607;-;823.0;-;-;40;69.8;62.6;12.0;3.6;23.7
SIA;187608;-;821.6;-;-;55;79.6;102.3;10.9;0.5;24.7
SIA;187609;-;817.6;-;-;51;79.1;100.3;6.2;-1.6;17.7
SIA;187610;-;819.4;-;-;37;80.0;15.3;4.8;-4.2;19.3
SIA;187611;-;813.5;-;-;57;82.8;16.5;-3.5;-16.0;6.2
SIA;187612;-;809.5;-;-;59;84.6;87.9;-4.5;-18.7;3.5
SIA;187701;-;816.5;-;-;55;80.6;26.8;-5.3;-16.3;4.1
SIA;187702;-;813.0;-;-;64;76.5;57.1;-5.0;-19.0;5.6
SIA;187703;-;807.0;-;-;68;80.4;149.7;-5.4;-21.7;6.7
SIA;187704;-;809.2;-;-;60;76.1;66.7;0.2;-9.2;9.1
SIA;187705;-;813.6;-;-;77;78.9;102.8;2.9;-8.5;12.1
SIA;187706;-;823.3;-;-;53;74.6;51.7;11.0;1.1;22.5
SIA;187707;-;821.6;-;-;69;80.5;219.0;10.4;1.3;22.5
SIA;187708;-;822.2;-;-;56;80.0;90.2;12.2;2.5;22.7
SIA;187709;-;818.6;-;-;49;77.5;68.4;6.2;-4.7;19.6
SIA;187710;-;818.5;-;-;38;72.9;22.0;0.5;-8.8;12.9
SIA;187711;-;814.8;-;-;51;77.6;121.8;-1.8;-10.6;8.1
SIA;187712;-;814.0;-;-;51;78.4;31.4;-7.2;-17.4;3.0
SIA;187801;-;814.9;-;-;40;73.0;18.9;-8.8;-25.6;7.3
SIA;187802;-;821.8;-;-;34;71.9;1.6;-4.9;-15.9;7.8
SIA;187803;-;812.2;-;-;67;73.4;103.3;-4.9;-21.5;9.0
SIA;187804;-;812.4;-;-;63;75.0;20.1;0.5;-14.5;11.2
SIA;187805;-;816.5;-;-;68;76.9;151.0;6.0;-3.8;19.5
SIA;187806;-;819.1;-;-;75;78.0;93.5;8.7;0.2;19.8
SIA;187807;-;819.7;-;-;56;71.4;84.3;10.8;2.2;24.9
SIA;187808;-;818.5;-;-;69;80.7;191.2;10.9;3.2;20.8
SIA;187809;-;819.7;-;-;59;80.5;205.9;7.9;-0.5;18.6
SIA;187810;-;816.7;-;-;66;82.9;153.5;3.1;-11.6;15.4
SIA;187811;-;811.1;-;-;74;81.8;173.0;-4.6;-14.1;4.5
SIA;187812;-;807.8;-;-;63;80.2;40.1;-10.1;-22.2;3.0
SIA;187901;-;812.8;-;-;55;80.4;40.4;-7.9;-23.7;3.3
SIA;187902;-;803.5;-;-;75;80.0;98.9;-5.7;-17.2;3.3
SIA;187903;-;813.8;-;-;56;77.0;28.4;-3.0;-17.7;7.1
SIA;187904;-;805.7;-;-;81;76.1;137.7;-0.8;-11.4;8.3
SIA;187905;-;813.5;-;-;79;75.5;177.0;1.9;-8.2;11.5
SIA;187906;-;819.6;-;-;56;74.9;60.1;8.8;1.2;22.1
SIA;187907;-;818.2;-;-;-;74.4;131.4;8.8;0.6;20.6
SIA;187908;-;821.6;-;-;44;-;122.7;12.4;3.8;26.3
SIA;187909;-;820.2;-;-;64;81.6;53.6;7.9;-1.6;21.0
SIA;187910;-;818.9;-;-;36;72.4;15.2;2.5;-8.5;15.6
SIA;187911;-;814.6;-;-;57;76.2;62.2;-4.8;-16.8;7.2
SIA;187912;-;818.9;-;-;28;71.1;12.4;-10.5;-24.2;0.6
SIA;188001;-;821.5;-;-;24;72.3;0.0;-9.3;-23.5;4.4
SIA;188002;-;815.0;-;-;39;79.4;59.2;-5.6;-16.2;5.2
SIA;188003;-;818.6;-;-;37;76.1;7.6;-1.7;-14.0;10.2
SIA;188004;-;812.6;-;-;83;81.7;60.6;1.8;-6.8;11.6
SIA;188005;-;814.9;-;-;68;74.1;55.8;5.3;-4.5;20.4
SIA;188006;-;817.2;-;-;77;79.0;137.6;7.6;0.9;20.2
SIA;188007;-;821.9;-;-;52;74.3;122.3;12.2;1.8;23.9
SIA;188008;-;818.2;-;-;78;77.2;71.9;10.0;0.4;20.8
SIA;188009;-;821.3;-;-;55;79.3;117.1;7.9;-1.0;20.5
SIA;188010;-;816.2;-;-;67;81.2;162.2;3.6;-8.4;15.0
SIA;188011;-;817.8;-;-;52;78.8;119.5;-1.5;-9.2;9.1
SIA;188012;-;817.2;-;-;54;76.4;57.6;-3.1;-12.2;5.5
SIA;188101;-;808.0;-;-;46;79.1;31.6;-10.4;-23.8;2.4
SIA;188102;-;811.4;-;-;60;79.0;7.6;-6.2;-20.0;4.0
SIA;188103;-;813.9;-;-;56;77.0;16.0;-2.0;-21.3;10.0
SIA;188104;-;811.8;-;-;84;81.3;54.8;0.8;-8.6;8.9
SIA;188105;-;818.2;-;-;57;70.7;45.5;5.2;-5.4;18.7
SIA;188106;-;818.5;-;-;62;74.0;50.9;8.5;-3.4;21.0
SIA;188107;-;824.0;-;-;46;70.9;60.7;13.2;2.0;25.5
SIA;188108;-;820.3;-;-;47;75.4;124.4;11.4;1.5;22.6
SIA;188109;-;818.4;-;-;60;80.8;91.4;5.8;-2.2;14.8
SIA;188110;-;812.7;-;-;70;82.3;51.5;0.3;-8.8;8.8
SIA;188111;-;822.3;-;-;34;76.6;20.5;0.7;-9.0;11.0
SIA;188112;-;816.9;-;-;42;77.5;46.8;-6.4;-16.8;2.8
SIA;188201;-;826.5;-;-;18;70.6;5.9;-5.7;-14.0;3.5
SIA;188202;-;822.5;-;-;23;69.9;5.0;-6.4;-16.0;5.9
SIA;188203;-;817.6;-;-;40;72.8;48.9;-1.3;-11.7;9.9
SIA;188204;-;812.3;-;-;63;76.2;82.3;0.2;-12.7;12.4
SIA;188205;-;818.6;-;-;60;74.9;51.5;5.7;-4.9;24.0
SIA;188206;-;818.9;-;-;66;75.5;126.6;8.2;-3.1;21.0
SIA;188207;-;819.2;-;-;65;74.6;84.9;10.5;1.8;25.1
SIA;188208;-;819.5;-;-;61;75.8;98.0;9.2;0.4;20.3
SIA;188209;-;815.4;-;-;82;85.4;324.9;6.0;-1.0;16.6
SIA;188210;-;816.3;-;-;71;81.2;198.0;3.1;-5.6;15.0
SIA;188211;-;811.8;-;-;55;77.9;38.9;-3.4;-16.0;8.4
SIA;188212;-;810.2;-;-;71;83.8;124.3;-5.2;-18.0;5.0
SIA;188301;-;814.4;-;-;53;77.3;34.8;-6.7;-25.0;8.0
SIA;188302;-;820.2;-;-;47;76.4;30.6;-4.8;-17.2;5.6
SIA;188303;-;805.8;-;-;63;74.0;21.4;-7.1;-21.0;5.4
SIA;188304;-;812.3;-;-;68;73.9;35.5;-0.6;-10.4;9.8
SIA;188305;-;815.8;-;-;64;73.1;47.5;5.3;-11.2;17.8
SIA;188306;-;818.1;-;-;75;79.0;119.6;8.5;1.0;18.2
SIA;188307;-;819.3;-;-;65;76.6;119.2;10.1;1.0;22.8
SIA;188308;-;822.1;-;-;37;75.2;44.6;10.2;1.7;22.0
SIA;188309;-;817.7;-;-;71;81.9;127.3;6.5;-2.0;14.3
SIA;188310;-;819.8;-;-;48;77.0;83.4;1.3;-8.0;11.5
SIA;188311;-;816.5;-;-;46;77.3;57.7;-3.4;-14.2;6.7
SIA;188312;-;817.8;-;-;49;74.2;36.5;-6.0;-19.4;5.0
SIA;188401;-;820.9;-;-;37;73.5;11.0;-5.6;-16.5;5.2
SIA;188402;-;817.4;-;-;46;77.0;9.9;-5.5;-16.4;4.6
SIA;188403;-;814.6;-;-;39;76.4;17.1;-2.6;-13.7;9.0
SIA;188404;-;808.0;-;-;72;79.6;70.0;1.0;-7.0;10.2
SIA;188405;-;819.7;-;-;50;75.3;52.5;6.9;-5.0;18.5
SIA;188406;-;816.1;-;-;64;73.0;72.2;6.5;-1.2;22.0
SIA;188407;-;822.3;-;-;50;76.4;112.7;11.5;2.5;24.0
SIA;188408;-;821.9;-;-;47;77.9;80.4;10.8;1.6;22.3
SIA;188409;-;822.5;-;-;53;81.8;78.2;7.3;-0.5;18.4
SIA;188410;-;817.7;-;-;53;74.2;45.8;1.2;-12.3;14.0
SIA;188411;-;817.7;-;-;27;71.3;0.4;-3.8;-14.0;10.3
SIA;188412;-;813.1;-;-;58;78.8;11.6;-5.0;-15.5;4.6
SIA;188501;-;812.4;-;-;32;79.3;27.1;-9.6;-18.0;1.9
SIA;188502;-;814.7;-;-;50;77.2;40.3;-4.1;-17.2;7.6
SIA;188503;-;812.3;-;-;57;78.1;41.6;-2.4;-13.4;8.0
SIA;188504;-;809.8;-;-;67;78.6;82.7;1.3;-10.6;12.7
SIA;188505;-;814.2;-;-;60;78.1;128.9;3.2;-8.6;19.8
SIA;188506;-;820.5;-;-;38;71.4;9.0;10.9;0.6;22.4
SIA;188507;-;823.1;-;-;42;71.8;25.0;12.5;4.5;24.0
SIA;188508;-;818.7;-;-;54;77.4;76.0;10.4;-0.4;21.3
SIA;188509;-;819.6;-;-;51;80.4;263.9;6.9;-4.4;19.7
SIA;188510;-;811.8;-;-;68;81.2;145.3;1.1;-10.5;10.3
SIA;188511;-;814.5;-;-;63;83.7;48.5;-1.5;-14.2;9.7
SIA;188512;-;817.9;-;-;36;73.3;2.1;-5.5;-18.0;8.0
SIA;188601;-;806.2;-;-;55;83.0;92.3;-7.6;-19.3;1.3
SIA;188602;-;812.6;-;-;42;79.5;11.9;-8.4;-23.4;1.9
SIA;188603;-;813.9;-;-;39;77.2;18.4;-5.4;-21.8;9.3
SIA;188604;-;814.7;-;-;57;77.7;35.5;1.6;-9.6;11.7
SIA;188605;-;818.7;-;-;40;71.0;50.7;5.7;-5.2;21.7
SIA;188606;-;816.0;-;-;71;77.1;72.0;7.9;1.2;20.8
SIA;188607;-;821.4;-;-;42;73.2;113.0;11.4;1.4;25.4
SIA;188608;-;820.9;-;-;54;78.8;76.9;10.9;1.6;22.8
SIA;188609;-;823.1;-;-;43;80.3;34.1;8.7;-2.4;19.7
SIA;188610;-;818.4;-;-;54;82.5;97.0;3.9;-3.0;15.6
SIA;188611;-;815.8;-;-;48;82.2;121.1;-2.3;-11.6;8.3
SIA;188612;-;808.1;-;-;62;84.8;115.8;-7.1;-19.8;5.0
SIA;188701;-;815.1;-;-;19;81.4;38.7;-10.2;-21.1;2.1
SIA;188702;-;819.7;-;-;23;78.5;12.7;-8.6;-19.4;4.4
SIA;188703;-;813.5;-;-;57;78.3;40.2;-3.9;-20.0;6.6
SIA;188704;-;813.6;-;-;53;77.9;63.4;-0.6;-13.0;9.5
SIA;188705;-;815.0;-;-;76;76.1;49.0;3.0;-10.0;14.5
SIA;188706;-;822.1;-;-;36;66.1;30.4;10.7;1.6;22.4
SIA;188707;-;823.5;-;-;55;75.6;62.2;12.7;4.0;23.3
SIA;188708;-;820.9;-;-;42;75.2;99.0;10.4;-0.3;23.0
SIA;188709;-;818.5;-;-;52;80.4;146.9;6.9;-3.4;18.0
SIA;188710;-;815.2;-;-;45;75.2;49.1;-1.0;-10.0;8.4
SIA;188711;-;809.6;-;-;63;83.7;141.7;-3.4;-15.0;5.5
SIA;188712;-;809.3;-;-;55;79.0;35.1;-9.4;-21.5;5.2
SIA;188801;-;818.3;-;-;29;72.3;8.7;-8.5;-26.0;6.2
SIA;188802;-;806.3;-;-;66;79.1;123.9;-7.7;-24.7;2.5
SIA;188803;-;805.7;-;-;57;78.7;124.1;-5.2;-20.0;3.5
SIA;188804;-;810.4;-;-;67;76.8;122.4;-0.8;-11.1;11.0
SIA;188805;-;819.8;-;-;51;74.2;12.3;5.1;-3.5;15.1
SIA;188806;-;819.1;-;-;58;74.7;118.8;9.0;0.3;23.2
SIA;188807;-;817.4;-;-;60;76.3;138.7;9.2;-4.9;20.3
SIA;188808;-;822.0;-;-;48;72.8;108.6;9.7;0.4;24.7
SIA;188809;-;822.6;-;-;68;84.6;249.4;7.8;-0.3;16.6
SIA;188810;-;817.9;-;-;37;72.6;127.4;0.5;-9.7;11.5
SIA;188811;-;816.5;-;-;52;76.7;59.0;-1.6;-9.2;7.4
SIA;188812;-;819.2;-;-;35;77.1;24.5;-5.6;-17.6;3.4
SIA;188901;-;815.7;-;-;32;77.8;29.0;-8.1;-18.1;3.0
SIA;188902;-;805.2;-;-;58;73.3;21.0;-8.0;-23.3;7.0
SIA;188903;-;810.8;-;-;47;74.4;33.1;-5.9;-20.2;7.3
SIA;188904;-;808.3;-;-;60;76.2;64.2;-1.0;-10.0;10.5
SIA;188905;-;816.2;-;-;70;83.2;102.5;6.7;-1.5;18.5
SIA;188906;-;819.4;-;-;70;80.0;75.8;10.3;0.0;21.3
SIA;188907;-;820.1;-;-;48;74.3;118.5;10.7;2.0;24.2
SIA;188908;-;821.1;-;-;50;78.2;140.8;10.1;1.0;21.5
SIA;188909;-;818.4;-;-;48;73.4;55.8;6.3;-5.0;19.1
SIA;188910;-;813.7;-;-;77;84.1;240.8;2.5;-6.6;9.2
SIA;188911;-;822.1;-;-;33;70.5;11.2;-1.1;-14.8;8.6
SIA;188912;-;817.6;-;-;38;81.4;32.6;-8.2;-18.1;1.0
SIA;189001;-;819.3;-;-;44;77.2;27.5;-4.4;-12.7;6.9
SIA;189002;-;815.1;-;-;29;77.3;4.9;-8.9;-21.2;1.9
SIA;189003;-;811.9;-;-;47;77.1;55.3;-3.8;-24.2;11.1
SIA;189004;-;809.8;-;-;62;78.6;89.1;-0.1;-12.6;9.1
SIA;189005;-;814.0;-;-;58;78.6;82.0;6.0;-2.8;16.0
SIA;189006;-;820.3;-;-;52;70.8;120.1;8.9;0.3;20.9
SIA;189007;-;819.7;-;-;53;78.5;227.1;9.3;0.5;22.6
SIA;189008;-;820.0;-;-;53;79.7;247.0;10.4;1.4;23.6
SIA;189009;-;824.0;-;-;53;80.1;72.3;6.4;-1.4;17.4
SIA;189010;-;818.9;-;-;47;74.1;17.8;1.4;-10.4;17.5
SIA;189011;-;811.7;-;-;55;78.2;32.8;-2.9;-12.0;6.3
SIA;189012;-;810.4;-;-;36;81.4;28.0;-10.2;-19.3;0.3
SIA;189101;-;812.5;-;-;35;79.1;5.3;-11.9;-27.6;2.7
SIA;189102;-;823.2;-;-;19;70.9;1.4;-6.5;-19.2;5.3
SIA;189103;-;810.4;-;-;63;80.7;79.2;-4.7;-18.6;6.8
SIA;189104;-;811.5;-;-;58;75.6;28.2;-2.0;-17.8;10.3
SIA;189105;-;813.8;-;-;74;82.1;124.4;4.5;-6.4;17.7
SIA;189106;-;819.6;-;-;59;75.5;63.6;9.1;1.1;23.8
SIA;189107;-;820.0;-;-;52;77.5;226.2;10.1;2.5;22.7
SIA;189108;-;820.1;-;-;57;81.8;269.4;8.7;1.0;21.6
SIA;189109;-;823.4;-;-;30;79.2;51.1;7.7;-2.4;18.9
SIA;189110;-;817.3;-;-;63;86.8;166.8;4.0;-12.5;12.3
SIA;189111;-;813.6;-;-;55;84.3;101.1;-2.2;-11.4;6.4
SIA;189112;-;819.0;-;-;42;77.9;48.0;-5.1;-20.8;6.7
SIA;189201;-;810.0;-;-;52;81.4;38.7;-7.0;-23.5;5.7
SIA;189202;-;808.3;-;-;70;84.0;94.2;-5.2;-18.8;5.0
SIA;189203;-;810.7;-;-;44;81.2;53.4;-7.0;-23.7;8.7
SIA;189204;-;813.6;-;-;53;78.3;63.1;0.6;-8.0;12.2
SIA;189205;-;-;-;-;-;-;21.6;5.5;-;19.0
SIA;189206;-;820.1;-;-;61;77.5;129.4;9.4;2.5;20.5
SIA;189207;-;820.3;-;-;43;75.8;106.8;10.4;-;22.0
SIA;189208;-;822.4;-;-;40;75.4;45.3;11.4;-;-
SIA;189209;-;821.9;-;-;56;-;138.7;7.6;-;-
SIA;189210;-;813.5;-;-;66;85.0;173.6;1.6;-;-
SIA;189211;-;819.3;-;-;38;80.2;36.1;-1.3;-;-
SIA;189212;-;811.8;-;-;-;74.0;3.3;-8.0;-;-
SIA;189301;-;808.6;-;-;33;82.1;23.5;-10.7;-23.0;5.0
SIA;189302;-;811.8;-;-;53;79.2;71.5;-6.4;-23.0;5.5
SIA;189303;-;817.9;-;-;32;70.6;8.5;-2.6;-17.6;10.0
SIA;189304;-;818.4;-;-;30;73.3;17.8;3.1;-8.0;14.4
SIA;189305;-;817.0;-;-;59;74.3;36.3;5.2;-6.2;15.5
SIA;189306;-;818.5;-;-;57;73.5;68.6;9.3;-2.3;22.0
