stn;time;gre000m0;hto000m0;nto000m0;prestam0;sre000m0;rre150m0;tre200mn;tre200m0;tre200mx;ure200m0
GVE;195001;-;-;-;969.9;-;88.0;0.0;-;5.1;-
GVE;195002;-;-;-;966.2;-;63.0;0.0;-;1.4;-
GVE;195003;-;-;-;969.1;-;8.0;0.0;-;1.8;-
GVE;195004;-;-;-;961.2;-;48.6;0.1;-;2.4;-
GVE;195005;-;-;-;965.9;-;50.0;0.4;-;3.0;-
GVE;195006;-;-;-;968.8;-;38.0;0.8;-;3.7;-
GVE;195007;-;-;-;966.9;-;45.0;0.9;-;3.7;-
GVE;195008;-;-;-;965.7;-;101.6;0.7;-;3.1;-
GVE;195009;-;-;-;967.4;-;129.0;0.3;-;2.8;-
GVE;195010;-;-;-;969.7;-;22.0;0.0;-;2.1;-
GVE;195011;-;-;-;963.8;-;317.3;0.0;-;1.4;-
GVE;195012;-;-;-;958.9;-;41.9;0.0;-;5.2;-
GVE;195101;-;-;-;963.4;-;67.1;0.0;-;9.8;-
GVE;195102;-;-;-;959.2;-;109.1;0.0;-;11.5;-
GVE;195103;-;-;-;960.1;-;105.4;0.1;-;19.9;-
GVE;195104;-;-;-;966.2;-;43.6;0.2;-;23.0;-
GVE;195105;-;-;-;961.4;-;93.0;1.6;-;27.6;-
GVE;195106;-;-;-;966.9;-;69.5;7.4;-;31.2;-
GVE;195107;-;-;-;968.8;-;59.4;7.0;-;32.0;-
GVE;195108;-;-;-;965.9;-;92.3;7.5;-;29.9;-
GVE;195109;-;-;-;968.0;-;54.7;3.1;-;28.4;-
GVE;195110;-;-;-;967.2;-;61.1;0.0;-;20.6;-
GVE;195111;-;-;-;961.6;-;137.8;0.4;-;15.4;-
GVE;195112;-;-;-;971.5;-;39.1;0.2;-;-;-
GVE;195201;-;-;-;965.1;-;74.1;0.0;-;-;-
GVE;195202;-;-;-;967.4;-;35.0;0.0;-;9.7;-
GVE;195203;-;-;-;962.7;-;96.9;2.0;-;19.0;-
GVE;195204;-;-;-;966.0;-;39.8;0.5;-;24.0;-
GVE;195205;-;-;-;966.2;-;58.1;3.0;-;25.7;-
GVE;195206;-;-;-;968.7;-;80.3;7.1;-;32.5;-
GVE;195207;-;-;-;967.8;-;21.2;7.2;-;36.8;-
GVE;195208;-;-;-;965.8;-;101.9;6.5;-;34.2;-
GVE;195209;-;-;-;965.7;-;96.5;0.1;-;25.2;-
GVE;195210;-;-;-;965.9;-;187.2;0.1;-;18.6;-
GVE;195211;-;-;-;963.6;-;185.5;0.0;-;15.5;-
GVE;195212;-;-;-;963.4;-;102.1;0.0;-;-;-
GVE;195301;-;-;-;-;-;1.6;0.8;-;-;-
GVE;195302;-;-;-;-;-;23.5;0.0;-;-;-
GVE;195303;-;-;-;-;-;1.3;-5.4;-;21.3;-
GVE;195304;-;-;-;-;-;39.7;-1.3;-;25.2;-
GVE;195305;-;-;-;-;-;36.4;-1.3;-;31.6;-
GVE;195306;-;-;-;-;-;195.9;2.2;-;28.4;-
GVE;195307;-;-;-;-;-;29.2;6.2;-;31.7;-
GVE;195308;-;-;-;-;-;36.1;6.7;-;32.6;-
GVE;195309;-;-;-;-;-;116.0;4.4;-;30.5;-
GVE;195310;-;-;-;-;-;50.7;-1.5;-;20.9;-
GVE;195311;-;-;-;-;-;30.0;-2.7;-;14.4;-
GVE;195312;-;-;-;-;-;17.6;-4.8;-;14.2;-
GVE;195401;-;-;-;-;-;53.9;-11.3;-0.8;11.6;-
GVE;195402;-;-;-;-;-;67.4;-12.2;0.1;11.3;-
GVE;195403;-;-;-;-;-;36.9;-5.8;6.3;18.5;-
GVE;195404;-;-;-;-;-;60.1;-2.5;7.7;20.7;-
GVE;195405;-;-;-;-;-;30.1;-0.6;12.5;26.2;-
GVE;195406;-;-;-;-;-;52.8;5.6;17.2;30.0;-
GVE;195407;-;-;-;-;-;60.7;3.6;16.9;30.1;-
GVE;195408;-;-;-;-;-;218.8;6.1;17.0;31.9;-
GVE;195409;-;-;-;-;-;89.9;0.5;15.4;27.3;-
GVE;195410;-;-;-;-;-;78.0;-1.0;10.1;22.6;-
GVE;195411;-;-;-;-;-;102.2;-3.6;6.3;16.3;-
GVE;195412;-;-;-;-;-;141.7;-2.5;3.4;10.8;-
GVE;195501;-;-;-;-;-;149.9;-5.8;2.3;14.2;-
GVE;195502;-;-;-;-;-;164.2;-8.4;1.8;11.8;-
GVE;195503;-;-;-;-;-;29.9;-7.2;3.7;21.4;-
GVE;195504;-;-;-;-;-;2.7;-1.7;10.0;25.8;-
GVE;195505;-;-;-;-;-;93.7;0.2;13.0;26.6;-
GVE;195506;-;-;-;-;-;91.2;3.4;16.6;29.0;-
GVE;195507;-;-;-;-;-;68.5;6.9;18.9;32.4;-
GVE;195508;-;-;-;-;-;122.4;5.8;17.8;28.1;-
GVE;195509;-;-;-;-;-;48.0;5.4;14.6;25.4;-
GVE;195510;-;-;-;-;-;53.7;-3.7;8.6;18.5;-
GVE;195511;-;-;-;-;-;50.5;-9.4;4.2;13.0;-
GVE;195512;-;-;-;-;-;94.3;-5.4;4.3;12.2;-
GVE;195601;-;-;-;-;-;115.9;-4.4;3.0;11.7;-
GVE;195602;-;-;-;-;-;4.1;-21.0;-6.7;9.1;-
GVE;195603;-;-;-;-;-;25.5;-6.4;5.1;18.6;-
GVE;195604;-;-;-;-;-;91.0;-4.6;7.7;19.7;-
GVE;195605;-;-;-;-;-;98.2;0.6;14.0;25.8;-
GVE;195606;-;-;-;-;-;52.0;3.6;14.8;26.8;-
GVE;195607;-;-;-;-;-;80.9;6.8;18.0;29.3;-
GVE;195608;-;-;-;-;-;140.6;6.5;16.3;30.3;-
GVE;195609;-;-;-;-;-;151.2;6.9;16.0;25.5;-
GVE;195610;-;-;-;-;-;79.7;-1.0;8.3;22.2;-
GVE;195611;-;-;-;-;-;16.6;-3.5;3.5;11.3;-
GVE;195612;-;-;-;-;-;22.5;-8.0;2.0;15.2;-
GVE;195701;-;-;-;-;-;23.0;-9.6;-1.3;11.6;-
GVE;195702;-;-;-;-;-;148.9;-4.4;5.0;15.7;-
GVE;195703;-;-;-;-;-;16.3;-4.2;8.5;21.3;-
GVE;195704;-;-;-;-;-;29.9;-3.6;9.3;21.4;-
GVE;195705;-;-;-;-;-;32.3;-2.0;11.3;25.0;-
GVE;195706;-;-;-;-;-;156.6;5.7;16.9;31.0;-
GVE;195707;-;-;-;-;-;88.3;6.2;18.8;33.4;-
GVE;195708;-;-;-;-;-;63.0;4.6;17.5;30.4;-
GVE;195709;-;-;-;-;-;56.7;1.4;14.4;28.3;-
GVE;195710;-;-;-;-;-;34.5;-2.2;8.9;21.8;-
GVE;195711;-;-;-;-;-;50.7;-2.4;5.9;17.5;-
GVE;195712;-;-;-;-;-;33.6;-7.3;1.2;10.0;-
GVE;195801;-;-;84;966.3;1488;77.9;-11.8;0.6;11.8;-
GVE;195802;-;-;75;966.1;5166;104.2;-6.0;4.6;19.0;-
GVE;195803;-;-;64;960.4;8574;50.8;-5.8;2.8;16.8;-
GVE;195804;-;-;64;964.2;9690;39.1;-2.5;6.8;20.5;-
GVE;195805;-;-;62;967.7;12876;83.0;3.0;15.1;27.5;-
GVE;195806;-;-;57;965.5;14892;137.2;4.4;15.7;26.0;-
GVE;195807;-;-;53;966.9;15654;56.3;9.4;18.7;30.3;-
GVE;195808;-;-;56;966.3;15252;150.0;8.2;18.6;32.9;-
GVE;195809;-;-;52;968.8;12228;97.2;5.0;16.7;27.0;-
GVE;195810;-;-;73;972.0;5238;78.4;-0.5;8.9;18.6;-
GVE;195811;-;-;92;968.9;1002;40.3;-1.8;5.0;11.7;-
GVE;195812;-;-;84;959.4;1794;77.7;-4.5;3.5;11.1;-
GVE;195901;-;-;65;966.3;5076;69.5;-9.3;1.4;14.4;76.0
GVE;195902;-;-;35;978.9;10158;0.0;-4.7;1.7;15.3;77.8
GVE;195903;-;-;66;965.5;8130;136.6;-1.9;7.7;17.2;76.4
GVE;195904;-;-;53;962.3;11910;78.8;-1.9;9.6;21.8;69.2
GVE;195905;-;-;48;964.2;16632;10.4;1.6;13.8;23.9;71.8
GVE;195906;-;-;53;968.7;15366;61.3;2.6;17.5;28.0;69.9
GVE;195907;-;-;36;967.8;19200;41.0;9.6;20.6;31.7;71.5
GVE;195908;-;-;38;967.7;16584;53.5;7.1;18.1;28.5;75.7
GVE;195909;-;-;49;968.3;11130;101.0;5.9;16.2;28.1;79.7
GVE;195910;-;-;58;968.8;7992;95.4;0.0;9.6;20.2;88.3
GVE;195911;-;-;83;964.9;2382;87.1;-1.8;3.5;10.4;90.8
GVE;195912;-;-;79;960.0;3018;132.3;-4.7;3.4;11.7;88.3
GVE;196001;-;-;71;965.7;4116;131.4;-13.8;0.4;11.6;86.7
GVE;196002;-;-;69;961.9;6588;138.0;-8.0;2.6;15.8;84.0
GVE;196003;-;-;65;960.6;8766;94.0;-3.0;6.6;17.2;77.3
GVE;196004;-;-;50;965.9;14322;7.6;-1.0;9.2;21.3;65.7
GVE;196005;-;-;45;965.9;18018;50.2;-0.8;14.4;28.0;66.7
GVE;196006;-;-;48;968.0;17508;72.2;4.7;17.7;30.9;67.8
GVE;196007;-;-;58;966.5;13572;122.4;6.0;16.6;28.6;70.0
GVE;196008;-;-;56;965.5;14070;127.2;6.6;17.0;29.1;74.1
GVE;196009;-;-;59;965.9;8052;196.6;2.4;12.7;24.6;83.1
GVE;196010;-;-;76;959.1;5790;148.5;-1.3;9.1;19.3;83.4
GVE;196011;-;-;73;963.5;4272;153.5;-3.1;6.5;15.6;82.9
GVE;196012;-;-;85;960.2;2472;60.7;-8.9;1.5;13.8;82.4
GVE;196101;-;-;86;965.7;2106;84.6;-3.9;1.6;11.6;84.8
GVE;196102;-;-;69;974.6;5832;65.6;-3.0;4.6;18.2;82.5
GVE;196103;-;-;29;974.5;15042;11.1;-4.1;6.3;20.6;70.8
GVE;196104;-;-;66;961.5;9654;86.4;0.5;11.6;25.0;74.3
GVE;196105;-;-;56;965.2;13614;26.0;0.6;12.3;25.3;68.9
GVE;196106;-;-;53;967.2;14262;43.1;4.8;17.2;31.1;69.9
GVE;196107;-;-;48;967.8;15672;98.7;6.0;17.5;31.0;68.4
GVE;196108;-;-;39;970.0;16872;68.7;5.2;17.4;30.2;70.1
GVE;196109;-;-;44;969.0;12918;25.8;6.6;17.7;29.6;74.1
GVE;196110;-;-;66;965.6;6432;68.5;0.3;10.9;21.3;81.7
GVE;196111;-;-;80;962.4;3354;64.4;-2.3;4.9;15.4;80.9
GVE;196112;-;-;76;964.9;3666;148.6;-7.5;3.0;16.1;81.9
GVE;196201;-;-;74;969.3;4590;102.0;-7.9;2.9;13.2;79.6
GVE;196202;-;0;71;970.3;5394;81.5;-7.9;1.3;10.9;75.2
GVE;196203;-;0;60;958.9;8850;143.4;-6.6;2.7;14.3;68.9
GVE;196204;-;0;55;964.6;12408;54.8;-2.9;8.8;23.4;65.8
GVE;196205;-;0;64;965.9;13044;74.3;-2.1;11.8;27.8;67.6
GVE;196206;-;0;39;969.4;20430;31.8;1.3;15.9;32.1;61.4
GVE;196207;-;0;46;967.0;15948;13.6;3.0;18.0;34.5;60.1
GVE;196208;-;0;30;968.4;20466;28.5;8.2;20.1;34.0;56.7
GVE;196209;-;0;45;967.3;12582;54.1;1.2;15.0;32.6;69.0
GVE;196210;-;0;58;968.9;8220;34.2;-0.6;10.2;24.3;79.4
GVE;196211;-;0;70;961.9;4572;32.0;-7.0;3.0;17.0;82.1
GVE;196212;-;0;89;965.3;1128;131.1;-11.9;-1.2;10.7;82.8
GVE;196301;-;10;75;964.7;3612;47.0;-18.9;-4.3;7.8;79.3
GVE;196302;-;3;73;957.6;4314;67.1;-18.2;-2.7;6.8;76.9
GVE;196303;-;0;64;965.3;8436;141.3;-8.7;4.1;15.0;74.0
GVE;196304;-;0;68;961.6;9726;81.0;-1.6;9.6;21.6;70.2
GVE;196305;-;0;55;965.5;14334;51.3;0.5;12.4;23.4;67.9
GVE;196306;-;0;66;964.3;11466;170.2;8.6;15.9;29.2;73.4
GVE;196307;-;0;43;967.6;18498;33.4;8.3;19.3;30.2;67.7
GVE;196308;-;0;59;964.3;12324;202.0;5.9;16.4;29.2;72.4
GVE;196309;-;0;58;967.8;9108;37.7;3.1;14.7;24.7;77.9
GVE;196310;-;0;53;970.2;9750;32.7;0.3;9.1;22.0;79.7
GVE;196311;-;0;75;961.5;4314;228.0;-2.8;7.6;16.3;79.6
GVE;196312;-;0;86;965.7;1716;5.7;-10.6;-1.0;8.3;80.0
GVE;196401;-;7;95;977.6;768;25.7;-6.7;-1.6;4.5;84.0
GVE;196402;-;0;59;965.7;8040;29.4;-6.8;3.3;14.9;73.7
GVE;196403;-;0;81;960.3;4152;182.3;-4.0;4.4;11.8;77.8
GVE;196404;-;0;61;964.3;10806;65.2;-1.3;9.7;21.5;68.3
GVE;196405;-;0;59;967.8;13896;35.9;2.7;14.3;27.6;68.5
GVE;196406;-;0;48;966.4;16320;64.5;7.3;17.5;29.9;65.3
GVE;196407;-;0;33;968.6;20838;91.5;7.4;20.2;33.1;58.2
GVE;196408;-;0;45;966.6;15414;59.5;7.2;17.9;31.8;63.0
GVE;196409;-;0;45;970.6;12012;63.7;2.1;15.2;28.2;72.4
GVE;196410;-;0;75;965.9;5328;100.8;0.3;9.0;21.5;73.8
GVE;196411;-;0;81;969.9;2820;53.6;-1.2;5.7;15.8;81.5
GVE;196412;-;2;88;965.2;672;30.3;-17.0;0.4;8.9;85.0
GVE;196501;-;4;75;963.5;3174;75.0;-10.8;0.7;11.1;87.0
GVE;196502;-;0;43;969.4;8724;6.4;-11.4;-1.0;9.4;74.3
GVE;196503;-;4;59;966.4;8712;129.8;-13.3;4.1;18.7;78.7
GVE;196504;-;0;68;962.9;8346;73.5;-1.2;7.7;19.7;74.8
GVE;196505;-;0;61;965.4;13176;107.4;1.2;12.5;27.0;72.1
GVE;196506;-;0;58;966.4;12954;52.9;3.1;16.7;32.2;72.6
GVE;196507;-;0;59;965.9;13668;136.3;4.0;17.2;29.2;70.9
GVE;196508;-;0;55;966.6;13458;146.7;5.9;16.6;30.0;74.2
GVE;196509;-;0;64;964.0;8448;209.8;4.3;12.5;25.2;81.3
GVE;196510;-;0;71;970.0;4752;34.6;0.1;9.8;19.3;86.5
GVE;196511;-;1;86;960.9;1650;136.1;-6.0;5.2;18.3;80.5
GVE;196512;-;0;80;961.9;2442;197.9;-6.2;3.3;12.9;85.1
GVE;196601;-;2;74;963.7;3498;101.3;-14.5;-0.2;13.0;80.1
GVE;196602;-;0;75;959.6;4620;133.1;-4.3;5.4;15.1;82.5
GVE;196603;-;0;55;969.7;10932;52.0;-5.2;4.4;14.7;70.2
GVE;196604;-;0;68;961.6;9696;97.6;-0.4;10.3;19.0;72.7
GVE;196605;-;0;51;967.2;15606;77.3;2.2;13.6;25.2;69.3
GVE;196606;-;0;51;966.8;15798;26.8;5.4;17.8;32.0;64.8
GVE;196607;-;0;55;965.4;15384;72.9;7.7;17.4;31.6;65.4
GVE;196608;-;0;61;965.9;12264;61.6;5.3;17.1;33.4;68.0
GVE;196609;-;0;45;968.2;12018;54.9;6.1;15.9;31.3;72.3
GVE;196610;-;0;69;960.3;6600;114.6;3.3;12.3;24.9;84.9
GVE;196611;-;0;80;964.5;3030;84.8;-4.9;3.0;12.8;86.8
