stn;time;gre000m0;hto000m0;nto000m0;prestam0;sre000m0;tre200mn;tre200mx;ure200m0;rre150m0;tre200m0
OTL;196612;-;2;41;967.9;8610;-1.6;15.7;60.7;49.9;3.7
OTL;196701;-;0;43;974.7;9546;-7.2;18.1;63.3;9.8;2.9
OTL;196702;-;2;46;975.8;9144;-5.4;19.9;63.3;77.6;3.9
OTL;196703;-;0;50;973.8;12192;3.0;20.5;54.3;180.4;9.5
OTL;196704;-;0;48;968.2;15000;2.7;23.8;51.6;114.6;11.1
OTL;196705;-;0;65;969.8;11886;2.6;26.0;58.2;279.7;15.0
OTL;196706;-;0;54;973.8;16884;8.1;28.7;56.2;69.2;18.5
OTL;196707;-;0;46;974.1;16842;13.4;31.2;62.2;141.7;22.2
OTL;196708;-;0;56;972.4;14706;11.9;29.3;66.7;233.1;20.0
OTL;196709;-;0;61;971.5;10524;10.0;25.2;69.8;333.9;16.2
OTL;196710;-;0;46;974.6;12210;3.4;22.3;67.5;205.8;13.0
OTL;196711;-;0;68;973.8;5292;1.2;15.4;73.6;216.1;7.4
OTL;196712;-;0;40;969.6;9228;-4.6;21.3;53.1;8.7;3.6
OTL;196801;-;0;43;970.2;9222;-5.3;15.2;60.5;13.1;2.8
OTL;196802;-;0;71;968.9;6630;-1.2;13.1;80.9;205.9;3.9
OTL;196803;-;0;39;972.1;14934;-0.5;21.7;60.9;42.7;8.6
OTL;196804;-;0;61;971.8;10980;3.3;26.1;70.5;285.2;12.2
OTL;196805;-;0;73;970.7;10302;5.6;24.8;74.6;308.4;14.1
OTL;196806;-;0;61;972.3;13806;10.0;30.3;72.8;154.3;18.1
OTL;196807;-;0;50;973.2;16356;10.9;29.7;70.2;130.0;20.5
OTL;196808;-;0;63;969.6;11616;10.9;26.8;77.3;213.0;18.1
OTL;196809;-;0;57;971.3;11850;9.3;24.6;76.4;340.7;15.9
OTL;196810;-;0;50;976.2;12060;5.5;22.2;79.8;107.9;13.1
OTL;196811;-;0;60;969.6;6732;-0.7;17.5;81.9;397.4;7.2
OTL;196812;-;0;59;967.7;6372;-6.4;10.9;72.4;30.6;2.7
OTL;196901;-;14;44;971.2;8556;-3.7;14.7;71.7;90.6;2.6
OTL;196902;-;8;66;964.3;6474;-5.7;12.0;68.5;85.0;1.7
OTL;196903;-;0;68;966.9;8052;0.1;19.9;72.0;57.4;6.7
OTL;196904;-;0;61;971.0;11730;1.8;23.3;61.4;45.5;10.7
OTL;196905;-;0;64;970.1;12012;7.8;27.3;71.2;362.3;15.9
OTL;196906;-;0;60;968.4;14016;6.2;26.3;64.8;232.3;17.6
OTL;196907;-;0;44;975.4;17964;10.9;31.9;65.9;218.4;21.7
OTL;196908;-;0;57;970.7;14544;9.2;30.0;66.4;118.6;20.0
OTL;196909;-;0;53;973.6;11988;10.4;25.7;78.5;145.9;17.0
OTL;196910;-;0;34;977.8;14220;6.8;20.8;69.7;0.0;13.5
OTL;196911;-;0;60;969.0;6198;-1.3;16.9;73.3;203.8;6.9
OTL;196912;-;0;43;966.0;7494;-4.4;13.5;60.0;14.4;2.2
OTL;197001;-;11;68;967.4;5232;-3.6;11.7;73.2;176.3;2.4
OTL;197002;-;0;55;965.4;7980;-2.8;14.4;55.5;36.6;3.5
OTL;197003;-;0;62;966.1;10512;-3.2;18.0;58.3;103.8;6.0
OTL;197004;-;0;52;968.8;12486;-0.9;23.3;47.9;139.2;9.9
OTL;197005;-;0;56;970.9;14622;5.4;25.2;56.1;100.4;14.4
OTL;197006;-;0;60;972.8;13878;8.9;29.7;64.4;215.2;19.3
OTL;197007;-;0;40;971.3;18492;11.3;29.6;58.0;76.2;20.9
OTL;197008;-;0;53;971.1;13578;10.9;30.9;66.7;259.7;20.4
OTL;197009;-;0;56;974.9;11964;10.1;30.8;69.0;212.5;18.2
OTL;197010;-;0;47;975.3;11046;3.9;22.3;66.1;114.4;11.6
OTL;197011;-;0;49;972.5;7818;0.6;17.6;64.7;203.6;7.6
OTL;197012;-;6;34;974.7;8664;-6.6;13.2;61.7;88.7;2.8
OTL;197101;-;18;55;970.7;6834;-6.8;9.8;75.2;95.9;1.8
OTL;197102;-;0;29;970.8;11910;-2.5;16.4;51.1;58.7;5.4
OTL;197103;-;0;51;966.5;12138;-8.8;16.4;52.1;144.2;4.9
OTL;197104;-;0;64;967.7;10836;3.9;22.5;64.9;137.1;12.5
OTL;197105;-;0;78;968.9;8424;8.0;25.7;74.4;220.2;14.8
OTL;197106;-;0;65;968.6;12282;7.6;28.1;67.8;316.8;17.1
OTL;197107;-;0;38;973.1;18474;11.8;29.9;66.5;184.6;21.9
OTL;197108;-;0;50;972.1;15366;13.5;29.7;71.1;213.9;21.4
OTL;197109;-;0;45;975.9;14700;6.1;26.5;67.7;52.1;16.6
OTL;197110;-;0;39;980.7;13374;3.4;25.2;66.4;20.0;12.6
OTL;197111;-;0;58;968.6;7260;-2.7;18.3;67.8;199.8;6.8
OTL;197112;-;0;35;979.2;9312;-1.5;17.1;65.6;39.3;5.5
OTL;197201;-;2;80;970.5;2994;-2.0;8.6;81.7;90.9;2.6
OTL;197202;-;0;85;970.1;2514;0.2;13.6;79.1;213.6;5.1
OTL;197203;-;1;60;970.7;9732;-0.2;23.2;67.7;190.1;8.4
OTL;197204;-;0;71;964.7;10338;2.7;22.7;61.1;177.6;11.3
OTL;197205;-;0;73;969.1;10566;5.0;25.3;64.6;132.3;14.3
OTL;197206;-;0;69;970.5;11082;9.6;26.6;72.0;231.9;17.4
OTL;197207;-;0;59;971.2;14484;12.6;30.7;63.9;97.4;20.8
OTL;197208;-;0;55;972.3;14700;10.5;30.2;66.9;146.5;19.7
OTL;197209;-;0;63;973.2;9162;5.0;23.7;76.5;200.5;13.3
OTL;197210;-;0;56;974.2;9156;3.7;19.7;71.7;95.6;11.3
OTL;197211;-;0;49;975.0;8472;-1.4;19.8;65.7;38.9;7.2
OTL;197212;-;0;51;981.9;6420;-2.5;14.2;72.7;111.3;3.4
OTL;197301;-;2;53;976.4;6420;-2.5;15.3;77.1;66.8;3.2
OTL;197302;-;0;49;967.9;10596;-2.4;17.2;48.6;9.1;5.0
OTL;197303;-;0;48;974.3;11610;-2.2;19.4;47.3;2.8;8.1
OTL;197304;-;0;58;967.5;13740;1.4;19.7;47.8;106.0;9.6
OTL;197305;-;0;66;973.5;11538;6.2;26.0;67.5;183.7;15.5
OTL;197306;-;0;63;972.3;13272;10.5;30.1;68.1;224.1;19.4
OTL;197307;-;0;55;969.0;14748;13.0;30.3;68.7;350.4;20.3
OTL;197308;-;0;60;974.4;12702;14.2;29.8;71.7;104.7;21.7
OTL;197309;-;0;50;971.9;12240;9.3;28.8;69.1;77.8;18.5
OTL;197310;-;0;43;973.7;11928;2.4;21.9;71.2;142.7;11.7
OTL;197311;-;0;39;975.3;9666;-2.4;20.2;65.3;22.8;7.3
OTL;197312;-;0;44;972.2;8124;-7.7;17.6;66.0;152.3;2.9
OTL;197401;-;0;59;977.2;6510;0.2;21.9;75.3;78.0;5.2
OTL;197402;-;0;71;967.6;5010;0.0;14.5;77.8;242.8;4.8
OTL;197403;-;0;79;971.2;6024;-0.9;20.8;71.4;120.5;8.1
OTL;197404;-;0;60;966.5;11412;3.2;20.7;61.5;109.6;11.0
OTL;197405;-;0;58;967.9;14406;5.8;28.8;58.7;107.2;15.3
OTL;197406;-;0;58;969.0;13746;8.7;27.7;61.0;171.6;18.0
OTL;197407;-;0;46;971.6;17034;13.0;29.8;58.8;200.7;21.5
OTL;197408;-;0;48;972.2;14910;13.0;32.0;63.7;138.0;21.6
OTL;197409;-;0;58;971.0;11268;5.6;26.8;70.8;146.3;16.5
OTL;197410;-;0;54;966.3;11748;1.5;17.4;59.7;90.5;8.4
OTL;197411;-;0;63;972.9;7044;0.3;14.0;72.8;183.5;6.6
OTL;197412;-;0;36;976.8;9984;0.6;20.3;53.1;1.9;7.3
OTL;197501;-;0;56;977.3;6876;-0.4;17.3;71.0;168.1;4.9
OTL;197502;-;0;39;978.2;9876;-0.8;15.7;60.7;51.1;5.1
OTL;197503;-;3;78;963.9;7140;-0.3;15.3;70.7;232.4;6.1
OTL;197504;-;0;54;968.9;14922;0.5;23.4;57.0;251.5;11.9
OTL;197505;-;0;70;969.6;11016;5.5;28.1;69.0;286.1;14.6
OTL;197506;-;0;56;970.4;15948;9.1;28.5;63.0;150.9;17.9
OTL;197507;-;0;45;971.4;18150;12.4;30.0;59.2;107.1;21.6
OTL;197508;-;0;60;972.3;13134;11.2;29.8;65.8;87.1;20.8
OTL;197509;-;0;64;975.0;8496;10.6;27.4;80.3;295.1;17.7
OTL;197510;-;0;44;975.1;12216;2.7;23.2;72.1;133.4;11.5
OTL;197511;-;0;60;972.4;6036;-1.6;16.3;77.5;253.5;6.1
OTL;197512;-;0;43;976.7;8352;-1.2;14.2;70.3;37.3;4.6
OTL;197601;-;0;24;971.5;11436;-4.9;20.3;50.1;17.6;5.4
OTL;197602;-;1;64;975.3;7302;-1.2;18.0;70.9;33.9;5.7
OTL;197603;-;0;49;972.0;12360;-2.1;22.2;57.7;16.5;7.2
OTL;197604;-;0;55;968.3;13302;3.6;22.2;56.4;139.4;11.6
OTL;197605;-;0;45;970.8;18180;3.9;28.6;53.8;46.9;17.2
OTL;197606;-;0;45;973.5;18924;9.6;31.8;53.3;20.3;21.6
OTL;197607;-;0;56;970.2;16392;13.8;31.7;57.0;101.8;22.5
OTL;197608;-;0;59;973.2;14832;12.2;28.9;66.1;151.6;19.2
OTL;197609;-;0;68;971.9;9336;6.7;24.4;71.1;539.0;14.9
OTL;197610;-;0;74;967.2;6912;5.8;22.2;82.8;600.4;11.6
OTL;197611;-;0;59;972.2;6684;1.2;18.0;68.8;284.6;7.0
OTL;197612;-;0;50;966.8;7242;-4.1;11.3;67.2;49.6;3.2
OTL;197701;-;27;64;970.5;5250;-4.5;9.9;76.9;242.1;2.1
OTL;197702;-;7;58;968.3;8358;-2.0;14.3;70.1;125.2;4.8
OTL;197703;-;0;73;975.0;8568;0.2;24.2;66.2;224.9;9.1
OTL;197704;-;0;64;968.8;13560;1.8;22.7;53.8;228.2;11.2
OTL;197705;-;0;78;970.3;10038;5.8;24.7;72.5;266.3;13.7
OTL;197706;-;0;69;970.1;11370;11.4;27.0;70.3;134.6;17.5
OTL;197707;-;0;55;969.4;15096;11.9;28.3;70.2;384.3;19.9
OTL;197708;-;0;64;969.5;11832;11.0;26.8;75.6;688.0;18.1
OTL;197709;-;0;51;975.8;13572;6.0;25.8;73.8;28.5;15.9
OTL;197710;-;0;59;976.7;8796;6.7;21.9;77.8;299.7;13.3
OTL;197711;-;2;49;969.3;9342;-1.4;20.7;61.7;40.4;7.6
OTL;197712;-;0;41;976.3;8514;-1.6;16.4;68.0;84.8;4.1
OTL;197801;-;15;61;969.3;6282;-1.9;13.7;74.9;211.1;2.9
OTL;197802;-;38;73;964.6;5340;-3.8;10.0;77.1;184.2;2.2
OTL;197803;-;0;65;969.6;9696;1.3;18.6;65.4;110.5;7.8
OTL;197804;-;0;75;964.5;8598;2.2;18.7;67.8;189.8;9.4
OTL;197805;-;0;73;968.7;9990;6.4;23.9;71.2;240.2;13.2
OTL;197806;-;0;61;970.0;13212;6.4;27.4;69.3;188.1;17.3
OTL;197807;-;0;51;971.8;13566;10.3;28.6;71.3;213.4;19.4
OTL;197808;-;0;54;972.4;14112;10.5;27.2;77.0;233.8;19.0
OTL;197809;-;0;40;972.3;15642;8.8;27.6;69.1;5.5;17.3
OTL;197810;-;0;40;975.7;12108;4.0;22.2;77.2;144.8;12.3
OTL;197811;-;0;25;980.6;10674;0.4;13.7;68.5;6.8;7.0
OTL;197812;-;0;65;967.1;5772;-2.9;12.5;83.5;101.6;3.3
OTL;197901;-;1;56;968.6;6828;-6.9;11.3;70.3;84.1;1.2
OTL;197902;-;0;66;965.8;5790;-2.1;16.7;79.9;81.7;4.5
OTL;197903;-;0;73;966.9;7020;-0.4;16.2;75.1;360.1;6.8
OTL;197904;-;0;68;966.9;10548;1.4;20.1;62.6;117.7;9.6
OTL;197905;-;0;58;973.2;12120;2.9;26.5;65.0;179.3;15.3
OTL;197906;-;0;58;972.1;11220;9.4;27.5;76.0;119.9;18.8
OTL;197907;-;0;45;973.3;14760;9.9;29.1;70.7;220.0;20.4
OTL;197908;-;0;51;970.0;13788;10.4;28.3;75.6;123.7;18.7
OTL;197909;-;0;50;974.6;12426;7.9;25.7;69.5;74.0;16.8
OTL;197910;-;0;73;971.6;5628;2.4;20.8;79.8;416.0;11.7
OTL;197911;-;0;50;970.6;7908;-0.1;20.1;63.8;111.0;6.6
OTL;197912;-;3;55;971.2;6924;-2.0;16.7;68.7;120.4;4.9
OTL;198001;-;0;58;971.5;7416;-5.3;12.1;68.6;65.9;1.8
OTL;198002;-;0;44;976.1;10512;0.1;15.4;59.6;0.4;5.6
OTL;198003;-;0;64;966.1;7662;0.1;16.9;68.8;168.7;6.6
OTL;198004;-;0;53;969.6;14262;1.9;21.9;46.8;2.3;10.3
OTL;198005;-;0;74;967.3;7704;5.2;21.5;71.3;181.2;12.4
OTL;198006;-;0;58;969.0;12234;8.5;27.7;64.2;260.2;16.7
OTL;198007;-;0;55;969.4;11574;10.5;31.5;64.9;230.6;18.6
OTL;198008;-;0;45;971.7;12564;13.4;31.0;68.6;237.3;21.3
OTL;198009;-;0;50;975.8;12582;11.2;26.1;72.2;53.1;18.1
OTL;198010;-;0;55;968.4;8700;4.4;22.9;70.2;235.8;11.5
OTL;198011;-;0;70;971.0;5028;0.5;17.9;71.4;34.1;6.2
OTL;198012;-;0;41;973.3;8352;-4.1;13.2;51.0;3.9;3.6
OTL;198101;69;0;33;974.0;9865;-6.0;16.2;50.0;8.3;2.8
OTL;198102;99;0;44;973.5;8826;-3.4;13.3;59.5;2.4;3.8
OTL;198103;118;0;66;968.8;8701;-1.2;20.7;65.4;262.7;8.8
OTL;198104;174;0;61;970.9;10757;2.0;23.9;64.3;104.7;12.2
OTL;198105;186;0;71;969.0;9157;5.5;25.0;69.4;334.7;13.8
OTL;198106;244;0;54;971.9;12971;11.8;31.3;63.1;81.3;19.4
OTL;198107;230;0;54;972.2;12314;9.8;28.1;64.7;340.7;19.4
OTL;198108;234;0;43;973.3;16121;12.3;29.4;64.7;34.2;20.9
OTL;198109;119;0;73;972.6;7102;9.4;24.0;76.6;690.6;16.7
OTL;198110;89;0;65;970.5;7808;0.5;23.2;71.9;174.2;11.3
OTL;198111;85;0;26;978.0;11328;-1.5;19.4;55.8;0.6;7.0
OTL;198112;46;11;61;960.4;6335;-3.2;13.1;64.8;168.7;2.7
OTL;198201;60;8;58;974.4;7267;-2.8;19.9;71.1;5.8;3.3
OTL;198202;87;0;50;976.3;8230;-4.3;12.5;67.3;22.7;3.3
OTL;198203;139;0;56;973.1;10610;-0.1;18.6;56.1;82.3;6.5
OTL;198204;212;0;50;969.7;14078;3.5;22.6;52.4;7.3;11.7
OTL;198205;228;0;53;975.0;12578;3.0;27.8;61.1;184.9;15.5
OTL;198206;239;0;56;971.0;13393;12.0;29.3;62.2;229.6;19.7
OTL;198207;249;0;50;972.4;14060;11.9;33.8;65.9;169.6;21.9
OTL;198208;189;0;55;972.0;11965;10.4;27.9;72.2;311.0;19.1
OTL;198209;153;0;48;975.3;11408;10.5;26.3;76.9;340.7;17.9
OTL;198210;96;0;56;970.9;9131;4.6;20.4;79.6;205.8;10.5
OTL;198211;53;0;69;974.9;5085;1.4;15.9;75.6;235.2;7.4
OTL;198212;47;0;48;971.2;6729;-0.9;14.8;64.8;79.9;4.7
OTL;198301;67;0;40;980.9;8900;-0.7;20.4;55.1;10.3;5.7
OTL;198302;92;5;54;972.7;7301;-3.0;9.8;67.4;36.0;1.8
OTL;198303;138;0;54;972.2;10669;0.4;19.2;60.6;125.3;8.3
OTL;198304;125;0;79;968.9;6276;0.6;19.7;72.0;307.7;9.7
OTL;198305;144;0;79;967.7;6376;6.2;22.2;73.8;514.6;12.5
OTL;198306;249;0;59;974.2;13061;8.3;28.4;62.1;108.4;19.0
OTL;198307;267;0;34;973.2;16774;14.4;37.3;60.6;64.7;23.8
OTL;198308;210;0;60;972.7;12103;13.6;32.6;62.5;74.5;20.9
OTL;198309;156;0;45;973.9;12922;7.7;30.9;67.7;444.0;17.2
OTL;198310;113;0;40;977.7;12898;4.1;22.7;71.1;46.2;12.8
OTL;198311;62;0;43;974.1;8323;-0.5;16.0;69.9;50.5;6.7
OTL;198312;46;8;38;974.2;8102;-2.9;16.3;66.2;156.0;3.6
OTL;198401;58;3;51;971.3;7475;-3.7;11.0;58.2;26.8;3.0
OTL;198402;72;1;63;973.1;5943;-3.2;14.8;67.3;82.1;3.0
OTL;198403;140;0;49;968.5;10035;-1.4;15.3;55.1;160.7;6.5
OTL;198404;206;0;48;970.2;14305;0.4;26.9;53.2;142.9;10.8
OTL;198405;144;0;83;964.8;5479;3.3;21.5;78.2;417.7;10.6
OTL;198406;257;0;54;971.5;14152;6.7;30.1;61.3;172.1;18.2
OTL;198407;283;0;28;973.4;18854;12.5;32.2;51.9;3.6;22.2
OTL;198408;194;0;58;972.6;11531;12.6;31.6;68.6;266.2;19.4
OTL;198409;146;0;59;968.2;10493;5.9;26.5;69.3;429.9;14.7
OTL;198410;88;0;56;975.6;9069;4.1;21.3;75.3;207.9;11.7
OTL;198411;50;0;63;971.0;5747;0.4;17.1;73.1;134.8;7.7
OTL;198412;46;1;50;977.4;8004;-2.0;20.3;67.9;87.2;5.1
OTL;198501;54;25;59;966.3;6258;-10.1;10.1;65.5;153.4;-0.6
OTL;198502;79;5;63;973.5;6225;-3.2;18.7;66.4;8.5;3.6
OTL;198503;124;0;70;969.1;9075;0.0;14.7;63.3;233.7;5.6
OTL;198504;205;0;50;968.1;13355;3.5;21.8;50.7;131.4;11.8
OTL;198505;199;0;68;967.7;10513;4.4;26.4;66.3;287.1;14.1
OTL;198506;241;0;58;970.2;13387;9.4;27.0;58.3;135.8;17.6
OTL;198507;246;0;40;973.0;15016;13.8;30.7;63.7;178.8;22.2
OTL;198508;220;0;41;972.1;15689;10.1;29.7;59.3;364.0;20.3
OTL;198509;180;0;33;976.1;15699;10.2;28.5;66.1;79.7;18.5
OTL;198510;111;0;43;978.9;10100;4.1;25.3;70.8;12.4;13.4
OTL;198511;58;0;56;968.9;6658;-1.3;16.9;70.4;86.3;4.9
OTL;198512;43;0;54;974.7;5915;-0.6;19.9;68.7;58.0;5.7
OTL;198601;59;5;56;967.9;7454;-4.1;14.8;62.2;158.0;2.8
OTL;198602;85;33;69;964.9;6006;-7.0;11.6;68.6;56.3;1.0
OTL;198603;134;2;61;972.0;9111;-1.7;19.4;63.0;38.5;7.1
OTL;198604;92;1;84;965.9;4724;-1.0;25.3;77.4;687.6;8.5
OTL;198605;180;0;71;973.8;10043;8.2;29.6;65.1;237.4;17.3
OTL;198606;248;0;51;970.9;14552;7.0;31.6;60.4;79.5;19.8
OTL;198607;245;0;49;972.7;15118;12.9;31.0;61.4;99.9;21.3
OTL;198608;204;0;53;971.6;14175;9.4;30.6;69.0;303.9;20.1
OTL;198609;143;0;59;975.8;9916;10.4;25.8;76.6;31.7;17.1
OTL;198610;119;0;36;975.9;12577;3.9;24.6;67.7;7.0;13.8
OTL;198611;63;0;53;979.0;7633;2.6;18.1;67.4;57.4;8.4
OTL;198612;55;0;46;975.7;8615;-3.2;15.2;55.4;6.1;4.5
OTL;198701;63;8;39;969.8;8983;-7.6;14.2;59.7;45.2;1.8
OTL;198702;67;4;66;969.3;5184;-4.2;15.4;72.6;165.5;3.7
OTL;198703;141;0;50;970.9;10337;-3.3;17.4;53.4;49.8;5.0
OTL;198704;194;0;46;972.9;13953;1.4;24.0;53.4;171.0;12.3
OTL;198705;220;0;58;968.6;13743;4.3;25.7;55.6;120.0;14.0
OTL;198706;205;0;63;971.7;11338;7.9;28.7;68.4;523.3;16.9
OTL;198707;218;0;58;971.5;11473;12.5;29.6;70.8;452.2;20.8
OTL;198708;208;0;48;971.7;14542;11.4;30.0;68.6;199.8;20.4
OTL;198709;167;0;54;974.5;12786;9.6;27.2;73.2;77.3;19.0
OTL;198710;61;0;81;974.8;4394;5.9;19.3;85.7;349.2;11.7
OTL;198711;62;0;53;971.2;7137;1.4;19.9;70.7;96.9;7.7
OTL;198712;43;0;56;976.2;6094;-1.8;16.5;75.0;27.3;4.8
OTL;198801;43;0;68;972.0;5074;-0.6;11.1;75.2;175.4;4.0
OTL;198802;94;0;43;969.9;10217;-0.6;16.8;51.2;69.8;4.9
OTL;198803;142;0;56;967.1;11570;-0.6;18.6;44.6;92.9;8.0
OTL;198804;163;0;70;970.1;8941;5.8;23.4;65.8;83.8;12.2
OTL;198805;158;0;79;970.1;6391;8.2;25.8;79.6;337.9;14.7
OTL;198806;225;0;64;969.4;10976;8.8;27.0;69.7;187.2;17.6
OTL;198807;233;0;44;971.8;14845;12.4;30.0;67.6;256.2;21.4
OTL;198808;207;0;45;971.3;15135;12.8;29.8;68.3;366.0;20.7
OTL;198809;160;0;53;974.1;12441;9.0;30.3;68.0;142.4;17.2
OTL;198810;80;0;65;975.4;7489;6.9;21.3;81.7;340.4;13.2
OTL;198811;70;0;38;976.5;8897;-3.5;18.0;67.6;12.0;5.2
OTL;198812;55;0;31;976.0;9510;-1.5;19.0;57.5;63.1;5.8
OTL;198901;72;0;19;986.1;11620;-2.2;13.6;57.7;0.0;4.4
OTL;198902;85;0;39;976.2;9207;0.3;16.4;60.2;140.1;6.3
OTL;198903;150;0;43;972.6;14065;1.4;22.7;53.5;41.9;10.8
OTL;198904;117;0;80;965.3;6219;3.7;19.7;75.0;574.1;9.2
OTL;198905;226;0;53;974.3;13701;8.3;27.5;63.5;113.0;16.0
OTL;198906;262;0;49;971.1;14903;8.0;28.5;61.0;73.9;18.3
OTL;198907;238;0;53;973.9;13673;13.1;32.7;65.4;138.3;21.5
OTL;198908;231;0;43;970.9;16590;12.3;31.1;62.2;94.2;21.3
OTL;198909;151;0;58;973.8;10434;10.5;26.0;68.3;29.6;17.3
OTL;198910;128;0;29;976.6;13729;6.5;27.8;61.5;10.6;13.2
OTL;198911;56;0;50;973.3;6911;-1.1;14.4;68.5;122.4;6.9
OTL;198912;49;0;43;974.3;7683;-2.0;13.7;68.3;140.0;4.0
OTL;199001;61;0;33;980.3;9682;-3.1;11.9;57.6;67.0;3.5
OTL;199002;86;0;46;975.0;8529;0.5;20.1;60.7;39.6;7.6
OTL;199003;149;0;43;980.6;12620;0.8;25.3;43.4;12.6;11.6
OTL;199004;175;0;64;968.5;10568;3.9;24.4;63.1;114.6;10.9
OTL;199005;231;0;58;974.1;12918;10.9;27.3;63.7;83.1;17.2
OTL;199006;224;0;60;970.6;11300;10.7;28.0;70.3;392.3;18.2
OTL;199007;261;0;39;973.0;16892;12.3;31.0;61.1;17.9;22.0
OTL;199008;217;0;44;975.0;15057;14.3;32.2;61.6;138.3;21.9
OTL;199009;169;0;53;972.5;13251;11.1;27.8;62.1;12.0;17.7
OTL;199010;78;0;71;972.2;6392;5.9;23.9;80.3;307.3;13.0
OTL;199011;67;0;48;969.6;8405;0.2;19.1;68.8;156.8;6.9
OTL;199012;53;12;43;973.0;7587;-3.6;11.0;63.9;132.8;2.1
OTL;199101;59;0;48;980.5;7710;-2.7;11.1;68.0;64.3;3.1
OTL;199102;106;1;38;972.7;11004;-8.7;18.0;60.3;35.5;2.8
OTL;199103;105;0;69;970.7;7405;1.9;20.0;69.7;368.1;9.7
OTL;199104;178;0;60;970.1;11110;1.1;22.1;54.4;37.5;11.0
OTL;199105;245;0;54;970.6;14918;2.8;28.1;51.0;73.8;14.3
OTL;199106;225;0;63;970.7;12352;8.9;29.9;62.5;183.8;18.4
OTL;199107;262;0;35;971.6;18319;13.6;31.8;57.8;86.4;23.5
OTL;199108;240;0;38;973.9;17755;13.6;31.9;57.7;35.8;23.8
OTL;199109;142;0;61;973.4;10204;8.8;30.0;67.7;561.4;19.5
OTL;199110;86;0;59;973.5;8166;2.5;24.7;75.5;180.2;11.2
OTL;199111;59;0;53;972.0;7200;1.1;14.8;68.0;94.4;6.5
OTL;199112;57;0;23;980.9;9793;-3.7;15.8;55.6;61.2;4.0
OTL;199201;55;1;43;983.2;7492;-3.0;14.0;71.2;60.0;3.2
OTL;199202;105;0;33;979.7;10759;-3.2;17.8;52.7;20.5;6.3
OTL;199203;140;0;48;971.4;11194;0.8;21.4;55.0;173.0;9.0
OTL;199204;165;0;63;968.2;9490;2.5;24.4;61.1;114.0;11.6
OTL;199205;203;0;63;974.0;11393;9.4;27.8;63.6;104.9;17.1
OTL;199206;190;0;74;969.8;8054;10.2;26.6;75.3;259.5;17.1
OTL;199207;222;0;48;973.2;12911;13.5;33.2;67.8;123.9;21.5
OTL;199208;209;0;44;973.0;15034;11.5;31.9;65.5;216.5;23.2
OTL;199209;146;0;48;976.2;10649;9.4;24.5;71.4;256.8;16.9
OTL;199210;69;0;75;965.9;5177;1.9;19.2;75.6;181.8;10.7
OTL;199211;67;0;46;974.6;8267;3.0;17.6;65.5;24.2;8.9
OTL;199212;43;0;56;975.6;5296;-2.6;12.5;72.8;105.9;4.1
OTL;199301;60;0;46;982.5;7709;-4.3;17.5;65.0;0.9;4.7
OTL;199302;107;0;29;980.3;11336;-5.1;13.7;50.3;35.8;5.2
OTL;199303;151;0;41;974.5;12585;0.3;24.4;50.3;31.3;8.7
OTL;199304;164;0;68;969.1;9630;5.1;22.6;63.0;124.2;12.1
OTL;199305;188;0;68;970.9;9895;7.7;26.9;70.4;154.6;16.1
OTL;199306;233;0;54;972.0;13245;11.1;28.9;63.9;255.9;19.8
OTL;199307;246;0;46;973.1;15807;11.1;28.5;60.8;213.6;20.4
OTL;199308;211;0;46;973.5;15620;11.9;30.3;62.5;126.5;21.7
OTL;199309;113;0;73;970.2;7458;7.7;23.9;73.8;385.1;15.9
OTL;199310;60;0;69;971.6;5625;5.0;18.8;83.2;686.9;11.2
OTL;199311;53;0;64;974.5;5225;-1.7;14.0;72.2;76.9;6.4
OTL;199312;53;1;50;970.2;8003;-1.1;11.5;63.0;42.3;4.8
OTL;199401;58;1;53;971.9;7639;-1.7;15.5;67.5;263.2;4.5
OTL;199402;77;0;63;972.2;5866;-4.4;14.3;67.7;138.4;3.6
OTL;199403;157;0;45;975.1;14623;2.3;22.0;51.7;18.8;12.0
OTL;199404;168;0;65;966.6;10902;2.6;23.9;56.1;93.2;11.2
OTL;199405;155;0;71;969.9;8818;7.9;27.5;73.6;303.5;15.2
OTL;199406;233;0;53;973.7;14699;9.6;31.2;60.5;77.0;19.9
OTL;199407;240;0;43;973.1;16804;16.1;32.2;63.4;72.6;23.7
OTL;199408;211;0;41;971.5;16360;15.2;34.0;62.3;273.2;22.5
OTL;199409;120;0;71;971.9;8079;7.2;26.1;79.1;320.4;16.3
OTL;199410;104;0;49;973.9;10346;4.1;22.6;74.8;99.5;11.7
OTL;199411;50;0;68;976.1;5155;4.3;17.2;78.4;179.4;9.7
OTL;199412;50;0;49;977.3;7491;-1.0;19.4;68.4;25.6;5.5
OTL;199501;66;1;44;973.9;8993;-4.9;14.4;58.2;57.3;2.6
OTL;199502;87;0;56;973.1;8440;0.0;19.8;63.0;57.1;6.6
OTL;199503;161;0;44;970.4;14176;-0.6;21.0;47.2;18.2;7.4
OTL;199504;179;0;58;970.2;12807;3.2;25.2;58.7;235.3;12.6
OTL;199505;212;0;60;970.8;13061;6.6;27.3;62.4;153.3;15.8
OTL;199506;227;0;53;970.5;12430;8.6;29.5;67.6;113.2;17.7
OTL;199507;241;0;44;972.1;16050;12.3;32.5;66.9;125.8;23.0
OTL;199508;216;0;54;971.6;14462;10.1;30.4;66.1;93.4;20.5
