stn;time;gre000m0;hto000m0;nto000m0;prestam0;rre150m0;tre200m0;ure200m0;sre000m0;tre200mn;tre200mx
LUG;195004;-;0;60;976.8;228.4;10.5;56.3;9588;0.6;24.8
LUG;195005;-;0;53;984.4;141.5;16.3;59.6;11856;8.2;27.2
LUG;195006;-;0;41;985.6;166.6;21.2;56.1;16716;12.4;32.8
LUG;195007;-;0;30;982.6;147.9;23.8;48.5;18366;13.6;33.8
LUG;195008;-;0;45;982.3;269.0;21.3;60.4;13998;12.2;31.6
LUG;195009;-;0;56;983.1;218.4;16.9;63.4;10722;7.6;29.0
LUG;195010;-;0;46;985.5;5.6;13.0;63.1;9474;0.2;28.2
LUG;195011;-;0;53;981.0;224.5;6.7;62.9;6636;-0.2;16.4
LUG;195012;-;0;79;975.7;139.6;2.7;70.3;2796;-6.0;13.0
LUG;195101;-;0;64;980.0;144.8;3.8;65.6;5232;-2.8;20.6
LUG;195102;-;0;63;977.2;293.4;4.0;67.7;5982;-1.8;15.0
LUG;195103;-;0;59;977.4;154.6;6.2;56.1;8238;-2.8;18.8
LUG;195104;-;0;53;983.6;140.2;11.6;49.3;11280;2.0;23.8
LUG;195105;-;0;72;979.3;167.9;14.3;64.0;6852;4.6;26.6
LUG;195106;-;0;48;983.0;252.2;19.0;59.4;13512;10.0;29.6
LUG;195107;-;0;40;984.6;82.7;21.6;53.0;16548;12.2;31.0
LUG;195108;-;0;50;982.9;265.8;20.2;62.2;12684;10.2;30.6
LUG;195109;-;0;43;984.6;128.0;18.9;63.5;12000;10.0;28.8
LUG;195110;-;0;75;987.1;206.3;11.2;70.8;5376;2.8;23.8
LUG;195111;-;0;60;979.8;518.3;8.1;67.8;5082;-0.2;18.2
LUG;195112;-;0;35;988.3;33.7;3.7;60.5;7938;-3.4;12.6
LUG;195201;-;2;42;981.1;32.6;1.7;51.6;7788;-6.4;11.8
LUG;195202;-;2;34;980.9;8.2;3.8;53.0;11334;-5.2;17.6
LUG;195203;-;0;48;980.1;55.3;8.0;68.0;10260;-2.4;26.8
LUG;195204;-;0;62;984.3;296.4;12.7;75.0;8364;0.0;25.6
LUG;195205;-;0;52;983.4;277.9;16.3;69.1;12324;8.0;27.8
LUG;195206;-;0;48;985.0;113.9;20.9;71.5;15276;13.2;32.2
LUG;195207;-;0;35;984.3;93.5;23.8;68.5;16866;12.8;35.0
LUG;195208;-;0;41;982.4;216.6;20.9;74.2;14154;10.4;32.2
LUG;195209;-;0;47;981.5;140.9;15.0;74.2;10872;5.4;28.2
LUG;195210;-;0;48;982.7;139.4;11.1;77.8;9030;2.2;20.8
LUG;195211;-;0;51;980.0;83.4;6.0;67.6;7350;-3.4;18.6
LUG;195212;-;0;59;980.2;41.4;2.9;74.8;5010;-4.2;13.8
LUG;195301;-;0;35;982.7;6.6;1.5;70.2;8844;-6.4;12.8
LUG;195302;-;0;28;982.0;9.8;3.5;63.1;10590;-6.2;18.4
LUG;195303;-;0;13;993.5;0.0;8.7;56.7;15816;-2.4;21.4
LUG;195304;-;0;63;981.1;124.4;12.7;69.3;8826;4.2;24.0
LUG;195305;-;0;33;981.7;25.8;18.1;58.1;16914;4.2;32.6
LUG;195306;-;0;66;979.6;369.1;17.0;74.2;7830;5.4;30.2
LUG;195307;-;0;50;983.4;150.5;21.3;71.4;14454;13.2;31.4
LUG;195308;-;0;32;985.6;112.4;21.1;69.7;16308;11.6;34.2
LUG;195309;-;0;56;985.3;218.8;18.1;77.5;8436;8.6;30.2
LUG;195310;-;0;64;986.6;411.6;13.4;83.6;6042;2.6;24.8
LUG;195311;-;0;37;992.8;13.4;6.8;75.9;8694;-1.4;17.8
LUG;195312;-;0;65;990.7;23.4;6.2;78.4;4140;-2.2;14.0
LUG;195401;-;2;55;981.2;19.9;1.5;68.9;6180;-7.6;14.4
LUG;195402;-;0;69;978.9;60.7;1.7;76.9;4176;-6.8;14.4
LUG;195403;-;0;64;979.3;118.1;7.7;73.3;7818;-1.4;21.0
LUG;195404;-;0;58;982.3;164.2;11.1;64.9;9348;0.8;26.4
LUG;195405;-;0;56;980.1;324.3;14.9;68.0;11184;5.6;28.8
LUG;195406;-;0;60;982.2;250.0;19.4;70.8;11334;8.0;32.2
LUG;195407;-;0;49;980.9;123.3;20.3;62.0;14244;9.8;32.2
LUG;195408;-;0;48;981.6;165.4;19.4;69.2;13008;8.6;32.4
LUG;195409;-;0;36;985.4;171.8;17.9;69.8;12642;6.8;30.2
LUG;195410;-;0;36;986.6;54.2;12.3;75.4;11886;3.4;24.6
LUG;195411;-;0;45;984.6;148.2;7.4;76.3;8148;-2.4;22.8
LUG;195412;-;0;40;982.7;193.2;4.8;75.2;7691;-2.4;18.4
LUG;195501;-;1;67;980.7;62.9;3.7;80.5;5574;-2.8;14.8
LUG;195502;-;2;65;972.8;114.8;3.8;71.4;5622;-4.6;16.2
LUG;195503;-;0;61;980.6;63.4;6.2;72.5;8298;-4.0;19.8
LUG;195504;-;0;24;985.1;0.0;13.1;55.9;17274;1.4;28.4
LUG;195505;-;0;45;984.2;104.1;15.8;63.2;13668;6.4;29.6
LUG;195506;-;0;49;983.6;221.9;19.4;70.1;12684;8.2;31.2
LUG;195507;-;0;45;981.7;282.7;21.3;67.1;14772;12.6;33.2
LUG;195508;-;0;43;984.2;91.8;20.1;69.4;15264;11.0;30.6
LUG;195509;-;0;42;984.3;108.7;17.7;73.1;12492;6.6;29.6
LUG;195510;-;0;45;982.8;146.1;12.3;74.5;9738;2.4;25.4
LUG;195511;-;0;45;986.5;69.0;6.6;75.3;6612;-3.8;17.2
LUG;195512;-;0;52;982.2;33.0;4.3;80.2;5640;-2.0;14.8
LUG;195601;-;1;55;983.5;61.4;2.8;78.8;6108;-4.4;12.4
LUG;195602;-;0;48;978.7;10.0;-1.3;70.6;7901;-10.8;19.8
LUG;195603;-;0;49;983.7;244.3;6.4;70.0;9936;-5.2;25.4
LUG;195604;-;0;59;978.3;315.1;9.5;71.2;9186;-0.4;22.2
LUG;195605;-;0;39;986.4;75.6;16.9;62.3;15318;6.2;28.4
LUG;195606;-;0;48;983.5;111.0;18.5;61.2;13860;8.8;29.4
LUG;195607;-;0;44;982.9;318.6;21.0;68.2;14748;10.4;32.2
LUG;195608;-;0;53;981.1;217.8;20.5;67.2;13074;9.6;31.6
LUG;195609;-;0;46;986.6;96.2;17.7;73.8;11070;9.6;32.2
LUG;195610;-;0;37;987.4;128.9;11.4;71.5;12420;0.2;26.0
LUG;195611;-;0;60;983.9;39.1;6.7;70.4;5466;-0.8;18.4
LUG;195612;-;0;39;989.8;16.7;3.5;68.4;7440;-6.4;21.4
LUG;195701;-;1;38;989.0;74.3;1.9;73.9;8460;-6.6;17.2
LUG;195702;-;0;59;982.4;119.6;5.3;76.4;6852;-2.8;17.4
LUG;195703;-;0;57;985.7;65.5;9.2;78.2;8904;-2.4;20.2
LUG;195704;-;0;54;982.8;115.6;12.0;70.2;10206;1.2;22.7
LUG;195705;-;0;67;980.7;166.2;13.7;75.2;8856;1.2;27.2
LUG;195706;-;0;56;984.7;424.8;18.4;77.8;10116;10.4;32.2
LUG;195707;-;0;34;982.2;190.4;21.6;68.6;16674;10.8;37.0
LUG;195708;-;0;48;983.0;219.0;20.0;76.1;12786;11.6;31.2
LUG;195709;-;0;40;983.3;32.8;17.3;75.8;12708;7.2;28.8
LUG;195710;-;0;44;986.9;96.2;12.9;81.2;10248;3.7;24.1
LUG;195711;-;0;59;985.2;247.9;8.2;83.8;5760;-0.4;21.8
LUG;195712;-;0;37;983.6;211.8;2.7;80.7;8046;-3.6;13.2
LUG;195801;-;0;39;983.1;11.2;2.5;68.9;8838;-5.2;13.8
LUG;195802;-;0;52;981.8;81.9;5.5;72.0;7404;-3.2;18.2
LUG;195803;-;0;49;976.7;17.6;5.9;61.5;10386;-3.2;23.4
LUG;195804;-;0;56;980.2;228.3;9.6;68.5;9966;1.2;23.4
LUG;195805;-;0;48;985.4;202.0;18.1;69.0;12240;7.2;29.4
LUG;195806;-;0;46;981.6;181.6;19.2;67.2;12882;9.4;30.8
LUG;195807;-;0;45;982.9;163.2;22.0;70.5;15486;11.0;33.8
LUG;195808;-;0;41;982.9;210.0;21.8;71.1;14496;11.2;34.2
LUG;195809;-;0;45;987.0;98.2;19.1;72.8;11328;10.4;29.4
LUG;195810;-;0;40;987.5;170.8;12.8;72.2;10368;2.2;27.2
LUG;195811;-;0;60;985.9;89.2;8.5;81.0;5232;2.8;16.4
LUG;195812;-;0;60;978.2;228.5;3.3;81.2;4698;-4.4;17.2
LUG;195901;-;0;38;982.7;29.0;2.8;60.4;9294;-5.7;13.0
LUG;195902;-;0;28;996.7;12.9;5.4;68.7;11310;-2.4;21.4
LUG;195903;-;0;75;984.5;194.6;9.5;75.9;5976;2.1;21.7
LUG;195904;-;0;47;979.8;204.6;12.0;66.1;12744;2.3;24.7
LUG;195905;-;0;61;981.6;107.4;15.9;67.9;12642;7.6;27.8
LUG;195906;-;0;57;984.3;254.8;20.1;65.2;13800;9.6;31.7
LUG;195907;-;0;44;984.0;176.3;22.9;62.9;16884;13.6;35.1
LUG;195908;-;0;51;984.6;172.7;20.6;67.3;14124;12.3;31.2
LUG;195909;-;0;58;987.7;52.8;17.6;74.1;9396;10.3;27.4
LUG;195910;-;0;54;987.4;271.6;12.0;72.6;8838;4.4;24.0
LUG;195911;-;0;67;984.2;266.5;6.6;82.1;5562;-0.4;16.7
LUG;195912;-;0;63;978.5;234.5;3.8;78.9;4848;-3.0;13.7
LUG;196001;-;0;50;983.6;127.3;2.2;75.7;6588;-8.2;13.1
LUG;196002;-;5;68;982.2;109.0;2.7;79.8;5322;-5.3;18.1
LUG;196003;-;0;71;981.3;119.0;7.8;73.4;5568;0.2;21.0
LUG;196004;-;0;48;982.9;60.3;12.2;65.6;11610;2.0;27.7
LUG;196005;-;0;53;984.9;290.7;16.5;70.5;14112;3.1;31.4
LUG;196006;-;0;62;985.7;212.5;19.5;70.6;12144;11.0;31.4
LUG;196007;-;0;57;982.6;267.5;19.4;69.0;12780;10.7;32.1
LUG;196008;-;0;48;982.3;356.0;19.3;72.4;13872;11.4;31.0
LUG;196009;-;0;62;983.8;439.7;15.4;77.3;9006;7.0;28.0
LUG;196010;-;0;72;979.0;461.9;11.0;79.0;6360;4.1;22.8
LUG;196011;-;0;58;982.2;191.2;7.2;75.6;5376;1.4;18.8
LUG;196012;-;0;65;978.1;150.5;3.7;75.7;4296;-3.4;10.6
LUG;196101;-;19;59;985.4;102.0;0.7;77.3;5766;-6.2;7.2
LUG;196102;-;6;36;991.2;58.9;5.9;65.5;10674;-0.9;16.3
LUG;196103;-;0;21;990.2;2.4;10.3;54.5;16824;0.7;22.7
LUG;196104;-;0;69;979.6;244.2;13.4;72.4;8508;5.6;24.4
LUG;196105;-;0;56;980.7;192.0;15.0;61.0;12486;5.4;27.6
LUG;196106;-;0;52;983.6;211.3;19.3;70.3;13182;9.4;29.9
LUG;196107;-;0;50;983.3;95.2;20.3;63.0;15552;12.0;30.0
LUG;196108;-;0;34;985.8;22.3;21.5;60.3;17934;12.4;31.7
LUG;196109;-;0;41;987.2;23.0;20.6;66.1;13074;11.4;29.9
LUG;196110;-;0;61;984.3;123.4;13.3;72.7;7662;2.8;23.8
LUG;196111;-;0;65;981.4;239.6;7.0;73.3;5526;-1.3;16.0
LUG;196112;-;0;55;982.4;52.1;3.5;69.6;5736;-5.0;17.0
LUG;196201;-;0;54;986.3;62.8;3.8;66.4;7074;-3.6;20.0
LUG;196202;-;0;52;984.9;56.7;4.3;59.3;8754;-5.2;16.8
LUG;196203;-;0;63;976.3;59.1;4.9;58.7;9240;-3.2;16.4
LUG;196204;-;0;55;981.7;192.7;11.1;56.6;12696;0.6;27.0
LUG;196205;-;0;61;981.8;146.1;14.4;62.9;12024;3.4;25.6
LUG;196206;-;0;51;985.5;90.7;18.8;62.1;16530;7.3;32.2
LUG;196207;-;0;50;982.7;30.2;21.2;59.4;16140;9.1;31.3
LUG;196208;-;0;43;984.2;114.8;22.6;66.2;15948;13.7;31.6
LUG;196209;-;0;48;984.4;58.9;17.9;64.9;12636;6.8;32.9
LUG;196210;-;0;52;987.0;39.3;13.3;72.7;9972;3.8;25.3
LUG;196211;-;0;66;980.4;195.3;6.3;70.6;5016;-2.8;15.7
LUG;196212;-;0;48;981.5;48.4;1.8;60.5;7260;-7.0;12.2
LUG;196301;-;0;61;982.0;64.2;-0.1;67.1;6174;-8.6;8.6
LUG;196302;-;0;65;975.8;22.4;1.3;65.3;6330;-8.3;10.8
LUG;196303;-;0;61;982.8;92.2;6.4;63.6;9186;-5.1;17.1
LUG;196304;-;0;76;980.0;205.9;11.4;68.8;8226;2.0;22.6
LUG;196305;-;0;68;981.3;152.0;15.2;64.3;10242;4.4;25.4
LUG;196306;-;0;74;981.8;443.9;17.9;75.7;9594;9.3;31.7
LUG;196307;-;0;55;984.4;178.2;22.1;67.0;16020;13.2;31.2
LUG;196308;-;0;62;980.6;297.4;19.7;68.9;13098;9.3;30.2
LUG;196309;-;0;68;985.0;361.8;17.2;74.7;9360;10.0;26.8
LUG;196310;-;0;53;987.4;124.2;12.4;71.3;10332;3.0;23.4
LUG;196311;-;0;77;981.1;366.3;8.7;75.5;4122;1.4;15.4
LUG;196312;-;0;64;984.3;45.1;2.5;71.8;5484;-5.0;11.1
LUG;196401;-;0;34;995.4;26.6;1.2;67.4;9612;-4.8;10.9
LUG;196402;-;0;54;983.5;64.3;5.0;63.3;7734;-3.7;18.8
LUG;196403;-;0;82;978.4;155.7;6.4;75.7;4536;-0.3;18.0
LUG;196404;-;0;66;982.2;165.5;11.8;65.1;8964;4.3;23.0
LUG;196405;-;0;61;984.7;121.8;16.9;65.1;13284;8.7;26.7
LUG;196406;-;0;55;983.0;210.7;20.1;65.0;13488;11.6;30.2
LUG;196407;-;0;45;984.8;149.3;22.1;60.4;17100;13.1;34.0
LUG;196408;-;0;50;982.5;154.3;20.2;62.4;15312;11.4;31.4
LUG;196409;-;0;46;987.8;85.0;17.6;63.4;13020;7.4;27.7
LUG;196410;-;0;69;982.2;121.4;12.0;67.9;6924;3.8;24.2
LUG;196411;-;0;69;985.6;73.5;8.3;71.6;5586;1.0;25.4
LUG;196412;-;0;63;982.2;64.7;3.8;67.5;5844;-3.8;8.8
LUG;196501;-;0;66;980.6;74.0;3.2;63.4;5160;-2.0;13.4
LUG;196502;-;0;27;983.5;2.1;2.3;49.8;12138;-4.6;14.4
LUG;196503;-;0;60;983.9;102.1;6.8;62.6;9324;-4.2;22.6
LUG;196504;-;0;58;977.0;21.4;11.6;49.2;10986;2.4;21.0
LUG;196505;-;0;65;981.1;151.3;15.1;59.7;10920;7.0;26.8
LUG;196506;-;0;64;982.8;89.2;19.4;63.5;12030;9.1;35.0
LUG;196507;-;0;60;981.4;154.1;20.9;60.4;14628;10.4;30.2
LUG;196508;-;0;59;983.0;126.1;20.0;62.4;14184;11.2;30.6
LUG;196509;-;0;64;982.9;406.7;14.7;77.0;9090;5.8;24.4
LUG;196510;-;0;56;989.6;37.5;12.2;74.2;10158;2.8;22.4
LUG;196511;-;0;77;978.6;95.0;6.6;74.0;4098;-1.7;17.4
LUG;196512;-;0;52;979.0;24.7;3.5;68.8;7170;-1.9;14.8
LUG;196601;-;0;45;981.1;10.3;0.8;63.3;8058;-7.6;11.2
LUG;196602;-;0;80;979.3;159.6;6.1;78.2;4278;-0.1;18.3
LUG;196603;-;0;35;984.2;2.2;8.2;47.3;16008;-0.7;19.4
LUG;196604;-;0;65;979.2;253.0;12.1;68.4;9306;3.7;27.8
LUG;196605;-;0;61;984.0;201.2;16.3;61.2;13494;7.3;24.7
LUG;196606;-;0;54;983.2;143.2;20.0;61.0;15750;10.4;30.8
LUG;196607;-;0;65;980.8;236.9;19.9;64.6;13506;9.8;29.8
LUG;196608;-;0;59;981.9;184.5;19.1;70.4;12714;10.3;31.0
LUG;196609;-;0;61;985.3;138.9;18.7;74.1;10080;11.7;28.8
LUG;196610;-;0;84;979.9;395.3;14.0;83.3;4992;6.0;24.0
LUG;196611;-;0;60;982.1;225.8;5.2;69.9;6330;-1.9;15.5
LUG;196612;-;0;51;979.9;47.8;2.8;65.0;7224;-2.2;14.0
LUG;196701;-;0;52;986.7;13.6;2.6;65.2;7122;-7.1;16.2
LUG;196702;-;2;49;988.0;57.4;3.9;66.1;7266;-5.0;18.9
LUG;196703;-;0;53;985.4;151.2;9.3;57.1;11544;2.0;21.9
LUG;196704;-;0;52;980.0;70.4;10.9;55.2;12726;1.3;25.4
LUG;196705;-;0;65;981.2;211.5;15.4;62.8;10992;4.8;27.6
LUG;196706;-;0;56;985.3;43.0;19.2;58.5;15150;8.3;30.6
LUG;196707;-;0;51;985.2;194.5;23.2;63.8;15972;14.2;31.5
LUG;196708;-;0;60;983.7;108.8;20.8;71.5;12864;11.6;31.1
LUG;196709;-;0;63;983.0;230.4;16.6;76.8;9324;8.8;26.3
LUG;196710;-;0;53;986.2;139.9;13.4;77.2;10662;3.0;25.6
LUG;196711;-;0;70;985.5;182.7;7.9;81.1;5088;1.5;17.1
LUG;196712;-;0;42;981.6;6.7;3.3;64.5;8364;-4.1;19.0
LUG;196801;-;0;40;982.4;1.1;2.5;59.9;8946;-6.0;16.7
LUG;196802;-;0;74;981.1;204.6;4.1;81.1;5322;-1.3;12.9
LUG;196803;-;0;41;984.1;48.5;8.2;63.2;13356;-1.1;22.4
LUG;196804;-;0;64;983.5;141.7;12.4;69.2;9462;2.9;25.3
LUG;196805;-;0;74;982.2;220.2;14.5;72.6;9306;4.0;26.7
LUG;196806;-;0;62;983.8;101.1;18.3;70.3;12660;10.4;31.0
LUG;196807;-;0;61;984.5;204.8;21.0;65.9;14436;11.2;31.2
LUG;196808;-;0;65;981.1;165.9;18.6;73.8;10134;10.2;27.9
LUG;196809;-;0;60;982.9;252.6;16.4;73.4;10950;8.9;26.0
LUG;196810;-;0;58;988.0;80.3;13.5;77.1;10122;4.9;24.0
LUG;196811;-;0;64;981.4;345.8;7.6;78.1;5508;-0.2;19.2
LUG;196812;-;0;63;980.0;33.5;2.7;69.6;5520;-6.4;13.0
LUG;196901;-;7;52;983.6;88.4;1.8;73.5;6582;-5.1;13.2
LUG;196902;-;6;72;976.5;103.0;1.9;67.4;4536;-6.0;11.2
LUG;196903;-;0;72;979.0;62.9;6.6;71.7;7008;-0.3;19.6
LUG;196904;-;0;63;982.7;57.4;10.7;60.8;10218;2.2;24.3
LUG;196905;-;0;67;981.6;228.8;16.3;68.8;10338;7.2;27.8
LUG;196906;-;0;60;979.9;171.1;17.8;64.6;12156;7.4;26.5
LUG;196907;-;0;47;986.7;83.5;21.8;64.3;16056;11.8;31.4
LUG;196908;-;0;62;982.0;105.0;20.5;62.7;13230;10.2;31.1
LUG;196909;-;0;57;985.0;213.5;17.3;76.0;11568;10.4;26.4
LUG;196910;-;0;39;989.2;0.0;13.6;71.1;12444;5.9;22.1
LUG;196911;-;0;68;980.9;132.7;7.5;72.2;5904;-1.9;16.4
LUG;196912;-;0;47;978.1;16.1;2.0;60.3;6666;-4.6;12.3
LUG;197001;-;5;75;979.7;149.2;2.4;74.7;4662;-3.6;12.9
LUG;197002;-;0;57;977.5;12.5;4.1;54.7;8748;-3.2;16.2
LUG;197003;-;0;66;978.2;114.2;6.0;61.5;8910;-3.2;18.0
LUG;197004;-;0;56;980.4;131.1;9.7;60.8;11382;-0.9;23.3
LUG;197005;-;0;59;982.3;124.9;14.6;69.7;12624;3.9;27.0
LUG;197006;-;0;63;983.9;187.0;19.7;75.0;12354;9.8;31.0
LUG;197007;-;0;48;982.4;60.8;21.2;67.6;17184;12.1;31.2
LUG;197008;-;0;58;982.0;226.1;20.8;76.0;12054;11.4;31.6
LUG;197009;-;0;60;986.0;159.9;18.8;79.1;10974;8.0;32.8
LUG;197010;-;0;52;987.0;74.7;12.2;74.0;9858;3.0;23.1
LUG;197011;-;0;56;984.3;173.3;7.8;75.6;6954;0.7;17.3
LUG;197012;-;3;42;986.7;93.9;2.0;77.2;7308;-6.2;11.8
LUG;197101;-;13;61;982.7;99.1;1.6;85.4;6240;-8.0;10.2
LUG;197102;-;0;34;982.6;53.0;5.5;63.3;11226;-1.2;16.2
LUG;197103;-;0;56;978.4;151.9;5.5;66.2;10560;-7.0;19.4
LUG;197104;-;0;68;979.2;145.3;12.7;75.3;8868;4.3;22.4
LUG;197105;-;0;81;980.4;301.9;15.3;82.8;7458;7.7;26.5
LUG;197106;-;0;70;979.9;218.7;18.0;75.6;11658;7.6;29.0
LUG;197107;-;0;48;984.1;188.9;22.8;72.8;17226;12.2;31.0
LUG;197108;-;0;54;983.0;162.2;22.7;75.9;14388;13.8;31.1
LUG;197109;-;0;45;987.2;32.8;17.7;75.5;13320;6.3;27.5
LUG;197110;-;0;41;992.3;28.5;12.9;76.8;11976;2.9;23.9
LUG;197111;-;0;60;980.3;163.7;7.0;77.6;5892;-1.7;16.3
LUG;197112;-;0;45;991.2;58.6;4.0;83.7;7566;-2.4;17.7
LUG;197201;-;0;84;982.6;88.7;3.0;87.6;2124;-0.8;8.7
LUG;197202;-;0;86;981.8;222.2;5.8;84.4;2034;0.6;13.6
LUG;197203;-;0;64;982.5;180.3;8.5;76.6;8208;0.0;25.0
LUG;197204;-;0;76;976.4;149.4;11.4;70.3;8268;3.8;21.8
LUG;197205;-;0;74;980.5;139.0;14.7;72.6;9966;6.3;24.2
LUG;197206;-;0;74;981.7;266.0;17.9;77.6;10710;9.8;25.7
LUG;197207;-;0;60;982.1;100.1;21.0;72.0;13608;12.6;29.6
LUG;197208;-;0;54;983.4;63.5;20.3;72.2;14418;11.0;29.8
LUG;197209;-;0;66;984.8;285.0;14.0;82.8;8466;5.9;23.4
LUG;197210;-;0;58;986.0;97.5;11.7;78.8;8736;3.1;20.2
LUG;197211;-;0;51;987.0;32.8;7.6;71.8;7902;-1.3;16.7
LUG;197212;-;0;56;994.3;112.6;3.3;80.0;6222;-2.2;13.5
LUG;197301;-;0;61;988.8;70.6;3.0;83.5;5802;-2.1;11.1
LUG;197302;-;0;49;980.1;6.4;4.7;59.1;9846;-1.5;17.6
LUG;197303;-;0;56;986.6;4.8;7.8;61.6;10524;-1.5;17.6
LUG;197304;-;0;59;979.5;99.2;9.8;54.8;12372;1.0;20.5
LUG;197305;-;0;70;985.2;131.2;15.5;75.3;10566;6.9;24.0
LUG;197306;-;0;66;983.8;251.1;19.7;76.4;12606;11.2;31.4
LUG;197307;-;0;54;980.4;222.0;21.1;72.9;14838;13.0;29.5
LUG;197308;-;0;66;985.8;168.0;22.1;78.5;12864;14.1;29.4
LUG;197309;-;0;56;984.0;153.8;18.6;80.1;11136;9.5;28.0
LUG;197310;-;0;49;985.6;108.8;11.8;78.3;10866;2.0;21.4
LUG;197311;-;0;44;987.9;21.1;7.3;70.9;8844;-2.3;18.8
LUG;197312;-;0;50;984.4;171.0;2.6;75.0;7644;-6.6;15.8
LUG;197401;-;0;66;989.4;80.9;4.6;84.5;5262;-0.2;19.2
LUG;197402;-;0;75;979.6;205.0;5.3;83.1;4764;0.1;13.3
LUG;197403;-;0;78;983.2;131.8;7.9;79.7;5592;-0.7;18.2
LUG;197404;-;0;66;978.7;107.1;11.1;69.8;9924;3.7;18.2
LUG;197405;-;0;63;979.7;89.9;15.2;70.0;12780;5.8;29.7
LUG;197406;-;0;60;980.7;163.4;18.3;68.8;13032;8.4;27.0
LUG;197407;-;0;51;983.0;43.5;22.2;65.1;16758;13.6;31.4
LUG;197408;-;0;56;983.3;279.8;22.4;69.2;14868;13.7;31.4
LUG;197409;-;0;58;982.6;104.5;17.3;76.7;10854;5.4;25.8
LUG;197410;-;0;54;978.3;49.4;8.7;68.8;11100;1.9;18.3
LUG;197411;-;0;64;984.9;143.7;6.7;80.0;6498;0.0;13.8
LUG;197412;-;0;39;988.8;5.1;6.1;68.8;8832;-1.3;16.6
LUG;197501;-;0;61;989.5;112.9;4.5;81.7;6306;-1.1;15.2
LUG;197502;-;0;45;990.5;57.5;4.7;72.0;9408;-0.8;12.0
LUG;197503;-;0;76;976.2;217.6;6.6;77.8;6294;-0.1;15.0
LUG;197504;-;0;55;980.8;142.4;11.9;66.6;14190;1.8;24.3
LUG;197505;-;0;70;981.2;302.6;15.0;78.1;10800;5.4;27.2
LUG;197506;-;0;61;982.1;138.7;18.1;71.7;14136;8.3;28.0
LUG;197507;-;0;48;982.8;51.0;22.1;66.2;16878;13.1;30.4
LUG;197508;-;0;61;983.7;106.7;21.2;74.8;12240;12.2;29.7
LUG;197509;-;0;66;986.5;161.4;18.6;87.1;8292;10.6;25.0
LUG;197510;-;0;45;987.0;113.2;11.6;83.8;11706;3.2;22.0
LUG;197511;-;0;65;984.5;203.7;6.6;82.7;5298;-2.0;13.8
LUG;197512;-;0;50;988.9;41.1;4.0;82.9;7200;-1.3;10.7
LUG;197601;-;0;33;983.7;19.2;4.5;60.4;10128;-4.6;20.2
LUG;197602;-;0;69;987.7;34.5;5.1;80.1;6084;-1.4;14.8
LUG;197603;-;0;59;984.4;22.2;6.7;72.1;10104;-1.8;21.3
LUG;197604;-;0;56;980.4;143.0;11.2;67.9;11940;3.2;20.2
LUG;197605;-;0;48;982.5;48.8;17.0;64.1;17220;3.7;29.7
LUG;197606;-;0;50;985.2;45.5;21.2;64.6;17604;10.3;30.2
LUG;197607;-;0;58;981.5;131.4;22.8;64.1;15372;14.4;33.2
LUG;197608;-;0;64;984.9;212.9;19.0;76.8;13050;11.6;27.3
LUG;197609;-;0;69;983.4;378.0;15.3;79.6;8874;6.9;24.0
LUG;197610;-;0;73;979.0;540.3;12.4;88.1;6372;5.6;21.7
LUG;197611;-;0;60;984.3;209.7;7.8;75.1;5730;1.4;17.0
LUG;197612;-;0;55;979.0;39.8;3.6;74.1;6498;-3.4;11.6
LUG;197701;-;14;69;982.6;233.7;1.9;86.8;4308;-4.3;11.8
LUG;197702;-;1;58;980.4;137.6;4.9;79.5;7632;-1.8;13.6
LUG;197703;-;0;73;986.8;236.3;9.0;75.1;7512;0.2;23.0
LUG;197704;-;0;61;980.8;158.7;11.2;63.7;11820;2.6;23.1
LUG;197705;-;0;80;982.1;276.6;13.7;82.2;7788;6.1;23.0
LUG;197706;-;0;68;981.7;148.2;17.6;78.8;10752;11.0;26.3
LUG;197707;-;0;60;981.1;292.4;20.2;77.4;14046;12.6;29.2
LUG;197708;-;0;66;980.9;489.0;18.6;81.5;11244;11.9;26.8
LUG;197709;-;0;56;987.3;48.7;16.5;79.8;12234;6.0;25.8
LUG;197710;-;0;66;988.4;218.0;13.9;83.4;7740;6.7;22.4
LUG;197711;-;0;54;981.3;49.3;7.8;70.4;7938;-1.1;17.6
LUG;197712;-;0;50;988.5;68.6;3.8;77.0;7524;-1.6;15.4
LUG;197801;-;10;64;981.3;278.6;3.0;79.5;6054;-2.9;11.0
LUG;197802;-;25;75;976.8;178.1;2.5;78.9;5238;-3.0;12.3
LUG;197803;-;1;64;981.6;72.1;7.8;69.0;9984;1.3;20.1
LUG;197804;-;0;79;976.5;165.0;9.5;74.3;7398;1.6;19.2
LUG;197805;-;0;75;980.5;247.6;13.0;76.5;8742;6.6;22.8
LUG;197806;-;0;64;981.7;205.4;17.3;73.2;13578;6.5;25.5
LUG;197807;-;0;59;983.5;98.8;20.5;71.4;13914;12.2;28.3
LUG;197808;-;0;66;984.2;112.0;20.4;72.1;12978;11.4;26.6
LUG;197809;-;0;45;983.9;10.1;17.5;67.4;15654;9.1;27.1
LUG;197810;-;0;46;987.3;108.0;12.4;76.3;11928;4.3;23.2
LUG;197811;-;0;39;992.7;9.7;6.7;70.1;9702;-0.7;14.5
LUG;197812;-;0;71;979.2;90.2;3.3;84.1;5094;-2.4;10.2
