stn;time;gre000m0;hto000m0;nto000m0;prestam0;rre150m0;tre200m0;tre200mn;tre200mx;sre000m0;ure200m0
BER;192211;-;-;73;954.1;81.6;1.6;-5.1;10.5;4104;87.5
BER;192212;-;-;76;949.4;103.7;-0.4;-10.5;8.0;3444;92.1
BER;192301;-;-;76;954.5;34.7;-1.0;-12.2;5.9;3294;88.3
BER;192302;-;-;82;942.5;90.9;2.5;-2.8;8.7;3066;88.6
BER;192303;-;-;75;948.7;37.0;4.6;-3.0;16.4;5730;82.4
BER;192304;-;-;62;941.5;61.4;8.1;-1.8;19.5;8352;76.0
BER;192305;-;-;55;949.5;144.4;12.0;0.0;27.0;13410;72.1
BER;192306;-;-;68;952.3;64.9;12.4;3.1;25.7;10878;73.0
BER;192307;-;-;48;952.5;57.3;20.1;8.6;31.6;17514;66.1
BER;192308;-;-;35;951.5;81.6;17.9;6.1;33.2;17352;66.0
BER;192309;-;-;43;953.3;76.5;13.2;3.8;24.6;12000;78.2
BER;192310;-;-;64;948.4;215.3;10.3;0.6;22.5;6462;84.9
BER;192311;-;-;82;944.0;152.2;3.0;-6.4;13.4;2994;88.2
BER;192312;-;-;92;947.7;124.6;0.2;-8.6;8.0;1740;87.7
BER;192401;-;-;71;950.6;42.2;-2.6;-10.9;5.6;4038;89.2
BER;192402;-;-;76;945.3;16.2;-2.3;-11.5;5.8;4092;84.6
BER;192403;-;-;52;944.9;52.5;3.3;-7.2;15.4;10308;77.2
BER;192404;-;-;71;945.8;94.9;8.1;-1.5;22.4;7871;73.3
BER;192405;-;-;68;950.2;164.2;13.6;1.8;27.0;11454;74.8
BER;192406;-;-;60;950.4;113.1;15.5;8.0;27.0;13554;74.7
BER;192407;-;-;58;949.9;99.0;17.5;7.0;30.6;13236;73.0
BER;192408;-;-;69;949.7;103.4;13.7;4.4;27.5;9822;78.3
BER;192409;-;-;60;949.9;84.1;13.3;4.5;26.4;9978;83.3
BER;192410;-;-;64;951.1;93.5;8.7;1.2;16.9;7704;86.6
BER;192411;-;-;83;952.5;2.5;3.5;-5.5;20.0;3186;85.5
BER;192412;-;-;69;954.2;20.0;-0.5;-7.9;9.0;2472;89.4
BER;192501;-;-;67;962.1;43.9;0.8;-7.2;12.2;5238;89.1
BER;192502;-;-;62;946.5;53.7;2.5;-3.2;11.2;6486;80.8
BER;192503;-;-;72;948.4;15.9;1.3;-10.4;13.1;6150;79.5
BER;192504;-;-;73;945.0;100.9;8.0;0.2;20.5;7356;79.5
BER;192505;-;-;62;946.6;164.5;12.2;0.0;24.4;12618;75.4
BER;192506;-;-;38;949.9;70.6;16.5;7.7;28.1;18924;65.0
BER;192507;-;-;58;949.4;108.6;16.8;8.0;29.8;14070;73.8
BER;192508;-;-;51;951.3;103.8;16.1;7.8;30.3;14346;77.3
BER;192509;-;-;60;951.1;125.0;11.1;2.0;23.6;10470;80.6
BER;192510;-;-;60;949.8;27.9;9.3;-2.5;18.7;7871;82.0
BER;192511;-;-;90;945.7;63.5;1.7;-9.2;18.3;1710;86.8
BER;192512;-;-;75;947.2;134.5;-0.2;-16.2;13.3;3330;82.9
BER;192601;-;-;65;949.7;77.2;-0.6;-13.8;8.0;4446;84.6
BER;192602;-;-;65;948.6;41.6;4.5;-1.3;12.1;5340;84.5
BER;192603;-;-;71;949.9;56.4;4.6;-2.9;16.5;6102;79.4
BER;192604;-;-;49;946.4;43.9;9.4;0.9;23.2;11742;70.7
BER;192605;-;-;70;944.7;179.3;10.6;-0.5;23.0;9600;75.0
BER;192606;-;-;62;948.0;131.1;13.2;5.0;25.2;11202;76.2
BER;192607;-;-;59;950.3;118.2;16.6;7.9;29.7;12900;75.6
BER;192608;-;-;40;953.3;52.5;17.0;6.0;28.1;17178;74.7
BER;192609;-;-;37;954.6;65.1;15.5;3.8;26.6;14472;77.8
BER;192610;-;-;66;947.2;149.3;8.9;-1.4;21.4;7584;84.9
BER;192611;-;-;69;944.4;90.8;4.9;-3.8;18.9;4440;88.2
BER;192612;-;-;79;953.5;19.1;-1.5;-11.3;6.1;1500;88.2
BER;192701;-;-;85;948.0;60.2;-0.2;-8.3;6.0;2952;88.6
BER;192702;-;-;58;952.1;59.7;-0.6;-11.3;12.1;6354;80.8
BER;192703;-;-;67;945.6;101.9;4.8;-2.7;15.6;7548;77.8
BER;192704;-;-;68;948.6;89.9;8.8;-0.8;23.0;9630;70.0
BER;192705;-;-;52;948.8;96.0;13.5;1.2;23.5;14850;68.7
BER;192706;-;-;56;949.3;143.2;15.7;6.4;27.1;13626;72.0
BER;192707;-;-;59;948.4;130.0;17.6;8.6;29.0;13998;74.3
BER;192708;-;-;63;950.4;224.5;16.1;6.8;28.3;12678;81.0
BER;192709;-;-;69;948.1;108.5;13.6;5.7;26.4;8724;82.7
BER;192710;-;-;51;952.0;28.8;8.2;0.9;19.1;9672;83.0
BER;192711;-;-;76;948.5;61.6;3.3;-7.4;16.3;4314;88.1
BER;192712;-;-;89;943.4;43.2;-0.8;-15.2;10.4;1368;87.9
BER;192801;-;-;77;951.9;63.4;1.3;-6.6;9.0;3816;86.6
BER;192802;-;-;46;955.6;59.7;2.4;-6.4;11.1;8388;79.8
BER;192803;-;-;68;943.7;65.7;4.7;-3.6;17.6;6030;79.5
BER;192804;-;-;62;943.1;73.1;7.9;-1.1;19.7;8976;71.9
BER;192805;-;-;60;944.7;111.6;10.5;0.0;24.9;11934;71.5
BER;192806;-;-;56;950.7;77.2;16.0;5.6;29.2;14982;69.5
BER;192807;-;-;26;953.5;93.2;20.8;11.2;33.2;21264;61.5
BER;192808;-;-;51;951.1;116.4;18.5;8.5;31.3;14244;69.9
BER;192809;-;-;58;951.7;109.9;13.2;1.6;25.5;8502;83.9
BER;192810;-;-;63;949.9;107.4;8.2;0.4;17.6;6588;85.4
BER;192811;-;-;76;946.3;101.3;5.2;-3.6;15.4;3882;86.8
BER;192812;-;-;85;950.4;48.9;-0.2;-9.2;8.4;1770;86.7
BER;192901;-;-;71;953.4;10.4;-5.1;-15.0;4.0;3186;83.1
BER;192902;-;-;56;948.2;19.2;-6.9;-23.0;9.3;6366;78.5
BER;192903;-;-;38;955.5;14.1;3.6;-10.2;16.1;11982;72.8
BER;192904;-;-;63;945.6;75.2;5.8;-6.3;20.2;8622;68.8
BER;192905;-;-;59;948.4;71.8;13.0;3.7;26.5;11844;69.2
BER;192906;-;-;55;950.8;76.5;16.7;7.6;26.7;13836;68.1
BER;192907;-;-;41;952.7;102.1;18.7;7.6;32.6;16800;65.9
BER;192908;-;-;50;951.6;93.5;16.9;7.6;28.1;12654;78.1
BER;192909;-;-;29;953.4;45.7;16.5;3.9;28.3;15983;77.9
BER;192910;-;-;68;947.9;114.2;9.2;-1.7;23.4;5640;84.9
BER;192911;-;-;71;947.4;52.3;3.8;-4.8;11.0;4140;87.1
BER;192912;-;-;71;950.1;129.5;3.1;-11.6;11.3;4626;82.3
BER;193001;-;-;69;948.8;37.2;1.8;-3.8;10.7;3690;88.3
BER;193002;-;-;64;946.7;25.5;0.3;-7.6;10.5;5202;79.7
BER;193003;-;-;61;945.9;68.4;5.2;-4.6;15.6;6660;77.3
BER;193004;-;-;66;940.3;147.0;8.7;-0.1;22.2;8130;76.3
BER;193005;-;-;75;948.1;132.9;11.1;2.8;23.7;7212;77.7
BER;193006;-;-;51;949.2;104.9;18.3;10.5;26.7;15090;73.4
BER;193007;-;-;62;948.0;227.0;16.3;7.0;29.2;11202;73.7
BER;193008;-;-;50;951.8;141.4;16.7;7.6;27.8;13800;77.7
BER;193009;-;-;66;950.3;77.3;14.3;6.5;27.2;8238;81.8
BER;193010;-;-;75;949.6;170.7;8.6;0.4;18.5;6318;84.9
BER;193011;-;-;65;949.9;115.1;6.2;-2.3;16.0;4980;80.8
BER;193012;-;-;80;947.7;44.1;1.2;-6.0;9.1;2466;84.0
BER;193101;-;2;74;947.5;94.1;0.1;-11.5;9.4;4098;81.2
BER;193102;-;7;68;946.1;60.2;-0.9;-13.7;10.0;4716;79.2
BER;193103;-;20;55;945.1;129.5;1.1;-11.6;13.5;9102;74.6
BER;193104;-;0;59;946.0;53.9;7.5;-4.8;20.0;9354;65.3
BER;193105;-;0;60;947.0;105.7;14.8;2.5;29.0;11196;66.7
BER;193106;-;0;47;952.7;124.0;18.1;7.2;32.0;14808;66.9
BER;193107;-;0;61;949.5;178.1;16.6;6.4;27.7;12306;70.8
BER;193108;-;0;62;948.2;203.8;15.0;6.1;28.0;9708;79.8
BER;193109;-;0;59;951.7;69.6;9.4;-0.8;21.1;8808;82.4
BER;193110;-;0;47;952.6;77.3;7.6;-1.0;22.5;10986;78.0
BER;193111;-;0;73;948.5;17.6;5.2;-2.2;13.4;4458;83.7
BER;193112;-;0;68;956.3;23.8;-0.7;-10.0;11.4;5010;78.8
BER;193201;-;1;77;959.7;32.9;-0.1;-13.1;9.6;3930;85.0
BER;193202;-;0;36;953.5;1.3;-3.2;-17.4;5.9;9486;73.7
BER;193203;-;2;61;946.2;83.3;1.9;-9.6;11.6;6708;74.7
BER;193204;-;0;62;944.1;60.0;6.8;-2.0;19.6;9342;70.6
BER;193205;-;0;67;946.8;180.9;11.6;2.7;27.0;10482;72.1
BER;193206;-;0;62;949.4;116.7;14.7;4.5;25.3;12498;72.1
BER;193207;-;0;69;948.1;149.3;16.4;8.4;28.0;9588;79.6
BER;193208;-;0;46;953.6;129.1;19.1;10.0;31.2;15732;77.0
BER;193209;-;0;61;950.2;60.2;16.0;8.5;26.9;9462;81.7
BER;193210;-;0;73;945.8;98.0;8.8;0.7;18.3;5454;81.2
BER;193211;-;0;80;952.6;31.8;4.6;-1.8;11.7;3306;85.2
BER;193212;-;1;80;954.3;13.7;0.2;-5.8;7.3;1818;88.2
BER;193301;-;0;75;952.2;13.1;-2.7;-11.4;6.0;2712;81.2
BER;193302;-;4;64;948.4;53.2;0.6;-12.2;14.6;5388;76.3
BER;193303;-;0;52;950.4;66.5;4.7;-2.7;15.9;9438;74.7
BER;193304;-;0;57;950.7;30.6;9.0;-1.3;21.0;10842;67.1
BER;193305;-;0;68;948.5;130.2;11.2;1.7;23.4;9978;73.4
BER;193306;-;0;66;945.6;163.3;13.2;4.0;24.0;10398;71.1
BER;193307;-;0;41;953.7;94.5;18.6;6.5;30.8;17874;69.4
BER;193308;-;0;39;952.7;32.4;18.7;8.2;32.8;16962;70.4
BER;193309;-;0;53;950.9;120.2;14.3;4.7;24.4;10338;76.6
BER;193310;-;0;73;948.6;89.3;9.0;-1.3;23.7;5790;84.0
BER;193311;-;0;86;943.5;39.3;2.9;-3.3;9.8;1830;85.2
BER;193312;-;2;83;947.1;6.0;-4.2;-13.3;2.0;2088;86.4
BER;193401;-;4;86;955.8;48.7;-1.1;-11.5;7.0;2208;85.7
BER;193402;-;1;36;957.0;5.3;-0.2;-12.0;11.2;10098;74.1
BER;193403;-;0;69;941.2;67.3;3.7;-4.0;15.4;5604;76.6
BER;193404;-;0;59;943.2;35.2;10.7;-0.1;25.5;11412;67.2
BER;193405;-;0;46;950.5;19.8;14.5;5.4;25.5;14844;67.9
BER;193406;-;0;53;949.8;188.7;16.2;7.5;29.9;13950;69.6
BER;193407;-;0;41;950.5;88.2;18.6;8.6;29.9;17568;70.5
BER;193408;-;0;63;948.8;144.3;16.1;7.7;27.3;11754;77.0
BER;193409;-;0;43;953.1;57.7;15.1;5.8;27.3;12576;79.4
BER;193410;-;0;56;952.5;92.0;8.4;0.2;23.4;8484;82.4
BER;193411;-;0;70;948.9;44.3;2.6;-3.6;10.5;4836;84.8
BER;193412;-;0;86;945.1;59.2;4.1;-3.4;12.8;2148;86.9
BER;193501;-;4;73;951.7;32.0;-2.1;-10.8;5.8;3156;76.9
BER;193502;-;1;78;945.0;140.3;1.7;-11.0;12.0;4014;78.6
BER;193503;-;2;51;952.4;63.9;3.2;-10.6;18.6;10626;73.1
BER;193504;-;0;74;945.4;125.9;7.7;-0.5;22.2;5982;72.7
BER;193505;-;0;61;946.9;75.8;10.9;-0.5;22.0;11664;70.5
BER;193506;-;0;49;951.5;137.5;17.6;7.6;30.4;16170;66.7
BER;193507;-;0;39;952.5;81.6;18.9;9.0;29.5;18402;61.5
BER;193508;-;0;49;949.8;99.6;16.3;7.0;30.0;13104;73.0
BER;193509;-;0;48;951.5;129.0;14.3;4.0;25.7;12924;72.9
BER;193510;-;0;83;947.7;153.9;8.7;-0.4;19.3;2886;82.7
BER;193511;-;0;77;946.0;59.7;4.9;-4.0;13.3;4272;83.6
BER;193512;-;6;85;939.6;118.0;-0.8;-13.0;8.6;1614;86.5
BER;193601;-;0;81;942.0;93.9;3.5;-3.3;12.3;2568;80.9
BER;193602;-;0;72;940.4;101.3;1.6;-10.0;12.1;5304;76.7
BER;193603;-;0;60;944.5;36.4;6.0;-3.1;18.0;9924;74.9
BER;193604;-;0;74;943.4;125.7;7.5;-1.2;20.2;6594;77.0
BER;193605;-;0;57;944.8;121.7;12.9;4.3;22.8;12450;74.1
BER;193606;-;0;73;949.8;143.0;15.2;4.0;26.6;8814;76.3
BER;193607;-;0;70;950.0;214.4;16.2;9.3;27.8;10932;76.4
BER;193608;-;0;51;953.2;61.5;16.7;9.5;25.1;14010;78.7
BER;193609;-;0;68;951.6;170.5;13.7;2.0;27.4;7901;82.4
BER;193610;-;0;68;951.0;60.3;5.4;-0.3;15.2;6456;82.4
BER;193611;-;0;88;948.7;57.9;3.6;-4.0;11.0;1818;86.8
BER;193612;-;0;82;955.7;34.0;1.1;-6.5;9.8;2886;86.7
BER;193701;-;0;63;948.8;62.2;1.3;-6.0;9.2;4836;80.5
BER;193702;-;0;82;942.9;115.5;3.5;-2.0;13.0;3084;78.6
BER;193703;-;1;69;938.7;177.9;3.1;-4.2;11.1;6012;75.3
BER;193704;-;0;69;944.7;110.9;8.2;-1.2;17.5;8670;72.6
BER;193705;-;0;57;949.9;73.7;14.2;4.0;26.5;12720;70.9
BER;193706;-;0;61;950.4;156.4;16.5;7.8;30.3;12054;72.7
BER;193707;-;0;48;950.4;86.7;18.1;7.6;27.0;15006;71.3
BER;193708;-;0;59;949.9;84.9;17.3;9.2;30.0;12636;72.8
BER;193709;-;0;67;948.8;127.2;12.8;6.0;25.9;7584;80.9
BER;193710;-;0;65;948.4;21.1;8.6;0.1;19.3;7200;82.0
BER;193711;-;0;68;948.0;44.0;2.7;-5.4;11.3;4788;83.1
BER;193712;-;5;78;944.5;71.1;-1.0;-12.0;4.8;2994;80.7
BER;193801;-;0;82;949.6;77.3;0.4;-14.4;9.1;2022;80.9
BER;193802;-;0;61;955.3;11.2;0.0;-6.5;8.5;5550;78.9
BER;193803;-;0;23;958.2;24.7;6.7;-3.0;20.3;15168;68.9
BER;193804;-;0;42;951.4;20.0;5.7;-2.9;21.5;14754;65.3
BER;193805;-;0;68;947.1;97.1;11.1;0.0;23.6;10386;69.0
BER;193806;-;0;48;952.5;168.8;17.0;5.5;31.0;15443;67.0
BER;193807;-;0;56;951.2;225.4;16.9;9.0;28.7;14460;70.2
BER;193808;-;0;57;948.5;162.5;16.7;6.8;30.4;12372;74.4
BER;193809;-;0;61;950.8;83.4;14.2;7.4;23.0;9834;77.3
BER;193810;-;0;58;950.4;54.9;8.6;-1.6;23.3;7410;81.4
BER;193811;-;0;67;951.5;51.4;5.4;-1.9;15.0;7038;81.9
BER;193812;-;8;84;945.3;41.3;-2.0;-16.0;9.0;2220;82.7
BER;193901;-;9;76;943.6;50.9;0.5;-11.0;8.2;3174;81.3
BER;193902;-;0;65;954.0;16.6;0.6;-10.3;11.4;6228;80.6
BER;193903;-;5;70;946.7;67.2;1.6;-6.4;13.7;6666;79.5
BER;193904;-;0;69;947.0;79.3;9.6;1.7;23.2;8952;74.2
BER;193905;-;0;82;945.6;181.2;9.3;2.0;17.1;5082;81.9
BER;193906;-;0;61;948.7;139.7;15.6;6.2;27.0;11250;77.5
BER;193907;-;0;59;950.6;126.6;16.2;7.5;27.0;14328;77.3
BER;193908;-;0;58;950.1;56.7;16.9;9.2;25.6;11634;80.1
BER;193909;-;0;67;949.5;95.0;12.6;2.0;25.4;7638;85.0
BER;193910;-;0;90;944.9;174.1;7.5;-2.8;20.4;2976;88.4
BER;193911;-;0;81;950.7;79.8;6.1;-5.2;16.0;3528;85.1
BER;193912;-;0;86;947.7;41.8;-0.8;-14.8;13.0;2058;87.9
BER;194001;-;1;79;946.7;28.0;-5.2;-19.5;4.1;2544;85.1
BER;194002;-;1;83;946.2;32.3;0.8;-14.5;14.5;3474;86.3
BER;194003;-;0;60;948.0;72.0;4.4;-5.8;17.0;8526;73.3
BER;194004;-;0;71;946.5;90.0;8.5;-1.5;22.9;9372;71.8
BER;194005;-;0;61;946.4;67.5;12.2;3.5;23.8;13188;72.6
BER;194006;-;0;60;948.6;116.3;15.0;7.4;26.0;12330;72.5
BER;194007;-;0;68;949.8;213.4;15.8;8.0;27.3;12498;76.5
BER;194008;-;0;52;953.1;72.2;15.6;4.4;26.6;14892;74.6
BER;194009;-;0;64;950.6;202.4;13.8;4.0;24.7;10320;82.6
BER;194010;-;0;88;945.8;50.5;8.1;-2.4;18.8;4092;90.3
BER;194011;-;0;83;948.2;154.7;4.7;-3.6;18.1;4230;83.2
BER;194012;-;6;89;952.0;46.5;-4.3;-15.8;6.5;1572;85.2
BER;194101;-;1;86;940.1;35.5;-3.1;-12.3;8.2;1452;88.7
BER;194102;-;1;74;939.5;25.9;0.6;-8.7;10.2;4200;82.6
BER;194103;-;0;61;946.2;82.7;4.8;-3.8;15.0;9366;75.6
BER;194104;-;0;64;944.6;68.6;6.5;-3.5;19.0;8892;75.2
BER;194105;-;0;65;946.0;127.3;8.8;-1.8;18.5;9540;76.0
BER;194106;-;0;58;951.2;96.6;16.3;4.8;28.6;14310;74.3
BER;194107;-;0;54;950.6;65.2;18.6;10.0;30.3;15593;73.7
BER;194108;-;0;68;949.7;165.4;15.6;7.8;26.7;11334;76.2
BER;194109;-;0;54;955.0;15.6;12.6;3.4;24.5;11022;81.2
BER;194110;-;0;75;952.5;48.2;7.5;-2.0;21.0;5112;86.6
BER;194111;-;0;88;949.0;36.3;3.0;-2.7;11.5;2142;91.3
BER;194112;-;0;71;956.7;25.5;-0.5;-16.0;9.0;4344;83.0
BER;194201;-;13;83;946.2;63.1;-5.4;-16.0;4.3;2886;88.2
BER;194202;-;40;82;945.0;8.5;-3.9;-14.0;7.4;2910;85.0
BER;194203;-;8;70;946.8;39.1;4.5;-6.2;17.4;6942;85.4
BER;194204;-;0;60;946.7;63.3;8.4;-0.9;16.9;10968;74.1
BER;194205;-;0;61;949.3;86.2;12.4;-1.4;26.2;11928;73.7
BER;194206;-;0;49;951.0;128.5;16.2;6.0;29.4;16896;72.3
BER;194207;-;0;61;951.4;110.0;17.1;7.5;28.1;13956;75.7
BER;194208;-;0;49;951.7;59.3;17.3;7.0;28.6;14490;78.1
BER;194209;-;0;49;950.8;120.6;15.3;2.0;28.2;12582;81.4
BER;194210;-;0;60;951.8;59.0;10.7;2.7;23.1;8994;86.7
BER;194211;-;0;80;953.1;29.4;1.7;-8.6;13.8;3636;85.5
BER;194212;-;0;77;951.9;23.5;0.1;-8.3;9.6;2922;89.7
BER;194301;-;10;74;947.1;53.5;-0.7;-9.4;8.0;4692;87.0
BER;194302;-;1;51;956.8;37.7;1.7;-7.7;12.4;7650;82.4
BER;194303;-;0;53;950.5;41.8;6.0;-3.8;15.4;9624;80.8
BER;194304;-;0;55;954.4;42.8;9.6;-1.1;23.2;12612;74.4
BER;194305;-;0;63;951.4;95.1;13.5;1.3;26.2;13362;74.5
BER;194306;-;0;63;953.7;122.2;14.8;5.2;26.4;13764;76.6
BER;194307;-;0;50;950.5;124.8;17.8;7.4;29.6;16158;75.9
BER;194308;-;0;47;951.9;54.9;19.0;10.6;33.7;15918;72.7
BER;194309;-;0;73;950.8;142.8;14.2;3.0;25.6;7890;87.0
BER;194310;-;0;64;950.2;3.0;10.3;2.0;20.0;8166;89.1
BER;194311;-;0;76;948.4;55.6;2.4;-4.5;15.3;3594;88.0
BER;194312;-;0;88;952.9;16.7;0.3;-6.0;8.6;1752;91.0
BER;194401;-;0;75;958.9;38.0;0.3;-9.6;9.4;4878;86.0
BER;194402;-;10;85;945.8;45.5;-2.4;-11.9;10.3;2772;84.0
BER;194403;-;2;75;948.7;8.9;1.5;-7.6;15.0;6924;72.9
BER;194404;-;0;67;950.6;53.8;10.2;-1.6;23.8;10764;71.4
BER;194405;-;0;55;951.6;40.4;12.3;0.6;28.0;14082;67.4
BER;194406;-;0;64;948.0;101.4;14.6;6.5;25.7;12840;73.3
BER;194407;-;0;60;949.5;143.1;17.3;8.6;28.1;13350;74.5
BER;194408;-;0;45;950.7;90.1;20.2;11.3;31.2;16302;75.0
BER;194409;-;0;64;952.9;151.7;12.7;2.2;23.6;7512;84.7
BER;194410;-;0;84;944.8;89.1;7.3;-1.3;15.4;4914;87.2
BER;194411;-;0;81;947.0;155.3;3.3;-3.5;12.5;3582;88.4
BER;194412;-;0;78;949.3;98.4;-1.0;-10.5;10.0;2844;85.8
BER;194501;-;13;81;944.2;34.2;-6.3;-16.9;4.3;2238;87.0
BER;194502;-;4;66;958.0;40.9;3.1;-3.5;13.4;5694;85.9
BER;194503;-;0;56;958.5;41.3;5.8;-3.7;18.2;9486;78.4
BER;194504;-;0;51;951.3;41.4;10.3;-0.3;24.3;14178;71.0
BER;194505;-;0;53;948.4;109.8;14.5;-2.2;28.9;15360;72.9
BER;194506;-;0;52;953.4;82.8;18.1;5.7;30.6;18348;67.3
BER;194507;-;0;48;951.2;49.4;19.2;8.6;33.8;18144;70.4
BER;194508;-;0;56;947.6;146.7;16.8;9.5;28.9;12462;76.5
BER;194509;-;0;54;953.0;82.6;14.4;2.8;26.1;12078;83.1
BER;194510;-;0;59;953.8;38.9;8.1;0.8;19.8;8778;87.5
BER;194511;-;0;84;949.5;21.6;1.9;-6.0;11.9;2628;91.7
BER;194512;-;0;85;946.1;63.4;0.0;-11.2;12.1;2106;91.3
BER;194601;-;1;78;954.2;40.8;-2.7;-13.1;10.5;3732;88.0
BER;194602;-;1;83;951.4;49.4;3.4;-3.3;11.7;3582;79.4
BER;194603;-;0;59;946.3;25.5;5.2;-3.5;18.8;8111;79.2
BER;194604;-;0;52;949.5;39.0;10.8;-0.6;20.7;11700;73.3
BER;194605;-;0;71;945.0;113.0;13.0;3.3;23.6;10812;79.5
BER;194606;-;0;70;951.2;208.0;14.8;5.8;29.6;10458;77.2
BER;194607;-;0;49;952.8;123.7;18.4;9.1;30.3;15792;75.1
BER;194608;-;0;58;949.9;141.4;16.5;5.6;32.7;14304;77.1
BER;194609;-;0;50;952.5;123.9;14.2;5.4;23.8;11880;82.5
BER;194610;-;0;70;949.7;41.6;7.3;-1.4;21.4;5928;87.4
BER;194611;-;0;74;946.8;37.5;3.2;-4.2;12.0;4452;87.7
BER;194612;-;0;91;947.6;27.4;-1.7;-9.6;8.2;1122;90.4
BER;194701;-;2;73;948.9;50.2;-3.3;-14.0;10.1;4332;83.7
BER;194702;-;1;79;937.6;29.4;-1.7;-9.0;8.0;2946;88.9
BER;194703;-;2;82;941.9;131.7;4.6;-9.9;17.4;4254;84.0
BER;194704;-;0;50;954.2;24.1;11.1;0.2;25.2;13086;69.3
BER;194705;-;0;64;948.7;45.8;14.6;4.0;27.6;10308;72.7
BER;194706;-;0;50;951.2;68.2;18.2;7.0;33.7;16956;65.9
BER;194707;-;0;45;951.0;91.8;20.2;9.5;35.4;16728;63.6
BER;194708;-;0;37;950.6;17.3;20.8;8.8;34.2;18324;60.7
BER;194709;-;0;38;952.9;31.7;16.8;5.4;30.2;14154;66.2
BER;194710;-;0;64;953.2;25.4;9.2;-1.1;22.2;8424;80.6
BER;194711;-;0;73;949.7;103.9;6.2;-4.0;17.1;5124;82.0
BER;194712;-;4;86;947.7;53.3;1.4;-6.5;13.6;2394;79.8
BER;194801;-;2;85;941.7;129.2;3.0;-5.3;15.0;2916;78.6
BER;194802;-;0;70;953.4;32.3;1.5;-13.8;15.0;4962;71.7
BER;194803;-;0;33;959.8;6.5;8.0;-2.0;18.8;14850;68.3
BER;194804;-;0;59;946.8;66.6;9.2;0.4;23.0;11226;70.4
BER;194805;-;0;56;946.8;66.5;13.9;3.0;24.3;13680;67.7
BER;194806;-;0;65;949.9;125.8;15.4;5.0;28.0;12312;69.3
BER;194807;-;0;72;951.3;193.2;15.3;6.6;28.0;9540;75.3
BER;194808;-;0;63;950.0;136.2;16.7;8.0;27.6;11058;77.9
BER;194809;-;0;49;952.4;65.4;13.6;3.2;24.0;11580;77.4
BER;194810;-;0;70;952.1;37.9;9.3;0.5;22.7;7350;81.8
BER;194811;-;0;73;957.4;55.2;3.7;-6.4;13.9;4386;88.2
BER;194812;-;0;76;955.5;29.3;-0.2;-9.1;9.9;3918;88.8
BER;194901;-;3;59;956.6;34.3;-0.3;-7.6;11.7;6222;86.9
BER;194902;-;0;33;960.4;10.6;1.1;-11.6;12.3;10734;77.5
BER;194903;-;2;52;950.7;56.8;2.7;-14.1;18.4;10464;74.0
BER;194904;-;0;56;952.3;82.2;11.5;-0.1;26.3;12204;74.2
BER;194905;-;0;80;947.0;102.5;11.1;0.1;26.0;7092;81.2
BER;194906;-;0;47;951.6;39.6;16.2;6.9;26.3;18378;68.0
BER;194907;-;0;34;952.5;17.4;20.1;9.1;34.9;20004;61.8
BER;194908;-;0;45;953.6;74.5;18.6;6.9;32.7;15090;68.7
BER;194909;-;0;49;952.7;61.1;17.4;9.2;30.4;11820;80.6
BER;194910;-;0;56;953.6;17.0;11.0;-0.6;21.2;10062;83.2
BER;194911;-;0;79;944.1;70.1;3.3;-2.9;11.8;3174;88.2
BER;194912;-;0;80;949.7;66.7;2.4;-7.5;11.6;2598;89.3
BER;195001;-;3;79;952.3;43.8;-0.6;-9.4;8.9;3438;84.7
BER;195002;-;2;75;948.1;55.0;3.0;-5.4;14.6;5094;79.8
BER;195003;-;0;47;952.2;14.4;5.4;-6.2;15.7;11526;76.4
BER;195004;-;0;72;943.9;117.3;7.0;-2.0;22.1;7218;77.5
BER;195005;-;0;60;949.4;120.9;14.4;4.3;26.9;14106;75.3
BER;195006;-;0;40;952.2;87.2;18.6;9.6;32.7;17646;70.7
BER;195007;-;0;45;950.7;73.7;20.3;10.7;32.3;17064;67.1
BER;195008;-;0;59;949.6;137.1;17.6;9.8;29.0;13464;79.0
BER;195009;-;0;71;950.4;122.8;13.5;4.7;25.8;8658;81.7
BER;195010;-;0;59;952.8;37.8;8.6;-3.8;17.9;7710;86.5
BER;195011;-;0;85;945.9;270.5;4.9;-2.9;12.3;2298;85.7
BER;195012;-;5;87;941.1;41.3;-1.6;-9.1;9.3;1824;89.1
BER;195101;-;6;79;945.6;66.4;0.6;-7.8;7.8;2556;88.9
BER;195102;-;2;83;941.8;108.5;1.9;-4.0;10.7;4308;84.5
BER;195103;-;1;77;942.6;104.7;3.5;-6.6;18.3;5694;77.6
BER;195104;-;0;63;948.9;116.9;8.3;-0.6;22.4;10236;71.9
BER;195105;-;0;75;944.7;75.2;11.8;1.7;26.5;8910;75.0
BER;195106;-;0;65;950.2;95.8;15.6;8.7;28.5;11820;75.3
BER;195107;-;0;45;952.4;151.0;18.1;9.9;30.1;16458;72.5
BER;195108;-;0;61;949.4;162.0;16.6;9.5;27.4;11448;80.4
BER;195109;-;0;61;951.5;57.2;14.5;5.2;25.9;9252;84.4
BER;195110;-;0;70;950.6;66.0;8.1;0.6;17.0;6330;88.0
BER;195111;-;0;75;944.4;113.3;5.4;-1.9;14.7;3702;83.7
BER;195112;-;0;57;953.4;60.9;0.0;-5.6;7.8;5718;84.9
BER;195201;-;9;79;946.8;92.0;-1.5;-12.6;7.6;3426;77.2
