stn;time;gre000m0;hto000m0;nto000m0;prestam0;rre150m0;tre200m0;tre200mn;tre200mx;sre000m0;ure200m0
BER;201008;193;0;67;952.6;224.4;17.4;8.0;29.9;10544;75.4
BER;201009;173;0;56;952.1;32.7;13.3;3.1;23.7;12258;76.8
BER;201010;88;0;70;949.9;51.2;8.6;-2.1;21.6;6076;82.8
BER;201011;53;2;78;943.7;82.5;4.8;-13.9;17.5;3989;83.9
BER;201012;41;11;82;947.0;103.8;-1.5;-16.3;9.4;3114;84.5
BER;201101;48;1;72;953.9;34.3;0.8;-10.4;12.0;4316;82.7
BER;201102;83;0;62;953.2;30.0;2.3;-8.5;13.5;7180;79.8
BER;201103;142;0;52;954.9;19.5;6.0;-4.4;18.7;11541;73.0
BER;201104;236;0;38;953.2;17.0;11.9;-1.1;24.0;17268;62.8
BER;201105;263;0;53;954.4;72.6;15.1;0.9;28.3;17359;64.9
BER;201106;226;0;70;953.4;111.0;16.8;6.4;31.5;10846;72.8
BER;201107;243;0;66;950.3;128.4;16.7;6.5;30.0;13479;70.4
BER;201108;242;0;47;952.6;67.0;19.4;6.8;32.9;16549;70.0
BER;201109;177;0;48;954.8;90.2;16.4;5.8;28.0;13693;77.3
BER;201110;113;0;50;956.8;63.0;8.9;-3.2;23.2;10122;86.7
BER;201111;61;0;61;956.1;3.9;4.1;-4.4;16.3;6206;91.9
BER;201112;33;2;84;954.0;152.5;3.1;-8.5;11.6;2321;86.3
BER;201201;41;0;-;957.8;92.5;2.0;-8.6;10.1;3802;84.3
BER;201202;100;5;-;959.1;9.6;-4.3;-18.5;13.7;7749;76.6
BER;201203;178;0;-;960.3;22.1;6.9;-4.3;20.1;15696;69.4
BER;201204;156;0;-;942.2;103.1;8.2;-3.4;28.2;7037;75.9
BER;201205;250;0;-;951.7;81.5;13.7;-1.3;27.8;14439;71.3
BER;201206;249;0;-;951.6;136.6;17.4;5.9;30.1;12600;75.0
BER;201207;249;0;-;953.1;74.4;17.9;8.6;32.4;14284;72.0
BER;201208;233;0;-;954.1;110.3;19.2;8.3;33.5;15932;73.6
BER;201209;142;0;-;952.9;115.5;13.7;3.7;25.9;9085;83.1
BER;201210;94;1;-;949.5;91.5;9.5;-3.8;22.4;7379;87.0
BER;201211;50;0;-;949.7;141.3;5.0;-2.2;15.9;3367;89.4
BER;201212;40;8;-;950.8;149.3;1.1;-15.7;12.0;3497;85.9
BER;201301;47;2;-;950.2;47.7;0.0;-10.4;10.9;3864;86.1
BER;201302;82;6;-;948.8;57.7;-1.6;-12.4;9.0;3696;81.2
BER;201303;106;1;-;942.2;68.8;2.2;-9.2;12.8;5119;80.7
BER;201304;158;0;-;950.0;116.1;8.6;-1.3;23.1;7746;76.2
BER;201305;183;0;-;948.2;126.5;10.6;1.5;21.9;7100;78.0
BER;201306;260;0;-;954.1;93.0;16.0;4.0;32.1;13386;72.0
BER;201307;282;0;-;955.2;107.3;20.3;8.3;34.1;18256;69.8
BER;201308;240;0;-;954.5;57.1;18.5;8.5;31.5;16719;72.6
BER;201309;161;0;-;953.1;84.1;14.7;5.8;28.2;10205;79.6
BER;201310;89;0;-;953.4;163.0;11.2;1.0;22.0;5736;86.3
BER;201311;48;1;-;951.5;124.0;4.0;-7.4;17.9;3431;84.3
BER;201312;54;0;-;958.3;67.7;-0.3;-8.5;10.8;7286;88.9
BER;201401;45;0;-;946.6;61.9;2.0;-5.2;11.1;3341;87.8
BER;201402;79;0;-;946.3;86.5;3.0;-5.2;11.4;4996;84.5
BER;201403;160;0;-;952.1;42.5;6.2;-3.4;19.7;12787;74.4
BER;201404;188;0;-;950.1;88.3;10.2;-1.6;20.7;10997;72.1
BER;201405;223;0;-;952.1;125.0;12.0;0.0;25.9;11281;74.0
BER;201406;293;0;-;952.8;66.5;17.5;5.3;31.3;17517;67.4
BER;201407;205;0;-;951.5;252.4;17.4;7.1;30.1;10018;80.1
BER;201408;198;0;-;951.9;81.3;16.4;7.1;26.5;9943;77.5
BER;201409;176;0;-;953.9;17.4;14.9;4.1;25.9;12598;80.4
BER;201410;106;0;-;954.0;80.3;12.1;0.0;21.6;8811;85.8
BER;201411;49;0;-;947.8;96.6;6.0;-0.5;15.7;3755;92.9
BER;201412;35;2;-;955.8;35.1;2.4;-13.4;13.0;3319;85.7
BER;201501;47;4;-;954.0;77.3;1.1;-11.9;15.9;3884;85.1
BER;201502;79;5;-;951.0;24.6;-0.5;-10.9;10.0;5267;81.5
BER;201503;139;0;-;955.0;68.6;5.9;-3.7;17.1;10596;72.7
BER;201504;212;0;-;955.6;80.4;9.4;-3.3;22.2;13686;66.6
BER;201505;228;0;-;952.9;136.4;13.7;3.7;28.9;12365;71.3
BER;201506;279;0;-;955.0;75.2;17.9;6.7;30.3;15700;70.1
BER;201507;284;0;-;953.4;40.5;22.0;9.1;36.8;18547;59.8
BER;201508;217;0;-;953.0;77.7;19.6;8.0;34.9;14466;73.0
BER;201509;160;0;-;953.4;61.2;12.7;2.2;23.9;10650;77.3
BER;201510;92;0;-;953.2;42.2;8.5;-0.9;18.3;6223;86.7
BER;201511;68;0;-;957.7;65.5;6.6;-5.5;20.4;6943;83.9
BER;201512;49;0;-;964.4;18.2;2.4;-5.2;10.9;6291;92.3
BER;201601;49;2;-;951.2;138.6;2.3;-14.2;11.1;3632;85.2
BER;201602;56;0;-;948.8;72.4;3.5;-3.6;16.4;2668;83.0
BER;201603;131;0;-;948.9;31.1;4.3;-4.7;19.1;8176;75.7
BER;201604;168;0;-;948.7;121.0;8.5;-1.6;20.4;8260;77.8
BER;201605;217;0;-;949.8;159.4;12.4;0.4;25.4;11660;73.9
BER;201606;220;0;-;951.8;147.7;16.4;7.5;32.0;9612;79.2
BER;201607;260;0;-;955.1;108.8;19.4;6.6;32.2;16175;72.2
BER;201608;235;0;-;956.5;51.6;18.8;6.9;31.5;16180;73.0
BER;201609;175;0;-;955.4;45.0;16.1;4.6;27.3;13389;79.6
BER;201610;95;0;-;955.6;86.6;7.9;-2.2;18.0;6957;86.2
BER;201611;49;0;-;951.4;93.0;4.2;-5.8;13.8;3112;88.0
BER;201612;49;0;-;964.5;0.8;-0.8;-6.3;10.6;5765;92.7
BER;201701;48;6;-;957.1;43.4;-3.5;-15.5;7.1;2922;85.7
BER;201702;88;1;-;953.1;62.9;3.4;-4.9;18.5;6571;83.0
BER;201703;151;0;-;953.2;48.0;7.7;-2.2;20.0;10934;76.7
BER;201704;215;0;-;954.6;73.9;8.6;-4.1;22.9;13947;68.1
BER;201705;249;0;-;953.1;77.7;14.1;0.0;29.4;14180;71.4
BER;201706;289;0;-;952.5;91.4;19.5;4.9;32.0;16750;69.2
BER;201707;254;0;-;953.3;61.0;19.3;9.6;31.6;13508;71.3
BER;201708;221;0;-;954.7;99.5;19.1;7.5;33.0;14274;75.6
BER;201709;153;0;-;953.1;55.4;12.5;1.5;24.8;9226;80.4
BER;201710;120;0;-;958.4;35.5;10.3;-1.8;22.5;11522;80.4
BER;201711;51;0;-;953.3;67.0;4.0;-4.1;15.4;3697;85.1
BER;201712;35;1;-;953.2;138.4;0.7;-8.6;11.7;2847;87.4
BER;201801;40;0;-;952.0;142.7;4.2;-3.0;12.7;2805;86.0
BER;201802;63;0;-;948.8;37.1;-1.2;-14.6;7.4;3088;79.4
BER;201803;112;1;-;940.3;94.3;3.2;-10.7;12.8;4862;82.1
BER;201804;227;0;-;949.3;20.6;12.1;-1.6;25.5;14735;66.4
BER;201805;224;0;-;950.8;132.3;14.6;5.7;25.2;11471;78.1
BER;201806;291;0;-;952.8;70.3;18.0;6.3;29.4;16740;72.8
BER;201807;282;0;-;952.6;88.6;20.4;8.8;33.3;18335;68.1
BER;201808;232;0;-;954.2;94.3;20.2;7.5;33.1;16008;69.5
BER;201809;188;0;-;957.2;39.1;16.0;1.9;29.2;14262;73.2
BER;201810;114;0;-;953.1;40.3;10.2;-0.9;22.3;10531;82.5
BER;201811;48;0;-;951.8;23.9;5.0;-3.0;15.3;3020;91.8
BER;201812;34;0;-;957.3;123.6;3.2;-5.5;12.9;2269;89.0
