stn;time;gre000m0;hto000m0;nto000m0;prestam0;rre150m0;tre200m0;sre000m0;tre200mn;tre200mx;ure200m0
ENG;199004;149;1;76;896.8;91.0;4.0;5763;-3.5;17.9;78.7
ENG;199005;223;0;64;902.6;170.6;11.3;10153;0.7;22.0;76.3
ENG;199006;190;0;70;900.2;202.0;12.1;8037;3.4;26.3;82.0
ENG;199007;212;0;55;904.0;86.3;14.9;11213;4.7;27.7;76.9
ENG;199008;188;0;49;904.9;141.0;15.3;11737;5.2;31.3;77.0
ENG;199009;134;0;68;902.2;106.6;10.6;7251;2.0;19.2;82.3
ENG;199010;94;0;59;898.3;137.0;9.3;6880;-0.2;22.3;79.3
ENG;199011;53;12;66;897.0;171.3;1.2;3615;-8.5;13.8;82.9
ENG;199012;33;46;61;898.6;80.9;-3.8;1954;-14.8;8.1;82.2
ENG;199101;48;29;56;904.7;81.1;-2.8;3338;-13.9;9.0;82.7
ENG;199102;99;33;46;897.7;37.1;-3.4;6658;-19.8;11.0;77.0
ENG;199103;117;4;76;896.6;82.4;4.7;5505;-5.8;16.2;78.5
ENG;199104;194;2;63;898.2;152.5;3.7;9349;-7.0;16.4;74.5
ENG;199105;191;1;73;901.0;157.9;5.8;8092;-2.8;21.8;80.0
ENG;199106;190;0;74;900.4;225.9;11.4;7819;1.2;25.4;81.8
ENG;199107;224;0;53;902.4;241.3;16.2;12557;6.1;28.0;79.7
ENG;199108;192;0;50;904.6;36.4;16.0;11758;5.3;27.5;78.2
ENG;199109;136;0;56;901.8;114.5;13.2;8594;2.1;25.0;80.9
ENG;199110;95;1;58;900.0;70.8;5.8;7068;-5.4;21.5;84.4
ENG;199111;47;4;61;898.0;86.7;1.2;3252;-7.9;14.5;84.0
ENG;199112;31;4;40;908.3;217.9;-3.2;2858;-12.1;10.8;79.2
ENG;199201;49;16;40;908.5;17.8;-3.3;3909;-16.8;10.0;78.6
ENG;199202;87;32;54;906.5;115.4;-0.9;6034;-17.0;9.1;76.2
ENG;199203;118;10;66;899.2;193.8;3.0;6455;-7.4;15.0;72.8
ENG;199204;156;4;65;896.7;117.0;5.0;7380;-5.7;22.0;75.5
ENG;199205;218;0;51;902.0;45.8;11.5;10855;-0.5;25.6;70.6
ENG;199206;181;0;75;898.2;142.3;12.2;7134;3.4;24.3;82.1
ENG;199207;194;0;65;903.1;131.6;15.5;9111;7.6;27.8;81.7
ENG;199208;196;0;48;902.3;179.6;17.0;12303;7.0;28.3;75.5
ENG;199209;133;0;53;903.9;97.6;11.5;8511;0.5;24.1;80.2
ENG;199210;56;0;89;892.9;129.7;5.1;2582;-5.4;14.3;89.4
ENG;199211;44;1;61;901.5;219.9;4.4;3104;-8.9;16.7;82.0
ENG;199212;32;10;50;900.4;84.6;-1.3;2105;-12.5;11.8;80.8
ENG;199301;45;5;45;907.7;79.2;0.6;3469;-16.3;15.7;76.6
ENG;199302;97;12;41;906.6;36.8;-2.1;7479;-17.0;9.0;72.4
ENG;199303;139;18;60;902.3;85.9;0.8;8309;-13.2;17.2;75.4
ENG;199304;168;0;63;895.8;143.0;7.2;8177;-5.3;21.5;68.1
ENG;199305;214;0;59;898.4;103.8;11.5;10096;-0.2;25.9;74.5
ENG;199306;193;0;65;901.6;216.1;13.2;8372;4.2;27.3;80.5
ENG;199307;174;0;71;903.1;281.3;13.3;7707;0.9;27.9;83.3
ENG;199308;174;0;55;903.5;144.1;14.6;10369;3.3;26.4;81.7
ENG;199309;121;0;66;897.5;196.7;10.2;6964;0.5;23.4;85.2
ENG;199310;73;2;73;897.2;154.8;5.7;4778;-1.6;19.4;85.2
ENG;199311;49;3;64;899.9;50.4;-1.0;3151;-12.8;13.6;85.8
ENG;199312;30;11;75;896.2;160.2;1.0;1387;-11.1;15.4;75.6
ENG;199401;41;8;66;898.2;116.1;-0.4;2797;-13.7;12.1;79.9
ENG;199402;80;10;69;895.8;38.3;-0.3;3719;-12.9;13.3;75.9
ENG;199403;122;0;66;903.1;64.7;6.4;6851;-2.4;19.0;71.3
ENG;199404;148;3;75;895.0;82.4;3.8;6099;-5.8;21.6;79.7
ENG;199405;174;0;73;897.7;219.9;10.4;7221;2.2;21.0;81.4
ENG;199406;205;0;63;903.7;156.8;13.4;9660;0.1;26.2;76.4
ENG;199407;205;0;49;903.2;182.0;17.2;11466;7.9;29.6;78.0
ENG;199408;164;0;58;901.6;224.6;15.7;9207;8.4;27.9;81.5
ENG;199409;113;0;75;899.6;144.3;11.2;5617;0.9;25.1;85.3
ENG;199410;87;0;58;900.2;59.4;7.2;6463;-2.0;18.5;81.1
ENG;199411;45;0;60;903.3;65.1;5.6;3422;-4.5;18.3;83.7
ENG;199412;30;11;65;903.5;144.1;-0.1;1769;-11.4;9.9;84.5
ENG;199501;38;47;65;899.3;202.1;-3.0;2529;-18.9;11.6;81.4
ENG;199502;77;20;68;899.2;132.4;1.6;4606;-9.2;10.9;81.4
ENG;199503;131;17;61;897.6;151.5;0.2;7068;-12.8;14.3;71.8
ENG;199504;163;2;73;898.9;147.2;5.8;7274;-2.5;19.3;77.2
ENG;199505;186;0;61;899.5;158.8;9.6;8835;-4.2;22.9;74.8
ENG;199506;185;0;70;900.7;163.4;10.8;7619;0.7;25.9;83.5
ENG;199507;212;0;50;902.0;172.5;16.8;12105;8.4;30.8;78.5
ENG;199508;142;0;71;901.7;205.7;13.8;6582;3.4;25.8;84.9
ENG;199509;117;0;74;898.3;153.2;8.8;5669;-1.8;20.8;85.7
ENG;199510;107;0;36;906.3;3.2;10.2;9805;1.4;20.1;78.7
ENG;199511;53;8;51;900.2;106.5;1.4;4254;-13.4;17.9;80.7
ENG;199512;30;10;63;895.9;184.8;-1.5;1542;-14.8;13.3;84.3
ENG;199601;48;10;35;894.8;2.4;-0.3;3618;-9.4;12.0;75.1
ENG;199602;79;29;66;893.8;77.4;-3.5;4412;-16.9;8.8;81.3
ENG;199603;141;12;54;896.4;72.7;-0.4;9142;-14.7;16.7;75.1
ENG;199604;164;-;-;898.5;79.2;5.9;8029;-4.5;20.6;74.8
ENG;199605;184;-;-;897.1;246.5;9.1;7891;-0.3;25.9;81.0
ENG;199606;205;-;-;904.1;105.2;13.6;10231;1.2;27.3;77.1
ENG;199607;198;-;-;902.9;242.9;13.7;9809;4.3;26.7;80.3
ENG;199608;149;-;-;901.3;245.4;13.3;6943;3.7;23.6;87.1
ENG;199609;121;-;-;898.7;97.0;7.9;6178;0.1;19.3;86.0
ENG;199610;77;-;-;901.5;147.7;6.9;5767;-2.1;20.3;82.0
ENG;199611;50;-;-;895.2;198.0;2.1;3159;-11.7;18.9;81.7
ENG;199612;36;-;-;893.6;45.8;-1.7;2023;-16.9;10.8;82.8
ENG;199701;49;-;-;900.8;22.7;-1.9;3318;-13.0;13.5;78.6
ENG;199702;95;-;-;904.9;101.1;1.6;6943;-10.1;15.6;67.7
ENG;199703;148;-;-;905.9;90.5;4.4;8469;-5.0;18.8;73.3
ENG;199704;199;-;-;900.7;125.0;4.3;9989;-7.7;17.4;71.0
ENG;199705;230;-;-;899.3;72.7;10.3;10638;-0.8;23.8;71.9
ENG;199706;178;-;-;896.5;232.2;12.3;5786;3.4;25.9;82.7
ENG;199707;190;-;-;902.8;308.1;13.2;7790;5.1;23.7;83.8
ENG;199708;187;-;-;902.8;175.5;15.9;9975;6.4;26.3;80.7
ENG;199709;171;-;-;905.1;81.2;12.4;11799;4.9;25.0;85.0
ENG;199710;91;-;-;900.1;104.0;6.3;5893;-6.6;20.5;85.6
ENG;199711;59;-;-;892.8;49.0;2.9;4548;-6.1;19.8;78.6
ENG;199712;31;-;-;895.8;138.8;0.3;927;-11.9;12.8;82.6
ENG;199801;50;-;-;899.7;85.4;-1.1;3606;-15.0;12.3;76.4
ENG;199802;115;-;-;906.9;20.4;1.2;9271;-13.2;15.5;69.6
ENG;199803;125;-;-;903.8;76.8;1.9;5781;-13.5;17.8;76.8
ENG;199804;175;-;-;891.0;102.8;5.5;7003;-9.4;19.2;74.2
ENG;199805;220;-;-;899.8;72.9;10.9;9923;0.8;25.4;72.0
ENG;199806;228;-;-;902.8;226.7;14.0;9926;0.4;29.0;75.7
ENG;199807;197;-;-;901.1;121.5;15.1;8036;5.9;29.2;79.0
ENG;199808;188;-;-;903.7;113.5;15.1;9791;2.8;30.4;79.3
ENG;199809;121;-;-;898.3;179.9;10.6;6106;1.7;23.6;84.1
ENG;199810;69;-;-;900.0;171.8;7.1;4039;-1.2;19.0;82.7
ENG;199811;50;-;-;900.0;120.8;-1.6;3336;-16.4;12.7;86.0
ENG;199812;33;-;-;903.5;42.4;-1.6;2096;-13.7;9.6;78.1
ENG;199901;46;-;-;899.7;87.6;0.0;3405;-15.3;11.3;72.5
ENG;199902;67;-;-;898.6;298.5;-3.7;3470;-18.5;7.0;86.6
ENG;199903;132;-;-;896.2;91.2;2.3;7778;-10.1;14.2;76.5
ENG;199904;167;-;-;898.2;184.6;4.9;7177;-6.9;17.1;78.9
ENG;199905;192;-;-;900.7;277.3;12.0;9086;3.9;26.0;76.1
ENG;199906;191;-;-;903.1;196.0;11.9;7458;0.6;26.7;81.8
ENG;199907;194;-;-;902.3;101.8;15.3;9129;6.8;28.0;79.5
ENG;199908;151;-;-;900.6;175.1;14.7;6862;6.0;26.3;84.3
ENG;199909;139;-;-;899.6;133.8;13.3;8908;5.7;24.2;82.4
ENG;199910;91;-;-;901.5;50.5;7.4;7001;-2.0;20.3;83.4
ENG;199911;50;-;-;902.3;131.4;-0.9;3787;-14.5;14.7;85.1
ENG;199912;29;-;-;897.2;186.2;-1.5;1426;-14.2;12.4;81.7
ENG;200001;44;-;-;905.7;62.3;-3.6;3172;-19.5;9.7;81.6
ENG;200002;77;-;-;905.2;115.4;0.7;4868;-11.6;12.0;78.5
ENG;200003;114;-;-;902.5;144.4;2.2;5806;-7.6;16.0;80.0
ENG;200004;167;-;-;892.8;78.3;7.1;8476;-3.4;20.0;68.0
ENG;200005;200;-;-;900.9;101.7;12.0;9166;1.9;24.2;73.1
ENG;200006;219;-;-;905.0;166.0;14.5;11226;3.8;27.5;76.3
ENG;200007;180;-;-;899.9;277.2;12.5;7768;2.4;26.3;84.1
ENG;200008;175;-;-;904.1;205.6;15.7;9969;8.1;27.7;78.3
ENG;200009;147;-;-;900.8;168.7;11.9;10106;1.8;21.9;80.9
ENG;200010;67;-;-;899.9;121.2;7.5;4129;-2.0;19.1;86.7
ENG;200011;50;-;-;893.6;142.6;2.6;3533;-8.0;15.9;80.8
ENG;200012;32;-;-;896.2;23.2;1.8;1621;-12.2;14.2;74.4
ENG;200101;42;-;-;895.9;94.4;-1.4;2873;-13.2;10.2;82.8
ENG;200102;79;-;-;900.2;100.4;0.3;5117;-13.6;13.8;74.9
ENG;200103;101;-;-;891.6;172.2;4.6;4260;-7.9;19.2;80.6
ENG;200104;150;-;-;897.0;221.1;3.5;5635;-6.9;16.5;78.4
ENG;200105;208;-;-;900.3;89.8;12.1;9277;1.2;25.6;75.7
ENG;200106;218;-;-;902.5;256.4;11.9;10550;-0.2;26.9;79.0
ENG;200107;205;-;-;901.8;183.3;15.0;10220;6.3;27.1;80.1
ENG;200108;189;-;-;903.4;161.8;15.8;11110;4.7;29.4;80.1
ENG;200109;107;-;-;899.7;192.6;8.2;4224;-1.1;19.0;86.7
ENG;200110;112;-;-;904.4;63.4;10.7;10011;1.4;21.6;76.7
ENG;200111;51;-;-;903.1;127.3;-0.4;3122;-10.8;12.0;89.2
ENG;200112;34;-;-;902.6;68.0;-4.5;1976;-19.3;11.4;84.3
ENG;200201;54;-;-;907.0;21.2;-1.9;4872;-14.9;15.5;71.0
ENG;200202;68;-;-;899.8;121.1;2.3;3182;-13.2;13.9;77.5
ENG;200203;146;-;-;900.6;118.2;4.0;9199;-8.5;17.2;68.0
ENG;200204;172;-;-;897.4;107.7;5.8;8275;-3.4;17.8;73.3
ENG;200205;193;-;-;899.0;269.0;9.7;8804;0.0;26.0;75.9
ENG;200206;230;-;-;902.3;195.4;15.7;11795;4.3;30.5;75.2
ENG;200207;195;-;-;901.2;197.5;14.6;9236;5.1;26.4;82.1
ENG;200208;160;-;-;900.9;223.4;14.0;7818;7.1;24.4;85.2
ENG;200209;123;-;-;901.8;224.4;9.4;6348;-1.2;19.8;88.3
ENG;200210;91;-;-;898.9;107.0;7.7;7023;-1.7;20.6;78.6
ENG;200211;40;-;-;894.4;316.7;3.7;2282;-6.6;14.9;86.5
ENG;200212;31;-;-;898.0;109.9;0.7;1218;-8.5;12.9;85.9
ENG;200301;40;-;-;897.4;107.6;-3.5;2069;-17.9;13.5;79.4
ENG;200302;112;-;-;900.1;60.8;-4.7;8478;-18.7;9.1;71.8
ENG;200303;169;-;-;904.8;43.0;3.7;11987;-6.0;16.1;66.7
ENG;200304;199;-;-;898.6;91.6;5.9;10302;-10.6;21.2;70.2
ENG;200305;195;-;-;902.7;111.6;11.4;9049;0.0;24.6;75.8
ENG;200306;262;-;-;902.9;148.9;18.2;14066;8.8;29.9;71.4
ENG;200307;207;-;-;902.9;180.1;16.0;10741;8.3;28.7;76.7
ENG;200308;214;-;-;903.9;75.4;18.7;13319;6.4;32.4;68.8
ENG;200309;154;-;-;904.8;79.9;11.3;10317;2.2;22.9;80.4
ENG;200310;89;-;-;896.4;191.5;4.0;5964;-12.0;19.8;84.2
ENG;200311;58;-;-;899.9;67.3;4.4;4357;-4.5;16.5;76.9
ENG;200312;36;-;-;900.3;55.4;0.3;2287;-13.4;16.8;70.4
ENG;200401;38;-;-;894.2;188.9;-1.8;1356;-14.6;11.4;83.9
ENG;200402;90;-;-;901.0;48.9;-1.1;5642;-14.9;11.7;74.3
ENG;200403;140;-;-;901.8;104.9;0.9;7219;-14.4;17.0;75.9
ENG;200404;186;-;-;896.1;93.4;5.9;8591;-4.8;19.0;71.8
ENG;200405;200;-;-;898.6;167.6;8.4;8718;-0.8;23.8;75.7
ENG;200406;197;-;-;903.4;252.8;12.9;8428;4.5;27.2;79.4
ENG;200407;200;-;-;903.0;152.1;14.8;9344;4.1;26.4;79.0
ENG;200408;168;-;-;900.8;210.3;15.1;8208;5.5;26.6;81.1
ENG;200409;142;-;-;905.2;115.6;12.0;8610;1.2;23.4;84.2
ENG;200410;83;-;-;897.7;91.5;9.1;5460;0.5;22.4;85.2
ENG;200411;44;-;-;902.4;51.2;0.7;2911;-8.8;13.3;85.3
ENG;200412;33;-;-;900.7;69.4;-1.7;2367;-13.3;8.7;76.4
ENG;200501;45;-;-;904.3;129.5;-3.2;3396;-19.3;8.5;75.1
ENG;200502;91;-;-;897.7;117.4;-5.2;5682;-18.4;10.7;80.4
ENG;200503;156;-;-;899.1;41.8;1.2;9980;-20.0;14.7;74.1
ENG;200504;171;-;-;897.7;118.9;6.0;7396;-4.1;22.5;74.5
ENG;200505;196;-;-;901.5;182.6;10.5;9670;-0.1;27.2;75.3
ENG;200506;238;-;-;903.7;114.5;15.0;12130;0.4;30.1;72.1
ENG;200507;172;-;-;902.1;142.2;14.9;7666;4.9;28.6;80.2
ENG;200508;141;-;-;902.5;391.6;12.7;6639;4.3;24.0;86.0
ENG;200509;133;-;-;903.1;71.7;12.5;8266;1.8;24.8;83.7
ENG;200510;115;-;-;903.5;73.1;8.7;10043;0.3;22.5;77.0
ENG;200511;56;-;-;900.0;36.6;1.1;4021;-13.3;15.9;80.9
ENG;200512;35;-;-;898.7;92.3;-4.4;1635;-16.9;8.5;86.4
ENG;200601;51;-;-;902.6;35.9;-3.5;3805;-15.1;8.8;77.7
ENG;200602;81;-;-;895.5;72.0;-2.8;4091;-13.5;8.2;81.4
ENG;200603;129;-;-;894.0;143.7;-0.3;6306;-17.7;17.5;80.7
ENG;200604;159;-;-;898.3;153.0;5.4;7138;-6.9;19.3;78.7
ENG;200605;174;-;-;900.0;250.2;10.5;6842;-1.3;22.4;76.7
ENG;200606;236;-;-;903.3;143.5;14.6;11805;0.1;28.6;75.9
ENG;200607;236;-;-;903.8;144.4;18.6;13184;10.8;28.9;78.1
ENG;200608;123;-;-;897.8;262.6;11.7;4853;3.4;23.7;88.0
ENG;200609;141;-;-;900.2;108.0;14.4;9030;5.1;25.5;82.2
ENG;200610;95;-;-;899.1;40.8;10.5;7937;2.3;20.5;80.9
ENG;200611;49;-;-;901.4;28.8;5.6;4275;-4.9;17.9;74.6
ENG;200612;31;-;-;904.7;79.5;-0.2;2894;-10.9;13.7;79.0
ENG;200701;44;-;-;901.7;81.7;1.0;3120;-14.0;13.3;80.7
ENG;200702;83;-;-;894.1;75.9;2.0;5530;-6.8;11.5;74.0
ENG;200703;146;-;-;896.2;117.6;2.4;8505;-8.6;14.8;76.8
ENG;200704;236;-;-;900.3;30.0;10.5;13816;-1.5;22.8;63.9
ENG;200705;198;-;-;895.6;253.8;11.3;8411;-0.8;25.0;73.8
ENG;200706;211;-;-;897.6;186.8;13.8;8015;4.6;25.6;81.2
ENG;200707;210;-;-;899.9;249.5;14.4;9241;3.9;28.6;78.3
ENG;200708;159;-;-;899.3;233.2;13.8;7261;5.9;27.3;85.2
ENG;200709;157;-;-;902.0;131.2;9.9;8993;0.1;20.9;82.5
ENG;200710;104;-;-;902.8;59.0;6.7;7394;-2.5;20.9;83.7
ENG;200711;51;-;-;899.2;79.8;0.2;3271;-12.2;12.1;84.8
ENG;200712;32;-;-;902.2;102.6;-1.8;1966;-14.2;12.9;79.5
ENG;200801;48;-;-;900.6;71.1;1.0;3600;-12.7;12.9;73.0
ENG;200802;105;-;-;905.2;35.4;0.8;8173;-10.3;13.5;74.5
ENG;200803;126;-;-;890.3;118.7;1.2;5164;-14.0;15.6;77.5
ENG;200804;170;-;-;892.7;181.6;4.9;6737;-5.7;17.4;77.9
ENG;200805;225;-;-;896.5;55.3;12.2;10006;1.9;24.2;67.5
ENG;200806;199;-;-;899.9;144.9;13.8;7488;3.2;28.0;82.5
ENG;200807;212;-;-;900.3;242.2;14.5;9674;3.7;25.9;80.5
ENG;200808;184;-;-;899.7;245.1;14.4;8977;4.4;25.0;83.7
ENG;200809;122;-;-;899.7;159.0;9.6;6229;-0.3;24.2;86.4
ENG;200810;95;2;-;900.1;127.8;7.3;5698;-4.3;17.8;84.7
ENG;200811;52;12;-;895.7;82.0;2.0;3286;-11.1;15.9;82.3
ENG;200812;30;28;-;896.8;75.2;-2.0;1474;-13.0;9.2;84.1
ENG;200901;48;36;-;893.2;48.4;-4.5;2862;-15.2;10.1;78.0
ENG;200902;78;66;-;893.5;95.6;-2.2;3093;-15.7;8.9;81.2
ENG;200903;127;80;-;895.5;115.6;0.7;4871;-9.2;9.6;78.8
ENG;200904;212;14;-;895.2;73.8;8.3;11018;0.2;18.8;64.9
ENG;200905;232;0;-;901.6;87.8;12.5;10520;-0.3;28.2;70.4
ENG;200906;209;0;-;899.3;232.0;12.9;8280;4.0;26.9;80.9
ENG;200907;202;0;-;900.8;271.2;15.1;8388;5.4;26.5;79.2
ENG;200908;204;0;-;902.3;134.8;16.4;11302;4.6;27.8;80.0
ENG;200909;153;0;-;902.4;53.6;12.4;8879;3.7;26.8;84.3
ENG;200910;97;2;-;899.6;107.8;6.9;6225;-6.6;22.7;79.9
ENG;200911;51;0;-;894.1;161.3;4.9;3035;-3.7;19.4;78.6
ENG;200912;36;36;-;888.9;92.1;-2.0;1268;-16.9;12.4;82.2
ENG;201001;46;38;-;891.9;47.1;-5.1;2667;-13.6;4.2;83.5
ENG;201002;96;48;-;885.8;29.8;-2.2;4809;-15.5;10.8;72.7
ENG;201003;145;21;-;896.7;65.3;1.3;7438;-12.0;16.8;71.6
ENG;201004;190;0;-;898.9;44.2;6.7;8922;-5.2;22.5;71.7
ENG;201005;152;0;-;895.7;279.0;8.2;4268;0.0;24.2;84.4
ENG;201006;212;0;-;898.1;168.9;13.5;9306;3.9;25.7;79.3
ENG;201007;233;0;-;902.0;285.4;16.4;11706;5.3;29.6;78.5
ENG;201008;149;0;-;900.0;272.8;13.8;6146;3.3;26.8;84.8
ENG;201009;139;0;-;898.9;150.2;10.0;7255;1.9;19.6;84.3
ENG;201010;94;1;-;896.0;87.7;6.4;6024;-4.3;21.9;82.2
ENG;201011;54;6;-;889.2;114.4;1.7;3307;-13.7;17.3;85.8
ENG;201012;35;31;-;891.3;88.5;-3.5;1521;-14.8;12.3;85.8
ENG;201101;51;34;-;898.2;48.1;-2.7;3571;-15.2;10.2;82.1
ENG;201102;93;34;-;898.0;45.4;0.1;6357;-13.6;10.1;75.2
ENG;201103;151;18;-;900.2;44.5;3.5;9462;-6.9;15.8;72.9
ENG;201104;226;0;-;899.7;47.0;9.1;13229;-2.9;22.0;65.4
ENG;201105;231;0;-;901.3;131.4;11.8;11291;0.4;24.9;72.1
ENG;201106;187;0;-;900.5;178.1;13.1;6694;3.5;28.6;82.7
ENG;201107;197;0;-;897.6;221.4;12.9;7960;4.2;28.1;81.5
ENG;201108;217;0;-;900.5;166.2;16.2;12491;4.8;28.5;76.7
ENG;201109;156;0;-;902.1;122.0;13.3;10055;4.1;24.6;83.2
ENG;201110;117;0;-;902.7;150.7;7.2;9582;-4.2;19.4;78.8
ENG;201111;68;0;-;901.4;0.0;5.1;6463;-3.9;20.2;63.9
ENG;201112;25;19;-;898.5;270.2;0.5;1124;-11.5;12.5;83.9
ENG;201201;37;47;-;901.7;143.6;-1.2;1732;-12.5;11.0;82.4
ENG;201202;97;82;-;902.1;22.8;-7.1;5707;-23.8;9.7;83.3
ENG;201203;174;30;-;905.7;36.9;4.4;12386;-6.7;15.8;67.4
ENG;201204;168;0;-;888.5;115.0;5.9;6664;-7.4;22.7;74.4
ENG;201205;223;0;-;898.5;133.7;11.1;9456;-2.8;26.0;72.6
ENG;201206;210;0;-;899.0;253.8;14.2;8978;3.1;28.8;81.4
ENG;201207;194;0;-;900.6;170.8;14.7;8600;4.4;28.7;81.1
ENG;201208;207;0;-;902.0;190.7;16.4;11585;4.7;28.8;78.4
ENG;201209;144;0;-;899.8;136.9;11.5;8015;1.0;23.3;82.3
ENG;201210;95;1;-;895.8;168.0;7.6;6642;-7.3;24.9;83.7
ENG;201211;60;5;-;895.2;82.0;3.7;4737;-6.6;14.1;78.5
ENG;201212;31;52;-;895.2;179.4;-1.3;1106;-14.9;10.4;81.4
ENG;201301;47;49;-;894.5;78.9;-2.2;2408;-16.0;13.7;82.2
ENG;201302;86;117;-;892.6;84.8;-4.8;3973;-15.3;8.2;85.9
ENG;201303;130;66;-;887.4;55.4;0.5;5425;-12.0;10.9;78.3
ENG;201304;182;16;-;896.0;107.7;5.8;7880;-9.7;21.9;79.4
ENG;201305;177;0;-;894.3;253.3;7.9;5616;-0.6;20.0;83.0
ENG;201306;209;0;-;901.1;157.1;12.9;7855;3.5;30.7;76.9
ENG;201307;254;0;-;903.2;138.9;16.8;13062;6.4;30.5;77.1
ENG;201308;197;0;-;902.2;164.3;15.2;10209;6.1;30.0;80.7
ENG;201309;133;0;-;900.0;149.4;12.0;7415;3.4;25.2;83.4
ENG;201310;96;0;-;899.9;97.8;9.4;6603;-0.1;21.5;83.8
ENG;201311;47;13;-;896.3;144.8;0.5;2426;-12.9;14.6;87.6
ENG;201312;36;19;-;902.7;45.9;0.0;3230;-13.4;11.6;69.9
ENG;201401;45;8;-;891.7;61.9;0.5;2314;-10.1;11.1;78.1
ENG;201402;91;26;-;891.5;80.8;1.0;5534;-4.9;9.7;75.9
ENG;201403;160;13;-;897.7;61.0;3.8;10577;-7.6;17.7;71.6
ENG;201404;186;1;-;896.3;94.1;7.8;9015;-2.9;18.4;72.3
ENG;201405;182;0;-;898.5;196.1;9.1;6949;-0.5;22.5;77.3
ENG;201406;231;0;-;900.3;153.6;14.4;10616;3.6;30.8;75.0
ENG;201407;175;0;-;899.0;382.8;14.7;7122;4.9;28.6;83.3
ENG;201408;153;0;-;899.2;224.6;13.2;6033;4.3;26.2;85.5
ENG;201409;141;0;-;901.1;83.2;12.1;7498;2.7;21.5;84.2
ENG;201410;105;0;-;900.6;111.9;10.0;7869;-1.8;22.3;81.1
ENG;201411;61;2;-;893.7;122.6;6.0;4485;-2.4;16.3;78.0
ENG;201412;26;5;-;900.2;85.5;0.1;1023;-15.0;12.4;85.6
ENG;201501;41;27;-;898.2;134.9;-0.6;1955;-10.6;16.1;79.5
ENG;201502;88;49;-;895.2;45.7;-2.7;5140;-12.2;7.6;80.5
ENG;201503;135;24;-;900.1;150.8;3.3;8254;-9.3;15.2;73.3
ENG;201504;200;1;-;901.4;101.7;6.7;10776;-8.4;20.2;69.3
ENG;201505;192;0;-;899.5;261.6;10.6;8247;-0.1;25.1;78.2
ENG;201506;230;0;-;902.4;176.2;14.9;10761;6.5;27.8;78.1
ENG;201507;236;0;-;901.6;91.8;18.7;12255;5.8;33.1;69.6
ENG;201508;205;0;-;901.0;135.5;16.7;11486;7.2;30.6;78.7
ENG;201509;117;0;-;900.1;121.6;10.0;5333;1.8;23.5;84.5
ENG;201510;99;0;-;899.1;72.2;6.6;6587;-1.8;17.8;85.4
ENG;201511;65;-;-;902.9;124.7;5.3;5873;-11.4;20.5;71.8
ENG;201512;36;-;-;909.1;17.8;3.0;3343;-5.0;10.5;67.9
ENG;201601;40;-;-;895.9;115.9;0.1;2197;-15.9;10.6;80.4
ENG;201602;72;-;-;893.7;131.1;1.1;3773;-9.1;12.9;81.5
ENG;201603;147;-;-;894.1;57.3;1.6;8084;-10.5;17.4;74.3
ENG;201604;174;-;-;894.5;163.1;6.4;7380;-4.2;18.7;74.9
ENG;201605;202;-;-;896.4;254.3;9.6;8792;-0.8;24.3;74.3
ENG;201606;204;-;-;899.0;203.6;13.2;7770;4.8;29.8;84.3
ENG;201607;227;-;-;902.8;220.4;16.0;10949;3.4;29.4;79.5
ENG;201608;194;-;-;904.1;196.4;15.6;10451;6.1;28.9;80.3
ENG;201609;156;-;-;902.7;111.5;13.5;9514;4.9;23.6;82.2
ENG;201610;93;-;-;901.4;84.8;6.3;6167;-2.2;20.0;86.0
ENG;201611;50;-;-;896.6;71.9;3.6;2520;-7.3;15.7;80.7
ENG;201612;37;-;-;908.5;1.9;0.9;3843;-6.3;8.9;63.9
ENG;201701;50;-;-;900.4;106.5;-4.8;3864;-15.9;7.0;78.5
ENG;201702;92;-;-;898.0;62.5;1.5;5962;-6.6;15.0;77.0
ENG;201703;147;-;-;898.9;150.5;5.9;9377;-6.2;18.9;72.1
ENG;201704;188;-;-;900.2;131.1;5.6;8913;-6.6;20.2;75.1
ENG;201705;245;-;-;899.8;121.5;11.5;11798;-1.5;27.4;71.7
ENG;201706;242;-;-;900.2;159.3;16.4;10914;3.3;30.0;75.4
ENG;201707;200;-;-;901.1;198.2;15.9;8468;7.6;29.3;78.7
ENG;201708;191;-;-;902.5;260.9;16.3;10388;6.1;29.2;79.1
ENG;201709;124;-;-;899.7;154.1;9.9;5747;0.6;21.2;83.1
ENG;201710;110;-;-;904.4;121.5;8.7;8530;-1.8;19.8;76.7
ENG;201711;56;-;-;898.1;135.9;0.9;3547;-8.1;13.5;83.5
ENG;201712;32;-;-;897.3;124.8;-1.8;1965;-12.4;11.1;82.4
ENG;201801;40;-;-;896.9;248.0;2.5;2383;-5.7;13.1;77.4
ENG;201802;72;-;-;892.8;67.4;-4.9;2860;-19.2;4.4;85.2
ENG;201803;119;-;-;885.9;152.4;1.3;4427;-11.9;13.8;79.6
ENG;201804;227;-;-;896.2;39.5;10.1;12305;-4.1;23.1;59.5
ENG;201805;203;-;-;897.8;116.4;11.7;8928;3.5;24.1;79.3
ENG;201806;263;-;-;900.2;80.6;15.0;12280;4.2;27.0;75.5
ENG;201807;231;-;-;900.7;103.4;17.1;11233;7.7;28.1;72.7
ENG;201808;199;-;-;902.2;169.0;16.5;10409;5.8;30.1;77.2
