stn;time;gre000m0;prestam0;sre000m0;tre200mx;hto000m0;nto000m0;rre150m0;tre200m0;tre200mn;ure200m0
ANT;201007;-;-;-;-;0;63;113.0;14.5;3.1;67.6
ANT;201008;-;-;-;-;0;74;186.0;12.0;1.4;71.9
ANT;201009;-;-;-;-;0;65;96.4;8.1;-0.4;71.9
ANT;201010;-;-;-;-;4;62;112.4;4.4;-8.3;69.3
ANT;201011;-;-;-;-;21;76;182.4;-0.1;-17.3;72.7
ANT;201012;-;-;-;-;44;70;111.0;-5.6;-20.0;73.6
ANT;201101;-;-;-;-;44;53;43.7;-4.4;-18.6;71.0
ANT;201102;-;-;-;-;48;51;37.4;-2.5;-12.9;68.0
ANT;201103;-;-;-;-;38;50;38.9;1.2;-9.9;66.2
ANT;201104;-;-;-;-;1;56;28.2;6.7;-4.0;62.3
ANT;201105;-;-;-;-;0;60;95.3;9.7;-2.0;65.7
ANT;201106;-;-;-;-;0;75;121.4;11.3;2.0;72.6
ANT;201107;-;-;-;-;0;71;145.6;11.3;3.3;68.1
ANT;201108;-;-;-;-;0;55;102.3;14.2;-3.0;65.0
ANT;201109;-;-;-;-;0;53;96.2;11.1;1.2;73.6
ANT;201110;-;-;-;-;2;36;111.6;4.6;-6.3;66.5
ANT;201111;-;-;-;-;0;34;24.4;1.7;-6.8;61.2
ANT;201112;-;-;-;-;62;73;316.1;-2.3;-14.3;75.5
ANT;201201;-;-;-;-;172;63;238.6;-4.5;-17.1;75.7
ANT;201202;-;-;-;-;188;55;52.5;-9.5;-27.3;69.3
ANT;201203;-;-;-;-;170;43;70.0;1.0;-12.5;65.6
ANT;201204;-;-;-;-;84;80;178.6;3.3;-10.1;68.4
ANT;201205;-;-;-;-;2;65;103.0;8.5;-5.7;63.2
ANT;201206;-;-;-;-;0;69;149.3;12.6;2.2;75.1
ANT;201207;-;-;-;-;0;64;126.9;12.9;0.7;85.0
ANT;201208;-;-;-;-;0;53;156.9;14.5;4.0;82.1
ANT;201209;-;-;-;-;0;55;128.1;9.4;-1.0;82.5
ANT;201210;-;-;-;-;3;61;149.0;5.8;-10.0;81.2
ANT;201211;-;-;-;-;3;58;145.9;1.2;-8.3;81.2
ANT;201212;-;-;-;-;78;74;197.9;-3.6;-20.0;84.6
ANT;201301;-;-;-;-;90;60;78.1;-4.9;-19.1;82.7
ANT;201302;-;-;-;-;125;68;99.7;-6.5;-21.4;82.8
ANT;201303;-;-;-;-;96;66;31.1;-0.9;-15.0;79.9
ANT;201304;-;-;-;-;48;66;170.5;4.2;-11.3;79.9
ANT;201305;-;-;-;-;1;83;273.7;6.3;-2.5;85.4
ANT;201306;-;-;-;-;0;66;97.0;10.6;1.4;80.7
ANT;201307;-;-;-;-;0;51;116.3;14.8;4.0;78.3
ANT;201308;-;-;-;-;0;58;234.3;13.1;3.1;82.2
ANT;201309;-;-;-;-;0;64;117.8;9.7;0.3;84.0
ANT;201310;-;-;-;-;2;72;113.5;7.6;-2.0;81.3
ANT;201311;-;-;-;-;20;65;155.9;-1.6;-19.5;83.5
ANT;201312;47;860.6;4936;9.3;36;34;74.8;-4.9;-22.9;68.7
ANT;201401;59;849.6;3489;9.3;63;63;30.0;-1.6;-22.5;68.7
ANT;201402;99;849.7;4154;5.0;106;69;67.0;-1.5;-16.2;71.1
ANT;201403;189;855.2;10147;11.1;97;52;35.9;-0.5;-17.9;69.9
ANT;201404;221;853.9;9367;15.1;14;67;90.7;4.6;-6.8;71.5
ANT;201405;224;856.3;7455;17.7;1;75;141.3;6.6;-4.4;74.3
ANT;201406;268;858.7;12372;25.7;0;66;74.3;11.3;-0.9;75.0
ANT;201407;195;857.5;7225;25.6;0;78;140.9;12.2;0.2;81.0
ANT;201408;188;857.4;7393;21.4;0;81;131.7;10.8;0.1;82.0
ANT;201409;158;859.4;8047;19.8;0;68;38.4;9.7;-2.3;78.6
ANT;201410;98;859.1;6344;19.4;2;61;98.8;6.8;-9.9;77.3
ANT;201411;59;852.8;3828;15.9;11;69;314.1;3.3;-10.4;77.4
ANT;201412;39;856.8;1511;9.0;6;77;30.0;-1.6;-15.7;79.4
ANT;201501;55;854.9;3399;11.8;34;66;90.5;-3.5;-19.9;73.0
ANT;201502;103;851.9;4674;6.4;67;61;26.8;-6.1;-22.1;72.3
ANT;201503;163;857.1;7110;13.4;53;66;89.6;-0.2;-17.3;71.9
ANT;201504;238;858.7;10805;15.3;17;62;38.8;3.1;-19.2;68.4
ANT;201505;224;857.4;8709;21.6;1;81;151.5;7.6;-3.2;76.6
ANT;201506;264;860.8;11814;24.3;0;67;86.4;12.1;2.1;75.2
ANT;201507;287;860.7;15924;29.2;0;51;50.2;15.4;1.4;72.8
ANT;201508;213;860.0;11347;27.4;0;61;102.3;14.0;2.5;75.4
ANT;201509;139;858.1;6569;18.0;0;74;141.0;7.6;-3.1;81.2
ANT;201510;105;857.0;6148;16.8;0;65;73.9;5.1;-6.7;76.1
ANT;201511;77;860.4;7379;20.3;8;43;54.6;0.8;-21.5;72.3
ANT;201512;50;866.7;5946;11.0;16;29;6.1;-2.5;-16.0;73.2
ANT;201601;56;853.0;3498;7.3;36;66;70.2;-3.9;-23.0;74.8
ANT;201602;92;851.0;3158;10.5;67;80;77.8;-1.4;-20.4;75.2
ANT;201603;179;851.3;8267;8.3;80;59;29.7;-2.6;-20.8;71.6
ANT;201604;191;852.4;5770;14.4;7;80;90.1;3.7;-9.8;72.2
ANT;201605;221;854.6;6897;18.8;1;78;107.0;6.8;-3.3;73.2
ANT;201606;242;857.1;8122;27.2;0;75;118.3;10.8;-0.4;80.1
ANT;201607;259;861.2;12499;24.8;0;62;77.3;13.2;1.0;78.4
ANT;201608;226;862.5;12089;24.2;0;55;63.6;12.6;2.3;78.3
ANT;201609;184;861.1;11438;21.1;0;55;79.6;10.8;-0.5;78.8
ANT;201610;106;859.1;7202;16.3;0;62;41.5;4.0;-6.3;78.1
ANT;201611;63;854.6;5162;14.5;11;74;50.2;0.5;-15.7;78.8
ANT;201612;47;865.6;6978;9.6;0;27;1.5;-3.3;-13.5;72.3
ANT;201701;62;856.5;5716;6.7;39;-;35.2;-7.5;-24.0;71.8
ANT;201702;103;855.7;5074;9.8;46;-;20.3;-1.1;-21.5;72.0
ANT;201703;163;856.7;7875;13.3;65;-;172.1;1.6;-13.8;74.8
ANT;201704;233;857.2;10299;16.6;8;-;63.0;2.5;-15.0;73.7
ANT;201705;264;858.0;12181;23.6;1;-;46.7;8.5;-10.3;70.7
ANT;201706;271;858.9;12918;26.9;0;-;127.7;13.5;-0.3;74.0
ANT;201707;241;859.8;10403;24.5;0;-;92.8;13.2;2.5;77.7
ANT;201708;211;861.4;11296;27.2;0;-;144.2;13.6;1.0;77.8
ANT;201709;157;857.5;7241;17.4;1;-;131.0;6.9;-3.5;80.6
ANT;201710;116;861.9;8483;20.9;0;-;69.0;5.4;-6.3;75.5
ANT;201711;68;854.9;4227;12.7;20;-;86.8;-1.6;-12.9;78.8
ANT;201712;43;854.2;3163;8.5;67;-;109.7;-5.6;-19.8;79.3
ANT;201801;55;854.4;3518;8.9;112;-;261.1;-1.9;-19.3;77.5
ANT;201802;105;849.0;3965;6.1;139;-;40.2;-7.6;-26.9;77.4
ANT;201803;160;843.7;4662;6.9;134;-;126.7;-1.4;-24.6;75.8
ANT;201804;232;855.5;9670;17.2;79;-;80.4;5.1;-9.9;67.3
ANT;201805;223;856.2;8252;21.0;0;-;66.4;9.3;-0.5;74.5
ANT;201806;283;858.5;13761;23.6;0;-;60.6;12.2;1.2;74.1
ANT;201807;280;859.5;14833;25.5;0;-;34.5;14.2;2.9;72.5
ANT;201808;224;861.1;11791;27.8;0;-;75.6;14.0;0.8;76.1
ANT;201809;190;862.6;11873;23.4;0;-;43.0;10.7;-2.0;77.3
ANT;201810;104;858.3;7875;18.5;3;-;236.1;6.4;-7.1;73.6
ANT;201811;57;855.6;3404;12.6;2;-;41.6;2.9;-10.4;72.7
ANT;201812;39;858.6;2810;9.1;25;-;161.6;-3.3;-25.4;78.9
