stn;time;gre000m0;hto000m0;nto000m0;prestam0;rre150m0;tre200m0;tre200mn;tre200mx;ure200m0;sre000m0
RAG;194701;-;-;67;957.0;53.9;-3.6;-16.8;7.9;77.1;-
RAG;194702;-;-;72;945.1;24.7;0.3;-13.0;13.1;73.6;-
RAG;194703;-;-;77;949.5;91.8;7.0;-7.0;19.7;68.3;-
RAG;194704;-;-;46;961.3;24.7;12.0;-2.5;28.1;61.0;-
RAG;194705;-;-;64;955.9;57.3;16.0;4.0;28.4;65.2;-
RAG;194706;-;-;52;958.1;78.6;18.3;5.4;32.5;66.1;-
RAG;194707;-;-;46;958.0;137.2;19.7;9.1;34.8;69.7;-
RAG;194708;-;-;41;957.9;86.3;19.7;7.3;33.5;65.0;-
RAG;194709;-;-;36;960.0;44.1;17.6;3.8;32.9;62.7;-
RAG;194710;-;-;50;960.7;37.7;9.5;-1.9;21.3;78.8;-
RAG;194711;-;-;77;956.6;263.9;5.8;-7.0;16.4;82.5;-
RAG;194712;-;-;85;954.8;147.4;0.2;-10.7;13.0;83.7;-
RAG;194801;-;-;73;948.7;104.8;3.9;-7.3;14.4;70.9;-
RAG;194802;-;-;68;960.7;131.9;1.7;-12.1;16.6;72.2;-
RAG;194803;-;-;35;967.4;55.1;8.6;-1.4;18.4;63.2;-
RAG;194804;-;-;54;953.9;58.7;11.1;-0.6;23.9;59.8;-
RAG;194805;-;-;57;953.7;32.6;15.5;3.7;26.8;61.7;-
RAG;194806;-;-;65;956.7;220.7;15.4;3.2;29.4;71.4;-
RAG;194807;-;-;73;958.0;169.1;15.5;5.1;29.9;76.5;-
RAG;194808;-;-;64;956.9;147.9;17.5;7.5;29.4;75.8;-
RAG;194809;-;-;43;959.4;79.0;14.7;2.7;28.0;74.8;-
RAG;194810;-;-;57;959.4;54.7;10.0;-0.3;22.4;79.9;-
RAG;194811;-;-;56;965.1;15.2;4.1;-8.5;17.7;81.4;-
RAG;194812;-;-;63;963.2;19.5;-0.6;-19.6;15.4;80.7;-
RAG;194901;-;-;64;963.9;137.5;0.2;-10.6;10.5;83.0;-
RAG;194902;-;-;37;967.9;20.9;1.0;-15.6;14.7;68.6;-
RAG;194903;-;-;60;957.8;75.4;3.2;-13.2;19.1;65.0;-
RAG;194904;-;-;56;959.2;114.8;12.3;-2.0;26.2;64.5;-
RAG;194905;-;-;78;953.6;66.3;12.4;1.3;27.3;71.1;-
RAG;194906;-;-;57;958.4;56.5;16.5;4.8;27.9;62.6;-
RAG;194907;-;-;45;959.5;90.1;19.6;9.0;33.0;60.9;-
RAG;194908;-;-;56;960.7;96.7;18.4;8.1;33.5;66.9;-
RAG;194909;-;-;42;960.0;58.1;17.9;8.2;29.0;71.2;-
RAG;194910;-;-;44;961.2;44.7;11.7;-1.2;23.9;76.0;-
RAG;194911;-;-;71;951.3;52.5;4.4;-5.4;19.8;79.2;-
RAG;194912;-;-;56;957.1;80.3;2.3;-6.1;14.2;78.2;-
RAG;195001;-;-;58;960.1;90.9;-1.5;-12.8;6.4;80.0;-
RAG;195002;-;-;62;955.2;85.9;3.5;-4.9;15.1;70.1;-
RAG;195003;-;-;42;959.9;29.4;6.2;-6.7;19.5;66.3;-
RAG;195004;-;-;72;950.8;130.5;7.8;-1.4;22.4;68.6;-
RAG;195005;-;-;55;956.7;55.0;15.6;5.7;29.6;62.7;-
RAG;195006;-;-;44;959.5;76.4;18.8;10.3;34.7;65.8;-
RAG;195007;-;-;49;957.8;109.1;20.2;10.1;33.3;65.9;-
RAG;195008;-;-;57;956.7;134.3;18.0;9.5;32.3;76.0;-
RAG;195009;-;-;60;957.3;116.9;13.7;5.2;25.2;79.2;-
RAG;195010;-;-;50;960.4;11.6;8.8;-3.8;21.0;80.5;-
RAG;195011;-;-;71;953.3;218.6;5.1;-2.3;17.6;78.4;-
RAG;195012;-;-;75;948.8;25.1;-1.1;-9.8;14.8;85.6;-
RAG;195101;-;-;66;952.7;151.6;1.7;-4.9;9.7;86.3;-
RAG;195102;-;-;74;949.5;113.8;3.3;-5.8;14.6;76.4;-
RAG;195103;-;-;70;950.0;97.3;4.1;-6.4;18.2;69.0;-
RAG;195104;-;-;56;956.6;104.2;9.0;-0.3;22.6;61.4;-
RAG;195105;-;-;64;952.1;60.2;13.0;2.6;28.8;66.0;-
RAG;195106;-;-;65;957.4;125.0;16.1;8.0;30.5;71.0;-
RAG;195107;-;-;47;959.6;86.7;18.4;9.8;31.2;70.5;-
RAG;195108;-;-;56;956.6;120.4;17.9;8.1;30.1;75.4;-
RAG;195109;-;-;55;958.9;45.6;15.5;4.1;30.0;76.0;-
RAG;195110;-;-;64;958.3;25.3;8.5;0.6;19.7;81.4;-
RAG;195111;-;-;77;952.0;102.0;7.8;-2.1;21.1;72.8;-
RAG;195112;-;-;49;960.9;28.7;1.8;-5.9;14.6;80.6;-
RAG;195201;-;-;71;954.0;93.3;-1.5;-12.9;9.7;86.9;-
RAG;195202;-;-;71;957.3;97.9;-1.8;-11.7;9.8;81.1;-
RAG;195203;-;-;68;952.7;74.0;5.6;-4.0;19.4;81.2;-
RAG;195204;-;-;54;957.1;33.1;11.5;-3.7;25.2;71.0;-
RAG;195205;-;-;63;957.4;91.3;14.3;1.1;25.7;69.3;-
RAG;195206;-;-;58;959.7;84.0;17.6;9.7;30.2;76.2;-
RAG;195207;-;-;48;959.1;80.6;20.7;9.4;35.7;72.2;-
RAG;195208;-;-;52;956.7;138.1;18.6;8.2;34.7;77.3;-
RAG;195209;-;-;69;955.9;194.6;11.4;1.3;22.3;85.6;-
RAG;195210;-;-;75;956.0;145.7;8.5;-0.5;23.2;88.5;-
RAG;195211;-;-;74;952.9;219.8;2.3;-9.0;14.5;86.6;-
RAG;195212;-;-;81;953.4;81.0;-0.1;-8.0;10.7;89.3;-
RAG;195301;-;-;55;958.8;37.3;-4.5;-17.6;8.9;90.5;-
RAG;195302;-;-;57;957.0;34.7;-1.6;-11.8;9.7;84.4;-
RAG;195303;-;-;34;966.8;5.8;5.6;-5.8;23.0;68.5;-
RAG;195304;-;-;56;954.3;108.9;10.6;0.2;22.0;74.1;-
RAG;195305;-;-;53;956.8;80.3;14.5;-0.9;32.3;67.3;-
RAG;195306;-;-;80;953.5;182.3;15.1;3.3;27.4;76.5;-
RAG;195307;-;-;60;958.0;173.1;18.2;8.6;30.2;74.5;-
RAG;195308;-;-;51;960.7;87.8;17.3;8.1;28.7;75.9;-
RAG;195309;-;-;53;958.5;98.2;16.2;5.2;27.7;73.0;-
RAG;195310;-;-;58;959.2;67.2;11.3;0.6;22.4;78.5;-
RAG;195311;-;-;52;965.4;13.0;3.2;-6.0;14.8;81.1;-
RAG;195312;-;-;65;962.4;37.9;3.4;-5.7;17.1;78.5;-
RAG;195401;-;-;78;956.4;136.2;-3.5;-16.2;9.4;79.4;-
RAG;195402;-;-;72;951.2;38.3;-1.3;-16.6;12.2;78.9;-
RAG;195403;-;-;53;951.0;24.9;7.2;-3.2;18.6;63.7;-
RAG;195404;-;-;79;957.7;70.3;6.9;-1.4;18.0;74.9;-
RAG;195405;-;-;66;955.1;114.5;12.1;1.8;25.8;70.2;-
RAG;195406;-;-;68;957.1;145.1;16.3;7.2;29.8;73.4;-
RAG;195407;-;-;75;957.1;151.5;15.5;7.2;28.1;74.7;-
RAG;195408;-;-;62;955.9;211.5;16.2;7.4;30.1;74.7;-
RAG;195409;-;-;60;959.6;138.7;14.7;1.9;26.8;75.9;-
RAG;195410;-;-;50;960.7;86.8;9.4;-0.2;21.8;79.3;-
RAG;195411;-;-;57;957.4;42.5;5.9;-6.7;17.0;73.0;-
RAG;195412;-;-;74;957.8;205.7;1.4;-6.7;15.2;87.0;-
RAG;195501;-;-;72;951.7;107.9;1.1;-7.9;14.5;78.2;-
RAG;195502;-;-;81;946.2;148.5;0.5;-7.4;14.8;77.3;-
RAG;195503;-;-;59;953.7;27.9;2.6;-8.8;23.5;69.0;-
RAG;195504;-;-;51;960.9;88.7;8.5;-1.8;27.3;67.2;-
RAG;195505;-;-;58;958.2;89.9;12.2;0.8;26.3;66.7;-
RAG;195506;-;-;70;957.7;111.0;16.1;4.5;28.6;71.5;-
RAG;195507;-;-;71;957.8;166.6;17.2;9.1;30.7;78.1;-
RAG;195508;-;-;62;959.1;107.9;16.3;6.6;25.4;75.6;-
RAG;195509;-;-;51;959.4;67.4;13.5;3.2;23.6;77.9;-
RAG;195510;-;-;56;957.1;58.8;8.2;-2.2;18.8;79.5;-
RAG;195511;-;-;55;959.9;14.9;3.2;-14.8;20.9;76.9;-
RAG;195512;-;-;68;955.4;91.2;3.2;-2.9;11.8;81.9;-
RAG;195601;-;-;67;955.2;79.4;2.1;-6.9;12.3;74.1;-
RAG;195602;-;-;74;955.4;24.4;-9.9;-26.5;3.5;74.4;-
RAG;195603;-;-;60;956.3;96.1;5.5;-8.8;19.2;61.1;-
RAG;195604;-;-;65;951.8;99.6;7.9;-4.0;20.8;66.1;-
RAG;195605;-;-;53;961.1;129.1;13.3;2.3;30.9;68.1;-
RAG;195606;-;-;77;959.4;173.9;13.6;1.0;27.2;72.9;-
RAG;195607;-;-;58;958.1;120.0;17.5;7.7;31.7;70.4;-
RAG;195608;-;-;67;955.9;208.3;16.0;6.2;28.2;76.1;-
RAG;195609;-;-;47;959.7;70.6;15.8;7.5;27.3;71.4;-
RAG;195610;-;-;49;962.0;124.7;7.6;-1.4;24.4;77.5;-
RAG;195611;-;-;74;958.9;62.7;1.7;-5.8;13.1;80.3;-
RAG;195612;-;-;55;963.3;15.3;0.7;-9.5;13.3;74.4;-
RAG;195701;-;-;58;963.0;26.6;-1.5;-17.3;14.0;81.8;-
RAG;195702;-;-;69;953.9;99.5;5.4;-2.5;15.8;70.3;-
RAG;195703;-;-;48;957.6;66.0;8.8;-4.7;21.4;70.7;-
RAG;195704;-;-;65;956.8;62.3;8.7;-2.9;22.8;74.8;-
RAG;195705;-;-;71;955.5;85.5;9.9;-2.4;23.2;73.2;-
RAG;195706;-;-;60;958.1;104.5;17.0;5.3;30.2;69.2;-
RAG;195707;-;-;66;958.2;155.2;17.5;8.6;32.8;77.9;-
RAG;195708;-;-;60;958.2;181.5;15.9;7.1;29.3;79.0;-
RAG;195709;-;-;61;958.4;103.5;13.0;4.0;26.8;81.7;-
RAG;195710;-;-;40;960.3;19.8;8.8;-0.5;21.7;82.9;-
RAG;195711;-;-;69;958.6;24.0;4.8;-4.0;18.0;83.0;-
RAG;195712;-;-;54;956.6;29.2;0.9;-8.4;15.6;75.5;-
RAG;195801;-;-;59;956.0;72.8;-0.9;-10.7;9.2;76.5;-
RAG;195802;-;-;71;955.5;204.4;2.8;-11.4;17.2;78.7;-
RAG;195803;-;-;62;951.1;46.0;0.9;-10.8;17.3;79.4;-
RAG;195804;-;-;67;954.8;115.6;6.3;-2.4;19.2;70.8;-
RAG;195805;-;-;58;958.7;62.6;15.8;3.0;28.8;64.5;-
RAG;195806;-;-;64;956.1;124.9;15.8;5.3;28.7;68.0;-
RAG;195807;-;-;64;957.8;115.0;18.1;8.8;32.7;73.2;-
RAG;195808;-;-;61;957.4;123.9;18.0;8.6;31.2;73.2;-
RAG;195809;-;-;43;960.0;60.8;15.9;3.6;26.4;73.7;-
RAG;195810;-;-;70;962.2;201.8;8.1;-1.9;25.8;81.8;-
RAG;195811;-;-;79;959.6;41.0;3.5;-3.5;11.3;85.4;-
RAG;195812;-;-;66;950.1;82.9;2.4;-9.9;14.1;73.3;-
RAG;195901;-;12;69;955.8;63.8;-0.1;-10.6;14.7;75.4;4374
RAG;195902;-;0;26;969.8;26.2;1.9;-7.7;14.7;70.6;9948
RAG;195903;-;0;62;956.4;47.8;9.1;-0.5;18.8;62.6;7182
RAG;195904;-;0;49;952.8;70.5;10.3;-3.2;25.8;59.3;10692
RAG;195905;-;0;56;955.2;85.8;13.8;2.3;25.7;62.2;13506
RAG;195906;-;0;74;959.9;142.7;15.9;6.1;28.3;70.1;8694
RAG;195907;-;0;48;959.1;81.2;19.0;9.8;30.5;66.8;14184
RAG;195908;-;0;61;959.1;43.3;17.4;5.2;27.7;69.3;10620
RAG;195909;-;0;41;959.7;31.7;15.2;4.6;25.3;70.9;11754
RAG;195910;-;0;41;959.3;109.2;9.6;0.3;23.6;73.1;9666
RAG;195911;-;0;65;955.5;75.3;3.6;-5.4;17.2;75.8;5232
RAG;195912;-;0;67;950.2;61.3;3.4;-5.9;13.7;72.7;2994
RAG;196001;-;5;67;956.4;65.6;0.1;-16.2;16.3;72.0;3942
RAG;196002;-;0;66;952.6;25.0;2.7;-12.0;23.8;72.4;5316
RAG;196003;-;0;70;951.9;53.6;7.6;-2.2;20.0;62.5;7344
RAG;196004;-;0;68;956.9;59.3;8.8;0.4;22.0;67.5;9156
RAG;196005;-;0;60;957.5;64.5;14.6;0.4;28.2;62.8;12612
RAG;196006;-;0;63;959.3;89.5;17.1;6.7;29.4;66.4;12270
RAG;196007;-;0;73;957.6;159.5;15.6;6.1;28.6;71.7;8886
RAG;196008;-;0;62;956.3;179.7;16.8;8.6;31.2;70.7;11094
RAG;196009;-;0;66;956.7;157.9;13.0;4.9;24.2;76.2;7908
RAG;196010;-;0;72;950.4;93.5;10.5;1.3;26.2;66.6;6042
RAG;196011;-;0;69;954.0;66.5;7.1;-0.7;18.7;68.7;5106
RAG;196012;-;3;74;950.7;70.1;0.5;-10.0;14.8;79.9;2628
RAG;196101;-;7;77;956.2;34.2;0.1;-11.1;10.0;77.5;3318
RAG;196102;-;3;49;964.2;91.4;4.9;-1.2;17.7;69.8;7218
RAG;196103;-;0;43;965.3;49.8;6.5;-2.4;20.3;66.5;11178
RAG;196104;-;0;65;952.6;46.5;12.2;4.0;24.1;66.7;8004
RAG;196105;-;0;71;955.9;171.3;11.6;1.6;26.1;69.0;10854
RAG;196106;-;0;59;958.2;89.6;17.0;7.2;31.4;68.8;12702
RAG;196107;-;0;58;958.4;110.8;16.7;6.6;29.8;68.7;12630
RAG;196108;-;0;44;960.9;142.2;16.9;7.3;29.4;71.9;13236
RAG;196109;-;0;38;960.2;23.0;17.9;7.0;29.8;68.7;12090
RAG;196110;-;0;46;956.7;49.7;11.3;-0.8;25.3;71.9;10134
RAG;196111;-;0;54;953.4;27.5;4.3;-5.1;16.7;75.2;6330
RAG;196112;-;0;62;955.7;78.4;1.9;-10.7;17.8;78.1;3276
RAG;196201;-;3;69;959.7;84.4;1.6;-12.1;11.7;74.3;4134
RAG;196202;-;10;70;959.9;90.5;0.1;-14.1;10.0;75.4;5496
RAG;196203;-;0;70;949.7;40.4;2.7;-6.4;18.8;65.3;7386
RAG;196204;-;0;63;955.6;64.9;9.2;-0.8;25.0;61.2;9744
RAG;196205;-;0;72;956.7;152.7;11.1;-1.2;29.0;70.1;8886
RAG;196206;-;0;53;961.3;74.6;15.5;1.1;30.6;63.5;12090
RAG;196207;-;0;60;958.3;101.7;17.1;5.4;32.8;68.6;11604
RAG;196208;-;0;39;959.9;163.2;18.4;8.5;30.5;72.5;15438
RAG;196209;-;0;51;958.6;59.9;14.4;1.6;29.4;69.5;10224
RAG;196210;-;0;43;960.7;28.0;9.9;0.0;23.1;75.2;9204
RAG;196211;-;0;64;953.6;26.3;4.3;-8.4;21.3;68.1;5226
RAG;196212;-;19;72;955.4;156.4;-3.8;-21.9;8.3;81.8;1734
RAG;196301;-;20;71;956.5;39.8;-6.1;-21.2;12.3;77.0;2808
RAG;196302;-;21;58;948.9;17.8;-4.3;-20.5;9.7;72.2;4944
RAG;196303;-;3;58;956.2;123.3;3.4;-13.0;15.8;68.0;7080
RAG;196304;-;0;72;953.2;82.7;10.1;-0.6;22.0;63.4;7284
RAG;196305;-;0;67;956.7;129.6;12.1;2.5;25.6;69.8;9438
RAG;196306;-;0;66;955.6;118.6;15.9;7.4;31.6;70.1;9534
RAG;196307;-;0;50;959.6;58.7;18.8;9.2;29.8;67.9;13866
RAG;196308;-;0;60;955.1;193.7;16.5;3.1;34.4;71.6;9960
RAG;196309;-;0;57;959.1;80.7;14.3;4.9;24.7;78.3;7746
RAG;196310;-;0;49;961.5;65.6;8.9;-2.9;21.4;78.5;9276
RAG;196311;-;0;64;952.6;118.2;8.7;-2.1;19.0;66.3;5544
RAG;196312;-;0;51;957.3;14.0;-2.2;-13.2;14.5;78.9;4236
RAG;196401;-;1;59;968.4;18.3;-3.5;-12.8;10.0;86.4;3480
RAG;196402;-;2;63;957.1;42.5;2.9;-8.5;18.4;77.7;5604
RAG;196403;-;1;80;951.4;83.3;3.6;-9.0;18.3;82.2;4350
RAG;196404;-;0;66;955.5;78.9;10.2;0.2;23.4;69.9;9630
RAG;196405;-;0;55;958.7;97.2;14.9;3.3;27.5;67.5;13272
RAG;196406;-;0;56;957.6;64.4;17.8;7.8;31.5;67.5;12234
RAG;196407;-;0;41;959.9;38.7;19.6;7.8;32.3;63.9;15192
RAG;196408;-;0;52;957.8;116.9;16.8;5.5;29.8;70.7;11238
RAG;196409;-;0;43;961.6;62.4;14.8;2.1;30.3;71.4;11130
RAG;196410;-;0;77;956.5;123.5;8.1;-0.6;24.6;79.5;5184
RAG;196411;-;0;72;959.9;91.5;4.5;-4.4;12.8;86.8;3672
RAG;196412;-;12;61;955.1;32.3;-0.7;-8.8;10.8;81.2;2964
RAG;196501;-;2;75;953.2;37.2;2.0;-7.4;16.8;73.0;3000
RAG;196502;-;22;58;960.0;53.7;-3.7;-13.9;9.9;75.2;5634
RAG;196503;-;4;62;956.6;51.3;4.9;-7.5;18.4;65.1;7086
RAG;196504;-;0;70;952.9;125.2;7.1;-0.8;19.8;68.4;7200
RAG;196505;-;0;72;956.0;99.4;12.1;1.9;26.3;65.4;8142
RAG;196506;-;0;62;957.4;131.2;16.4;6.8;33.0;67.8;10206
RAG;196507;-;0;68;956.6;114.4;16.2;5.4;31.0;70.3;9864
RAG;196508;-;0;62;957.6;109.7;16.2;8.1;35.6;67.9;11166
RAG;196509;-;0;57;955.2;166.1;13.0;3.5;25.3;66.6;9030
RAG;196510;-;0;45;961.3;2.4;8.7;-2.0;21.2;72.2;9816
RAG;196511;-;1;75;950.7;88.7;4.3;-6.9;21.1;69.7;3456
RAG;196512;-;3;80;951.2;142.8;1.9;-4.8;10.2;70.9;1596
RAG;196601;-;4;64;954.3;36.1;-2.6;-18.8;13.8;70.6;3774
RAG;196602;-;0;68;950.0;60.1;7.1;-0.8;16.1;67.3;4638
RAG;196603;-;5;69;959.5;120.6;3.4;-4.6;13.8;75.1;6924
RAG;196604;-;0;61;952.5;91.3;10.6;-0.7;21.2;70.0;9090
RAG;196605;-;0;52;958.2;142.0;13.4;0.3;27.7;70.2;11868
RAG;196606;-;0;56;957.8;102.5;17.1;4.6;30.4;70.6;11670
RAG;196607;-;0;65;956.2;173.1;15.6;6.3;28.1;79.3;9882
RAG;196608;-;0;66;957.1;126.9;15.1;5.0;30.6;82.1;8334
RAG;196609;-;0;45;959.5;37.3;15.2;6.8;30.5;80.9;10956
RAG;196610;-;0;65;951.5;28.1;13.1;2.0;26.0;75.7;7578
RAG;196611;-;4;70;955.0;90.5;3.3;-7.8;19.6;77.3;3786
RAG;196612;-;8;78;954.4;136.8;0.6;-9.4;11.3;84.9;1620
RAG;196701;-;16;60;960.3;95.9;-1.1;-18.9;12.5;83.5;3720
RAG;196702;-;0;53;959.2;32.1;3.4;-10.5;17.9;66.6;6540
RAG;196703;-;0;65;960.1;192.4;5.8;-1.9;18.1;75.5;7134
RAG;196704;-;0;57;954.7;72.6;7.6;-1.5;20.6;72.1;9918
RAG;196705;-;0;59;955.0;100.5;13.1;0.0;30.3;69.2;12012
RAG;196706;-;0;57;960.2;61.5;15.2;4.1;33.2;71.9;12396
RAG;196707;-;0;46;960.1;85.1;19.4;7.0;30.6;73.1;14322
RAG;196708;-;0;60;958.3;87.3;17.5;7.2;29.4;76.9;11964
RAG;196709;-;0;62;957.0;119.2;13.4;5.8;26.6;82.7;8046
RAG;196710;-;0;34;958.4;34.7;11.2;-0.9;24.5;76.3;11436
RAG;196711;-;0;78;958.1;68.4;5.4;-2.7;19.7;83.2;3144
RAG;196712;-;13;66;957.6;71.6;-2.5;-16.0;8.2;85.4;2700
RAG;196801;-;54;75;957.2;178.5;-2.0;-13.9;6.8;87.6;3018
RAG;196802;-;41;68;952.3;24.0;2.3;-7.0;11.0;77.8;5244
RAG;196803;-;2;50;957.0;69.0;5.0;-8.8;22.8;69.2;9486
RAG;196804;-;0;48;955.8;45.5;10.6;-2.1;28.1;66.4;11130
RAG;196805;-;0;67;955.6;77.1;12.7;0.1;26.7;69.6;10218
RAG;196806;-;0;60;957.8;51.6;16.1;5.0;29.4;69.7;12102
RAG;196807;-;0;55;959.9;111.2;17.1;6.4;31.5;73.2;11526
RAG;196808;-;0;65;955.8;106.1;15.8;5.9;28.2;78.3;9108
RAG;196809;-;0;59;956.9;100.2;13.1;3.8;24.8;78.5;9144
RAG;196810;-;0;42;961.1;14.5;10.9;0.0;22.5;78.9;9600
RAG;196811;-;1;71;954.2;30.1;4.2;-5.9;23.4;83.2;4152
RAG;196812;-;5;73;952.0;78.0;-1.9;-14.9;10.0;85.8;1962
RAG;196901;-;14;56;955.6;47.3;0.7;-12.9;11.7;78.5;4350
RAG;196902;-;7;63;949.1;38.1;0.0;-11.4;14.1;70.6;5286
RAG;196903;-;0;63;951.0;14.8;4.7;-4.0;16.0;73.0;7188
RAG;196904;-;0;69;955.6;88.2;8.2;-3.0;24.0;68.0;7458
RAG;196905;-;0;54;954.7;97.4;14.7;1.8;32.6;63.0;12156
RAG;196906;-;0;68;955.5;151.7;13.9;3.7;25.8;73.9;8880
RAG;196907;-;0;47;961.9;51.5;18.7;6.2;29.7;71.0;14310
RAG;196908;-;0;58;957.3;160.8;16.4;4.6;28.9;74.7;10494
RAG;196909;-;0;52;958.2;19.3;15.2;6.7;27.2;78.3;9528
RAG;196910;-;0;29;963.1;18.8;10.0;0.7;24.2;76.6;11964
RAG;196911;-;0;57;952.9;113.1;5.0;-8.9;20.0;72.1;6054
RAG;196912;-;17;69;953.3;58.4;-5.0;-14.4;5.2;84.1;2292
RAG;197001;-;3;66;950.8;46.5;2.1;-11.4;13.8;71.2;4554
RAG;197002;-;15;85;951.3;185.9;0.3;-7.2;8.1;78.9;2310
RAG;197003;-;17;71;952.2;69.9;1.9;-7.9;16.8;74.2;7236
RAG;197004;-;1;79;955.3;144.3;6.3;-5.7;23.6;70.5;5904
RAG;197005;-;0;70;956.5;63.4;11.4;0.5;23.7;71.2;8550
RAG;197006;-;0;56;958.1;33.1;17.9;5.2;30.1;65.6;12138
RAG;197007;-;0;57;958.1;85.0;17.4;5.7;29.2;69.6;13134
RAG;197008;-;0;58;957.2;267.4;17.3;9.6;30.6;77.3;9954
RAG;197009;-;0;42;960.7;87.9;14.9;4.7;28.3;76.2;11310
RAG;197010;-;0;54;960.9;113.1;8.9;0.2;26.7;76.3;8532
RAG;197011;-;0;65;957.1;121.7;5.9;-3.4;18.8;75.9;4368
RAG;197012;-;4;60;960.4;57.0;-2.0;-15.9;8.4;84.1;3180
RAG;197101;-;5;46;953.8;6.0;-1.4;-17.0;13.3;76.0;5010
RAG;197102;-;12;64;959.2;86.8;-0.6;-10.6;8.7;80.9;5484
RAG;197103;-;12;66;952.8;32.6;1.0;-15.6;16.8;70.3;6732
RAG;197104;-;0;50;951.8;13.9;11.5;1.7;22.8;62.2;11886
RAG;197105;-;0;66;952.6;48.6;14.9;6.0;29.3;69.6;10188
RAG;197106;-;0;66;954.7;133.4;14.5;6.8;26.7;76.8;9684
RAG;197107;-;0;38;959.3;39.9;19.1;5.8;31.2;68.5;16380
RAG;197108;-;0;50;957.6;107.3;18.7;9.2;32.7;74.5;13068
RAG;197109;-;0;39;962.0;35.9;13.2;0.1;23.6;74.5;12558
RAG;197110;-;0;34;965.9;8.6;9.5;-2.4;22.2;77.9;10668
RAG;197111;-;3;64;954.7;53.6;3.0;-10.6;19.7;81.4;4272
RAG;197112;-;15;50;965.7;47.2;-0.1;-6.9;6.3;88.6;4056
RAG;197201;-;4;69;953.6;19.5;0.3;-5.4;10.0;80.6;3090
RAG;197202;-;0;64;951.7;11.5;6.7;-5.1;17.6;60.6;5904
RAG;197203;-;0;54;953.9;33.8;8.1;-1.4;20.0;63.9;10338
RAG;197204;-;0;80;951.4;110.9;7.9;-2.8;23.3;76.8;6312
RAG;197205;-;0;68;954.3;63.1;12.1;1.1;24.6;72.1;8406
RAG;197206;-;0;64;956.2;65.1;15.0;4.1;26.7;71.4;9864
RAG;197207;-;0;65;958.5;84.8;17.0;7.4;34.6;78.1;9468
RAG;197208;-;0;59;958.6;81.5;16.5;6.5;33.0;75.5;10446
RAG;197209;-;0;51;958.5;28.4;11.4;0.2;25.4;74.3;9504
RAG;197210;-;0;48;959.3;99.2;7.2;-1.4;20.9;79.3;8466
RAG;197211;-;1;54;959.4;106.6;4.1;-7.8;16.2;81.0;5982
RAG;197212;-;0;46;964.0;9.3;0.7;-10.4;15.2;78.1;5454
RAG;197301;-;2;74;961.7;68.9;-0.2;-8.4;11.2;83.8;3414
RAG;197302;-;19;63;955.4;64.3;-0.8;-12.6;7.3;79.7;4866
RAG;197303;-;11;60;961.8;19.0;3.1;-11.0;17.3;71.6;8652
RAG;197304;-;1;73;954.6;88.5;5.8;-2.9;23.3;69.2;7416
RAG;197305;-;0;60;957.7;56.6;14.8;3.0;25.8;64.9;11574
RAG;197306;-;0;61;958.8;89.6;16.9;5.9;32.2;72.5;10680
RAG;197307;-;0;64;955.9;154.0;17.0;9.1;29.2;75.8;9768
RAG;197308;-;0;53;960.0;73.8;19.2;11.0;31.8;74.4;11910
RAG;197309;-;0;50;958.6;49.8;15.1;5.0;28.0;77.4;9432
RAG;197310;-;0;55;959.7;85.9;7.7;-2.8;26.4;83.7;6924
RAG;197311;-;2;53;961.8;99.1;3.6;-7.9;18.3;81.1;6000
RAG;197312;-;8;66;956.6;100.4;0.7;-15.9;14.5;79.1;3300
RAG;197401;-;4;63;961.1;105.1;3.1;-6.5;13.5;76.8;3902
RAG;197402;-;3;74;951.4;87.6;4.0;-1.6;13.7;75.4;4122
RAG;197403;-;0;60;954.4;46.0;8.0;-4.0;23.9;64.1;7643
RAG;197404;-;0;55;951.9;50.0;8.8;-2.9;19.9;67.8;9822
RAG;197405;-;0;63;954.4;87.5;12.2;2.7;24.4;69.6;9558
RAG;197406;-;0;65;956.1;132.4;14.3;5.2;25.4;72.7;8988
RAG;197407;-;0;55;959.2;122.9;17.1;8.3;28.8;76.5;12678
RAG;197408;-;0;48;958.4;157.2;18.3;8.1;30.4;77.7;12828
RAG;197409;-;0;54;956.0;153.5;13.9;3.3;27.3;80.1;10212
RAG;197410;-;0;85;953.2;149.3;5.0;-3.8;14.1;86.0;2886
RAG;197411;-;3;66;956.8;137.4;5.0;-3.5;17.9;79.7;4194
RAG;197412;-;1;66;964.1;126.3;2.4;-8.9;10.8;85.9;3036
RAG;197501;-;0;59;961.0;73.5;4.4;-5.0;15.1;75.2;5052
RAG;197502;-;0;30;962.8;21.0;2.5;-6.3;15.7;75.5;9744
RAG;197503;-;2;70;948.5;62.3;4.4;-8.9;16.7;78.2;6966
RAG;197504;-;1;63;955.5;90.4;7.7;-1.2;23.2;75.8;9690
RAG;197505;-;0;63;954.6;71.2;13.3;1.1;27.9;71.3;10692
RAG;197506;-;0;63;957.3;124.2;14.7;3.2;27.8;73.6;10122
RAG;197507;-;0;51;958.5;124.3;17.7;6.6;30.6;74.0;13902
RAG;197508;-;0;60;958.9;204.7;17.6;9.6;28.9;77.9;10620
RAG;197509;-;0;55;958.8;112.3;17.2;7.3;32.8;73.4;10356
RAG;197510;-;0;51;961.5;45.4;7.6;-0.7;21.9;83.5;8610
