stn;time;gre000m0;hto000m0;nto000m0;prestam0;tre200m0;tre200mn;ure200m0;rre150m0;sre000m0;tre200mx
CDF;199808;200;0;49;904.1;14.6;0.2;74.5;127.0;13977;29.8
CDF;199809;125;0;66;898.4;10.5;0.0;83.4;267.4;7324;23.2
CDF;199810;67;0;79;900.4;6.6;-1.7;84.8;181.6;3507;17.9
CDF;199811;57;14;68;900.2;-1.4;-20.5;84.6;125.9;5429;14.7
CDF;199812;46;16;61;903.4;-1.3;-18.2;80.1;64.3;5490;10.0
CDF;199901;55;13;61;899.7;0.0;-13.5;80.1;89.6;6386;14.2
CDF;199902;72;83;78;899.0;-2.6;-15.6;86.9;246.3;3598;9.4
CDF;199903;133;29;63;896.0;2.3;-13.2;76.7;81.8;7913;13.5
CDF;199904;155;1;75;898.2;5.0;-7.1;80.0;209.1;6747;18.6
CDF;199905;182;0;71;900.7;12.0;1.2;78.8;188.9;9229;24.6
CDF;199906;223;0;66;903.3;11.6;2.0;74.3;150.2;11049;24.8
CDF;199907;228;0;54;902.4;15.4;5.8;78.1;147.2;13702;27.4
CDF;199908;175;0;66;900.7;14.7;5.0;80.6;97.8;9490;28.3
CDF;199909;139;0;57;899.5;13.4;4.5;79.9;141.3;9485;24.4
CDF;199910;96;0;57;901.3;7.5;-2.1;83.2;141.3;8492;19.4
CDF;199911;61;4;61;902.5;-0.1;-14.1;84.0;78.1;6212;17.2
CDF;199912;35;9;77;897.6;-0.6;-19.5;85.2;209.4;2789;11.5
CDF;200001;60;20;54;905.9;-2.8;-21.9;87.6;49.9;6472;5.7
CDF;200002;75;7;68;905.5;0.5;-16.9;84.1;184.5;5159;11.6
CDF;200003;119;1;60;902.8;2.2;-12.5;79.4;49.9;8039;13.6
CDF;200004;158;0;67;892.7;6.3;-4.0;74.5;88.2;8505;21.6
CDF;200005;200;0;64;901.2;10.9;-0.5;79.0;139.7;10327;22.2
CDF;200006;242;0;52;905.3;14.2;2.5;75.5;61.7;13994;26.9
CDF;200007;199;0;68;900.1;12.5;0.8;80.4;193.5;10186;27.1
CDF;200008;194;0;48;904.3;15.5;5.9;77.2;96.4;13582;27.8
CDF;200009;159;0;52;901.0;12.1;1.9;80.8;97.5;11791;23.5
CDF;200010;82;0;67;899.9;7.7;-2.8;84.5;137.6;6268;19.0
CDF;200011;51;0;63;893.2;3.3;-5.4;82.9;136.2;4779;16.3
CDF;200012;38;1;68;896.1;2.4;-10.3;80.7;108.7;4517;13.1
CDF;200101;46;1;75;895.5;0.3;-11.3;81.9;117.9;4263;9.4
CDF;200102;86;2;66;900.2;0.2;-16.9;78.0;77.8;6473;14.0
CDF;200103;84;3;86;891.5;4.5;-11.9;85.5;305.6;3631;17.5
CDF;200104;149;1;82;897.3;3.5;-4.7;80.8;204.5;4974;16.9
CDF;200105;193;0;66;900.6;11.7;-1.0;77.7;112.9;11779;23.5
CDF;200106;228;0;59;902.6;12.0;-0.5;75.3;148.8;12830;27.7
CDF;200107;240;0;59;901.8;15.3;4.4;76.0;182.7;13176;25.7
CDF;200108;210;0;48;903.4;15.9;3.3;76.8;133.8;14491;27.3
CDF;200109;107;0;85;900.0;8.4;0.2;85.8;197.9;4800;19.3
CDF;200110;109;0;46;904.2;11.3;2.2;78.5;103.0;10168;23.5
CDF;200111;66;1;57;903.2;0.5;-9.1;84.7;120.1;7092;13.3
CDF;200112;47;6;61;902.6;-3.0;-24.3;83.2;68.5;7102;7.7
CDF;200201;61;8;48;906.8;-1.0;-16.0;77.7;41.3;8085;16.7
CDF;200202;66;6;80;900.1;2.5;-16.7;80.8;131.0;3472;14.7
CDF;200203;136;1;53;900.8;4.0;-7.1;73.3;106.8;10032;15.5
CDF;200204;181;0;63;897.5;5.8;-3.7;70.0;45.7;10345;17.7
CDF;200205;182;0;67;899.2;9.2;-1.3;76.1;168.5;9522;24.0
CDF;200206;246;0;52;902.6;15.5;3.2;71.8;73.2;14618;30.3
CDF;200207;204;0;60;901.7;14.5;2.5;77.6;150.9;10772;25.5
CDF;200208;168;0;67;901.3;14.3;4.1;81.3;303.6;8664;25.2
CDF;200209;138;0;67;902.1;10.5;-0.7;81.9;97.1;8053;20.5
CDF;200210;95;0;70;899.1;8.3;-3.0;78.8;198.6;7821;19.4
CDF;200211;43;1;83;894.6;4.5;-3.0;87.2;375.8;3418;13.0
CDF;200212;34;0;76;897.9;2.4;-8.4;86.9;131.7;3141;10.4
CDF;200301;52;8;68;897.5;-2.3;-22.3;83.5;106.0;4739;10.3
CDF;200302;110;46;51;900.0;-4.5;-25.9;76.4;40.3;8484;10.1
CDF;200303;170;2;37;904.7;4.1;-5.5;66.5;33.0;13832;16.0
CDF;200304;190;0;53;898.5;6.2;-9.8;68.0;87.2;11477;19.3
CDF;200305;192;0;69;902.9;11.3;-2.5;75.4;102.3;9299;24.0
CDF;200306;273;0;53;903.2;18.8;7.1;64.8;51.9;16098;29.3
CDF;200307;234;0;48;903.2;16.3;3.9;69.5;99.7;14154;30.4
CDF;200308;228;0;39;904.4;18.9;4.0;63.4;81.1;16810;32.5
CDF;200309;164;0;47;905.0;11.2;0.7;75.7;80.1;11850;24.7
CDF;200310;95;0;63;896.6;4.5;-16.1;83.6;187.2;7681;20.2
CDF;200311;64;1;42;900.1;4.3;-4.8;79.8;60.0;7191;17.2
CDF;200312;48;4;47;900.6;0.0;-14.9;79.9;51.2;6295;12.9
CDF;200401;45;20;84;894.6;-1.4;-17.4;86.8;206.7;2779;9.3
CDF;200402;98;13;51;901.3;-1.4;-17.1;78.0;35.2;8530;13.3
CDF;200403;134;5;64;902.1;1.0;-11.8;75.8;70.0;7406;17.5
CDF;200404;168;2;68;896.5;5.6;-2.9;75.2;59.0;8203;16.8
CDF;200405;213;0;59;899.0;8.4;0.3;72.8;56.2;11838;21.8
CDF;200406;215;0;66;903.9;13.1;2.6;74.7;129.6;10936;26.3
CDF;200407;220;0;58;903.4;14.7;2.7;73.5;70.3;11878;27.2
CDF;200408;172;0;68;901.2;15.1;5.7;79.2;255.5;9235;27.0
CDF;200409;150;0;54;905.7;12.3;1.7;78.7;102.8;10074;24.0
CDF;200410;81;0;69;897.7;9.7;1.0;82.4;192.0;5421;22.8
CDF;200411;48;0;77;902.8;2.0;-8.3;85.5;43.5;3385;15.2
CDF;200412;45;6;56;900.9;-0.4;-16.5;83.3;69.4;6543;12.9
CDF;200501;60;16;53;904.8;-1.8;-19.4;82.4;90.5;6633;12.0
CDF;200502;89;40;71;898.1;-4.4;-19.5;85.1;87.2;5132;6.2
CDF;200503;144;25;51;899.2;1.3;-22.1;78.6;43.6;10159;16.6
CDF;200504;146;2;74;898.0;6.0;-9.2;74.6;130.0;7129;22.4
CDF;200505;198;0;69;901.9;10.6;-1.2;72.8;115.9;11258;26.1
CDF;200506;245;0;61;904.1;15.3;2.1;67.9;76.4;14962;28.9
CDF;200507;207;0;63;902.6;15.3;4.4;73.2;79.0;11685;29.9
CDF;200508;176;0;66;903.1;13.5;2.9;77.5;135.0;11079;25.7
CDF;200509;142;0;69;903.7;12.6;2.9;81.1;88.5;8458;24.1
CDF;200510;112;0;53;903.5;10.2;1.1;76.7;78.7;10613;20.3
CDF;200511;70;3;55;899.9;1.9;-12.8;78.9;47.8;8218;16.5
CDF;200512;45;28;70;898.6;-3.7;-22.1;84.3;105.8;4573;4.7
CDF;200601;69;39;50;902.4;-3.8;-17.9;78.0;27.6;8533;8.3
CDF;200602;79;51;76;895.4;-2.5;-18.6;81.3;75.0;4838;6.1
CDF;200603;128;55;74;893.8;0.1;-18.7;81.8;227.2;6393;14.4
CDF;200604;159;3;72;898.5;5.1;-8.1;79.8;149.2;7624;18.3
CDF;200605;165;0;83;901.7;9.8;-0.9;78.0;223.2;7105;20.4
CDF;200606;262;0;60;905.1;14.4;0.3;70.7;64.7;14761;25.7
CDF;200607;250;0;48;905.6;19.0;9.4;69.7;49.0;15901;29.3
CDF;200608;154;0;78;899.7;11.5;1.9;83.5;275.7;6859;21.1
CDF;200609;147;0;69;901.9;14.6;5.1;80.1;193.9;9338;24.6
CDF;200610;98;0;62;900.7;10.9;0.7;78.3;89.1;8754;22.6
CDF;200611;63;0;60;903.3;5.5;-7.0;77.1;100.1;7031;17.1
CDF;200612;55;2;44;906.4;1.2;-10.8;76.9;92.8;8406;12.7
CDF;200701;46;6;75;904.1;1.4;-15.3;86.0;138.1;3855;14.0
CDF;200702;82;5;68;896.0;3.0;-6.2;77.4;122.1;6313;14.5
CDF;200703;142;7;61;898.5;2.4;-8.0;79.2;167.4;9091;13.4
CDF;200704;233;0;41;902.4;10.3;-3.7;65.1;19.1;16218;22.2
CDF;200705;192;0;75;897.9;11.1;-1.1;77.3;237.3;9178;25.2
CDF;200706;207;0;75;899.6;13.8;4.2;80.1;222.7;8498;26.3
CDF;200707;216;0;64;901.9;14.4;4.6;76.2;206.3;10522;29.8
CDF;200708;181;0;65;901.3;14.3;5.9;79.2;229.5;9819;26.7
CDF;200709;162;0;57;904.1;10.1;0.8;79.7;82.0;10797;21.4
CDF;200710;122;0;54;904.6;7.2;-2.6;79.7;19.7;11228;22.3
CDF;200711;56;4;67;901.5;1.5;-10.8;80.8;123.9;5354;14.2
CDF;200712;48;22;56;904.2;-2.6;-16.7;83.3;168.7;6474;8.0
CDF;200801;57;7;66;902.5;1.5;-14.1;76.9;93.5;6831;13.7
CDF;200802;100;2;40;907.1;2.2;-14.5;68.6;72.2;9929;16.6
CDF;200803;117;11;81;892.8;1.1;-18.2;78.2;123.5;4615;16.1
CDF;200804;147;1;81;894.8;5.1;-7.0;77.0;151.6;5880;18.8
CDF;200805;194;0;70;898.4;11.9;0.7;70.8;55.8;9167;25.2
CDF;200806;210;0;67;902.1;14.0;2.3;76.7;108.5;9785;26.9
CDF;200807;233;0;58;902.5;15.2;5.7;73.7;189.7;12494;26.8
CDF;200808;201;0;64;901.8;14.7;3.2;76.8;134.1;11375;25.4
CDF;200809;149;0;65;901.6;10.4;-0.8;78.1;125.8;9333;24.2
CDF;200810;94;1;68;902.1;7.9;-2.5;81.2;133.0;7188;19.7
CDF;200811;58;7;71;897.8;2.6;-13.9;82.4;56.6;5029;13.9
CDF;200812;45;32;68;898.7;-1.7;-14.0;84.7;96.6;4609;7.1
CDF;200901;69;42;44;894.9;-4.9;-17.5;82.7;35.4;8407;6.3
CDF;200902;87;63;73;895.8;-2.2;-18.4;83.0;93.5;3935;11.9
CDF;200903;139;73;70;897.9;1.2;-9.9;77.6;118.5;6479;11.3
CDF;200904;200;11;64;897.3;7.7;-1.1;73.9;33.9;10657;18.1
CDF;200905;225;0;62;903.5;12.5;-0.5;69.6;44.3;11190;27.6
CDF;200906;245;0;61;901.5;13.5;3.6;74.1;103.1;11646;25.1
CDF;200907;224;0;63;902.8;15.6;6.3;74.0;108.1;10687;26.2
CDF;200908;229;0;45;904.2;17.0;4.2;70.6;69.5;14934;30.7
CDF;200909;156;0;53;904.4;12.9;2.0;78.1;65.6;10509;27.7
CDF;200910;103;0;61;901.7;7.4;-4.3;75.9;61.5;8787;25.4
CDF;200911;48;1;71;895.9;5.6;-2.8;78.7;147.9;3583;17.6
CDF;200912;32;7;83;890.8;-0.6;-21.7;83.7;162.4;1885;8.9
CDF;201001;56;20;72;894.0;-4.5;-16.7;84.2;51.7;4952;4.1
CDF;201002;82;37;80;887.8;-1.5;-21.4;80.1;82.2;3441;9.8
CDF;201003;135;4;64;898.7;1.3;-14.1;71.4;98.6;7877;15.9
CDF;201004;208;1;53;900.9;6.8;-6.5;69.7;33.9;12196;22.0
CDF;201005;158;0;82;897.9;8.3;-0.5;80.2;148.6;5509;23.0
CDF;201006;204;0;67;900.2;13.8;4.3;76.6;71.8;9107;26.5
CDF;201007;243;0;52;904.1;17.0;5.2;72.2;66.2;13988;29.1
CDF;201008;180;0;66;902.1;14.0;3.5;78.3;249.7;8696;27.5
CDF;201009;159;0;60;900.9;10.4;-1.6;78.4;60.4;9744;20.5
CDF;201010;107;0;56;897.9;6.9;-6.0;78.8;69.3;9375;21.8
CDF;201011;46;6;82;891.3;2.4;-18.9;85.4;120.8;2695;17.4
CDF;201012;41;10;76;893.4;-2.7;-18.1;84.0;102.8;2959;11.5
CDF;201101;59;3;62;900.1;-0.9;-13.2;81.8;63.8;6024;11.7
CDF;201102;93;4;54;900.0;0.7;-12.5;78.4;37.5;7484;13.8
CDF;201103;140;2;51;902.1;4.2;-7.2;70.4;30.9;10621;16.4
CDF;201104;226;0;39;901.8;9.1;-3.2;65.9;43.6;15094;21.8
CDF;201105;240;0;55;903.4;11.7;-1.8;68.7;57.4;14010;25.4
CDF;201106;212;0;65;902.7;13.3;4.0;76.2;114.2;8856;28.3
CDF;201107;220;0;64;899.7;13.0;4.0;75.2;134.1;10496;27.8
CDF;201108;226;0;55;902.4;16.1;3.2;74.6;84.5;13493;30.3
CDF;201109;182;0;48;904.0;13.7;1.9;78.1;59.3;13141;25.4
CDF;201110;124;0;44;904.7;7.9;-4.2;79.3;104.3;11546;22.1
CDF;201111;81;0;36;903.2;5.3;-5.3;73.9;7.6;10390;17.0
CDF;201112;31;15;80;900.8;1.1;-12.6;87.9;285.9;2370;12.2
CDF;201201;48;43;-;904.2;-0.5;-11.4;85.8;170.7;3930;6.9
CDF;201202;114;43;-;904.2;-6.2;-21.4;77.9;28.2;8562;12.1
CDF;201203;188;14;-;907.7;5.1;-7.8;66.3;25.0;15537;17.2
CDF;201204;144;0;-;890.4;5.6;-3.7;77.1;125.0;5128;23.7
CDF;201205;226;0;-;900.5;10.9;-2.7;73.2;80.8;11407;25.6
CDF;201206;234;0;-;901.0;14.4;2.6;76.5;181.1;10499;27.6
CDF;201207;235;0;-;902.7;14.5;5.1;76.2;165.8;11797;29.0
CDF;201208;220;0;-;903.9;16.3;4.6;74.7;155.7;13590;31.9
CDF;201209;138;0;-;901.8;11.6;0.1;81.0;131.4;8299;24.1
CDF;201210;104;1;-;897.7;8.3;-9.1;80.3;151.1;8442;23.5
CDF;201211;62;3;-;897.1;4.2;-5.6;82.3;187.7;5997;14.1
CDF;201212;38;34;-;897.3;-0.3;-17.0;84.5;246.6;2339;13.3
CDF;201301;53;13;-;896.7;-1.6;-16.4;84.9;75.9;3775;10.7
CDF;201302;88;40;-;894.8;-4.3;-20.9;82.7;114.0;4228;6.5
CDF;201303;119;20;-;889.3;0.6;-13.5;78.4;72.9;4652;10.6
CDF;201304;154;3;-;897.9;6.2;-6.7;77.4;120.9;6574;20.5
CDF;201305;159;0;-;896.6;7.4;-0.3;81.9;205.3;4758;20.1
CDF;201306;222;0;-;903.2;12.8;2.4;75.9;135.6;10087;29.8
CDF;201307;263;0;-;905.1;17.5;5.5;73.0;118.5;15614;29.9
CDF;201308;236;0;-;904.2;15.4;4.9;74.2;68.7;14671;29.1
CDF;201309;152;0;-;902.1;12.3;2.0;80.2;138.2;9088;25.9
CDF;201310;88;0;-;901.7;9.7;-0.7;82.4;147.4;6361;21.2
CDF;201311;52;6;-;898.4;1.6;-13.2;85.3;151.8;3700;13.4
CDF;201312;58;11;-;904.5;0.1;-10.5;77.9;110.6;8041;11.7
CDF;201401;51;6;-;893.5;1.2;-14.0;82.6;80.9;3935;12.3
CDF;201402;85;13;-;893.2;1.5;-7.0;80.3;116.6;5298;9.6
CDF;201403;167;5;-;899.7;4.3;-10.5;69.8;35.8;12408;18.9
CDF;201404;174;0;-;898.5;7.5;-2.3;73.6;97.6;9591;18.3
CDF;201405;210;0;-;900.6;9.1;1.0;76.2;174.4;9787;22.4
CDF;201406;267;0;-;902.3;14.6;3.0;68.1;72.1;14919;29.5
CDF;201407;195;0;-;901.1;14.8;4.3;80.7;338.9;8996;28.5
CDF;201408;176;0;-;901.2;12.9;3.2;81.6;148.1;7546;25.4
CDF;201409;162;0;-;903.0;12.6;2.1;80.9;56.7;10060;22.6
CDF;201410;113;0;-;902.4;10.3;-0.3;81.8;92.6;9892;22.4
CDF;201411;61;1;-;895.4;6.3;-2.6;80.6;87.7;5977;18.4
CDF;201412;32;6;-;902.5;0.6;-18.6;86.8;86.3;2345;14.0
CDF;201501;49;20;-;900.5;-0.7;-13.9;85.2;162.3;3675;10.5
CDF;201502;102;55;-;897.1;-2.5;-12.3;81.4;67.9;7507;8.3
CDF;201503;142;21;-;902.4;3.0;-8.1;75.4;120.2;10296;13.9
CDF;201504;211;0;-;903.5;7.1;-6.9;65.3;132.8;12780;20.9
CDF;201505;219;0;-;901.6;10.6;0.5;73.4;148.0;10940;24.8
CDF;201506;262;0;-;904.5;14.9;2.8;73.6;150.1;13915;27.0
CDF;201507;282;0;-;903.7;18.3;3.1;65.3;88.5;17294;32.5
CDF;201508;207;0;-;902.9;16.5;4.8;73.2;62.0;12798;31.0
CDF;201509;154;0;-;901.9;10.2;0.9;77.8;116.8;9576;21.1
CDF;201510;99;0;-;901.0;6.9;-2.2;83.5;39.6;7160;19.6
CDF;201511;68;6;-;905.2;4.9;-13.7;81.5;132.6;6772;20.5
CDF;201512;59;0;-;910.9;3.7;-5.7;80.1;21.9;8669;15.2
CDF;201601;49;14;-;897.9;0.5;-20.1;86.2;214.7;3739;10.2
CDF;201602;64;9;-;895.9;0.9;-13.0;85.6;154.3;2933;11.1
CDF;201603;140;15;-;896.1;1.5;-15.3;77.5;75.2;7800;16.9
CDF;201604;153;0;-;896.7;5.6;-6.2;79.0;183.4;6478;18.0
CDF;201605;197;0;-;898.5;9.3;-2.2;77.3;191.0;9197;21.1
CDF;201606;203;0;-;901.1;13.2;4.0;82.7;218.3;7440;29.1
CDF;201607;253;0;-;904.9;16.1;4.3;75.0;76.7;14240;30.4
CDF;201608;229;0;-;906.1;15.8;3.0;72.7;54.7;14644;29.3
CDF;201609;165;0;-;904.7;13.7;3.2;78.2;81.7;11419;25.3
CDF;201610;101;0;-;903.2;6.8;-4.1;81.2;95.6;8161;19.4
CDF;201611;59;6;-;898.4;3.0;-10.8;82.3;128.7;4792;16.1
CDF;201612;65;0;-;910.4;0.7;-8.0;72.0;3.3;10437;13.1
CDF;201701;65;25;-;902.5;-4.6;-18.1;81.0;76.8;6691;8.1
CDF;201702;96;12;-;900.0;2.5;-8.4;77.4;70.3;7185;13.9
CDF;201703;151;2;-;901.0;5.8;-6.4;74.0;102.4;10556;17.8
CDF;201704;215;1;-;902.5;5.4;-5.8;71.2;55.9;12674;20.0
CDF;201705;216;0;-;901.9;10.9;-2.2;75.1;117.1;11382;25.2
CDF;201706;270;0;-;902.3;16.2;1.9;72.1;69.3;14671;29.9
CDF;201707;227;0;-;903.1;16.0;7.1;75.8;138.8;10989;28.3
CDF;201708;213;0;-;904.5;16.3;4.8;74.8;89.8;12504;27.6
CDF;201709;145;0;-;901.8;9.7;0.2;81.2;84.0;7924;21.3
CDF;201710;114;0;-;906.5;8.3;-1.6;79.0;65.5;10182;22.1
CDF;201711;54;6;-;900.3;2.0;-9.9;84.3;133.9;4078;14.1
CDF;201712;45;29;-;899.4;-1.4;-14.2;87.6;177.1;4362;8.2
CDF;201801;45;5;-;899.0;2.5;-5.9;85.3;273.5;2830;12.1
CDF;201802;82;7;-;894.8;-3.9;-17.8;82.5;58.2;3884;6.7
CDF;201803;103;6;-;887.8;1.6;-10.0;83.3;159.2;3935;9.8
CDF;201804;209;0;-;898.1;9.7;-5.3;67.5;31.0;12051;22.9
CDF;201805;193;0;-;899.9;11.7;1.7;78.9;159.9;9384;22.7
CDF;201806;264;0;-;902.4;15.0;4.4;75.1;98.9;13439;26.2
CDF;201807;265;0;-;902.7;17.3;5.9;70.1;125.3;16370;27.5
CDF;201808;218;0;-;904.2;16.8;1.9;72.6;80.2;13885;29.1
CDF;201809;177;0;-;906.3;13.1;2.7;74.7;38.6;12588;25.6
CDF;201810;124;1;-;901.5;8.9;-1.8;72.9;21.7;11626;21.4
CDF;201811;63;0;-;899.0;4.3;-6.2;82.4;42.6;5618;17.8
CDF;201812;37;5;-;903.9;1.7;-13.1;85.1;258.8;3588;9.7
