stn;time;gre000m0;hto000m0;nto000m0;prestam0;ure200m0;rre150m0;tre200m0;sre000m0;tre200mn;tre200mx
NEU;197801;-;0;90;956.0;82.7;77.8;1.0;2124;-6.2;6.9
NEU;197802;-;0;89;950.5;78.3;101.7;1.2;2538;-5.5;9.6
NEU;197803;-;0;76;957.5;70.8;120.4;5.1;5286;-0.9;16.7
NEU;197804;-;0;64;952.1;67.0;49.6;7.6;9696;-0.7;18.2
NEU;197805;-;0;71;956.8;70.2;109.4;11.6;7746;3.1;23.2
NEU;197806;-;0;63;958.5;67.1;83.1;15.1;10614;5.8;26.8
NEU;197807;-;0;58;960.5;69.0;83.9;17.0;10458;8.8;30.0
NEU;197808;-;0;49;961.5;73.0;117.1;16.4;12444;8.6;26.7
NEU;197809;-;0;43;962.9;71.6;32.6;14.1;13044;6.3;24.2
NEU;197810;-;0;68;965.0;82.2;25.5;8.7;6096;3.5;16.3
NEU;197811;-;0;89;969.0;84.0;6.2;3.8;1854;-3.4;11.6
NEU;197812;-;0;91;951.7;85.3;142.4;2.3;1536;-5.2;12.3
NEU;197901;-;5;79;955.6;80.8;119.8;-1.5;3426;-12.0;7.1
NEU;197902;-;0;80;952.2;79.5;102.4;3.2;4116;-4.6;12.5
NEU;197903;-;0;84;953.5;80.1;114.8;5.3;3894;-2.4;15.4
NEU;197904;-;0;68;955.4;70.6;41.2;7.1;8076;-0.4;21.1
NEU;197905;-;0;59;960.3;69.7;81.7;12.3;11370;-0.5;28.0
NEU;197906;-;0;63;961.1;74.8;51.9;16.8;11208;7.8;27.1
NEU;197907;-;0;48;962.8;64.4;36.0;18.9;13680;7.5;32.4
NEU;197908;-;0;59;959.1;71.0;87.2;16.7;11454;7.8;30.2
NEU;197909;-;0;48;963.0;75.7;63.0;14.5;10776;4.7;26.0
NEU;197910;-;0;76;956.6;86.9;120.7;10.5;3858;3.6;19.2
NEU;197911;-;0;76;960.1;79.7;97.6;4.6;2952;-1.8;16.7
NEU;197912;-;0;84;958.4;80.3;124.8;3.8;2538;-1.0;13.4
NEU;198001;-;1;83;958.0;79.5;86.2;0.0;2616;-7.4;10.8
NEU;198002;-;0;69;963.1;78.5;62.0;3.9;5370;-1.8;10.8
NEU;198003;-;0;73;953.1;72.4;85.9;5.3;6336;-1.7;13.5
NEU;198004;-;0;66;959.5;65.8;31.3;7.0;8622;0.5;19.0
NEU;198005;-;0;63;954.7;68.0;97.9;11.6;9822;4.1;22.7
NEU;198006;-;0;75;958.0;74.7;148.5;14.0;6720;6.0;27.6
NEU;198007;-;0;65;958.3;72.7;98.9;15.8;8592;6.7;28.6
NEU;198008;-;0;48;960.8;70.9;100.4;18.5;13542;8.4;29.7
NEU;198009;-;0;43;963.9;73.4;31.7;15.4;12450;8.8;24.9
NEU;198010;-;0;63;956.9;77.8;127.6;9.0;5784;0.2;21.7
NEU;198011;-;0;83;958.9;79.2;38.6;3.3;2634;-3.5;14.2
NEU;198012;-;3;75;963.2;79.6;58.9;0.0;2898;-9.9;10.2
NEU;198101;35;7;86;964.5;78.1;101.0;-0.9;2529;-7.6;9.0
NEU;198102;78;0;69;961.3;70.4;35.6;-0.2;5517;-6.6;7.3
NEU;198103;99;0;79;955.2;72.8;110.7;7.5;5397;-1.1;20.4
NEU;198104;182;0;60;958.3;61.2;8.9;10.6;10443;0.3;23.8
NEU;198105;181;0;71;955.9;69.9;139.5;12.4;8072;2.1;25.7
NEU;198106;229;0;58;961.0;65.5;67.2;16.2;11420;6.1;29.0
NEU;198107;185;0;65;961.5;69.0;74.2;17.1;9142;8.0;28.4
NEU;198108;222;0;34;962.0;63.1;38.7;19.0;15654;8.0;32.0
NEU;198109;121;0;70;960.1;76.9;108.2;15.1;6091;6.0;24.9
NEU;198110;70;0;76;957.5;76.6;143.7;9.8;4097;0.8;21.5
NEU;198111;58;0;55;967.6;75.7;51.9;4.7;6685;-3.5;15.1
NEU;198112;27;4;85;947.0;82.9;192.8;1.4;1878;-8.6;9.5
NEU;198201;26;0;91;961.7;86.2;79.4;1.8;1316;-6.5;9.7
NEU;198202;60;1;74;961.9;80.4;27.6;1.5;3919;-6.6;10.6
NEU;198203;107;0;66;960.0;70.4;86.4;4.6;7057;-1.5;16.0
NEU;198204;211;0;43;959.2;53.8;14.4;8.9;14766;0.1;18.1
NEU;198205;222;0;50;962.2;62.0;50.9;13.7;12862;2.5;26.4
NEU;198206;198;0;63;959.5;69.2;139.3;17.3;9908;7.8;28.8
NEU;198207;219;0;50;960.6;67.2;110.9;20.1;12395;10.8;31.0
NEU;198208;174;0;56;960.1;72.0;158.6;17.6;9972;8.2;28.4
NEU;198209;147;0;49;962.0;75.8;65.5;16.3;9848;7.1;25.8
NEU;198210;68;0;79;957.1;83.4;148.6;9.8;3573;4.6;19.2
NEU;198211;38;0;85;960.4;83.2;71.2;6.0;2375;0.4;16.8
NEU;198212;30;0;79;960.0;78.6;127.6;3.8;3005;-3.1;10.6
NEU;198301;40;0;75;972.5;81.1;68.1;3.0;3590;-3.1;14.3
NEU;198302;71;1;68;960.5;74.5;58.3;-0.1;4400;-7.2;11.2
NEU;198303;125;0;55;961.5;68.1;64.6;6.2;8720;-1.2;17.0
NEU;198304;131;0;79;954.6;71.9;114.5;8.8;5753;0.7;19.5
NEU;198305;139;0;81;955.6;75.7;168.8;10.6;5735;4.8;22.4
NEU;198306;227;0;50;963.0;62.9;61.5;17.6;11234;9.0;28.8
NEU;198307;267;0;24;961.7;55.9;9.2;23.3;17659;10.5;34.5
NEU;198308;198;0;53;961.6;64.6;140.5;19.5;10611;10.0;29.6
NEU;198309;148;0;48;962.6;73.4;130.9;15.4;10819;7.8;25.7
NEU;198310;92;0;54;966.8;77.3;48.3;10.4;7659;1.6;22.2
NEU;198311;36;0;80;962.2;82.4;109.9;4.3;2684;-1.8;13.0
NEU;198312;35;0;69;962.1;82.9;67.0;1.8;4016;-6.9;13.6
NEU;198401;35;7;80;958.9;80.3;144.9;1.8;3024;-5.6;10.4
NEU;198402;62;1;66;962.4;75.4;86.9;0.8;4160;-6.8;10.4
NEU;198403;137;1;43;957.7;69.8;48.1;3.4;10387;-5.0;12.5
NEU;198404;192;0;45;960.3;62.2;13.8;8.5;12588;-0.8;23.4
NEU;198405;159;0;78;952.2;73.8;111.3;10.3;5522;1.9;20.4
NEU;198406;247;0;54;961.2;67.0;42.2;16.2;14071;5.7;27.8
NEU;198407;255;0;35;963.2;64.1;38.8;19.3;16831;9.5;31.3
NEU;198408;190;0;50;961.4;72.6;43.1;18.5;11561;12.0;30.1
NEU;198409;118;0;71;957.2;79.4;182.2;13.7;7003;6.2;28.7
NEU;198410;76;0;69;962.7;82.9;75.0;10.6;5558;2.9;18.8
NEU;198411;37;0;84;955.6;88.5;66.9;6.3;2321;0.3;16.5
NEU;198412;26;0;86;965.6;86.5;54.3;2.4;1851;-4.5;9.6
NEU;198501;35;5;83;955.0;83.9;64.4;-3.7;2068;-17.6;7.8
NEU;198502;73;7;69;962.4;80.0;59.7;0.6;5346;-10.5;12.3
NEU;198503;102;1;76;957.1;75.6;54.1;3.8;5508;-4.4;15.2
NEU;198504;172;0;63;957.0;70.2;124.9;9.0;9943;0.9;22.1
NEU;198505;190;0;71;955.2;73.0;165.8;12.8;8703;2.5;25.9
NEU;198506;215;0;64;959.7;68.5;96.2;15.3;10110;6.6;27.0
NEU;198507;253;0;40;961.7;67.8;59.5;20.6;16261;11.5;32.4
NEU;198508;214;0;45;961.4;68.9;66.7;18.7;15024;9.0;31.3
NEU;198509;177;0;28;965.3;68.6;22.9;17.2;15368;7.5;26.8
NEU;198510;102;0;54;966.7;75.6;8.3;11.3;9578;2.6;25.7
NEU;198511;35;0;84;957.4;79.3;57.4;2.8;2037;-6.3;19.0
NEU;198512;35;0;78;962.2;84.1;61.3;3.3;3029;-4.4;11.6
NEU;198601;38;3;83;955.5;81.9;142.8;1.9;3041;-5.7;11.2
NEU;198602;58;9;93;952.6;79.0;46.8;-3.1;1317;-12.8;4.8
NEU;198603;108;3;64;959.3;77.6;66.9;4.0;6351;-5.9;13.8
NEU;198604;115;0;85;953.1;76.1;132.7;6.7;3969;-3.6;17.4
NEU;198605;194;0;69;961.6;71.8;87.2;15.1;9066;4.0;26.6
NEU;198606;229;0;51;960.4;68.8;42.3;17.0;13626;4.4;31.2
NEU;198607;228;0;46;961.9;63.4;64.0;19.3;14540;8.5;30.9
NEU;198608;186;0;59;960.1;68.5;93.3;18.2;11646;7.3;32.3
NEU;198609;149;0;50;963.6;70.9;34.5;15.2;10443;7.3;28.0
NEU;198610;87;0;59;963.9;76.4;68.8;11.6;7250;1.0;22.1
NEU;198611;50;0;71;966.3;83.9;46.9;5.5;4375;-1.1;12.1
NEU;198612;26;4;93;964.8;84.6;96.0;2.6;1441;-8.8;8.8
NEU;198701;32;2;84;959.7;80.2;41.3;-2.6;2611;-16.3;9.2
NEU;198702;45;1;90;957.0;83.4;62.5;2.0;1541;-5.3;12.8
NEU;198703;108;1;76;959.7;73.7;62.6;2.7;5674;-6.0;14.2
NEU;198704;174;0;51;960.7;70.6;65.6;10.3;11464;0.1;23.3
NEU;198705;174;0;66;958.7;76.3;103.8;10.7;9193;2.8;23.8
NEU;198706;178;0;75;960.2;78.7;190.1;14.7;8147;7.1;29.7
NEU;198707;209;0;60;960.2;75.1;148.1;18.8;10521;9.5;29.0
NEU;198708;197;0;54;960.6;71.3;74.9;18.6;13085;9.7;30.1
NEU;198709;150;0;48;962.4;73.4;146.7;17.8;11756;6.1;29.7
NEU;198710;68;0;85;959.0;84.7;70.8;11.3;3658;5.6;21.9
NEU;198711;42;0;80;959.6;82.0;79.6;6.3;3248;-1.0;15.3
NEU;198712;20;0;95;963.7;87.2;46.3;2.8;514;-5.5;13.1
NEU;198801;28;0;84;956.9;84.8;103.3;4.1;2000;-1.1;12.1
NEU;198802;67;1;73;958.5;79.6;107.0;2.3;5135;-3.2;11.6
NEU;198803;84;1;86;957.5;78.4;166.6;4.2;3931;-5.2;16.5
NEU;198804;168;0;64;957.1;71.3;41.8;10.0;9214;-0.3;22.0
NEU;198805;197;0;73;956.1;72.9;71.4;14.4;9478;6.7;25.2
NEU;198806;233;0;61;958.0;70.1;60.1;16.5;12188;8.2;25.3
NEU;198807;234;0;51;960.4;66.5;88.5;18.7;14657;10.1;32.8
NEU;198808;198;0;50;959.7;69.6;132.3;19.2;13499;10.1;30.0
NEU;198809;141;0;60;963.0;75.1;179.7;14.7;9821;7.0;25.2
NEU;198810;71;0;73;961.6;86.0;134.2;11.1;4833;2.3;21.8
NEU;198811;44;0;75;964.8;81.5;28.9;4.1;4016;-6.7;15.1
NEU;198812;30;0;79;967.4;84.0;98.0;3.3;3317;-4.7;12.3
NEU;198901;33;0;84;974.1;87.5;10.4;1.6;2501;-3.8;11.4
NEU;198902;47;0;91;963.7;86.7;75.2;3.0;1778;-2.7;14.8
NEU;198903;130;0;53;960.6;68.1;46.9;8.1;11284;-0.2;21.9
NEU;198904;116;0;84;952.2;76.6;92.2;7.8;4537;1.7;18.1
NEU;198905;241;0;43;962.0;60.2;43.5;15.6;16474;3.6;27.1
NEU;198906;253;0;51;960.4;57.4;45.5;17.0;14730;6.7;29.2
NEU;198907;224;0;58;962.8;62.1;51.5;20.5;12876;11.2;31.4
NEU;198908;198;0;53;960.0;64.1;57.6;19.4;13736;9.1;31.6
NEU;198909;136;0;59;962.3;69.8;44.6;15.7;9128;7.8;26.2
NEU;198910;102;0;48;964.6;72.4;51.9;11.5;9790;3.3;20.4
NEU;198911;43;0;74;960.3;80.4;50.3;4.0;4025;-4.5;17.2
NEU;198912;23;0;86;959.2;81.2;89.3;3.3;1504;-4.0;16.6
NEU;199001;30;0;90;966.9;85.6;50.5;1.4;1447;-3.4;11.5
NEU;199002;69;0;60;961.5;77.3;169.2;6.6;6122;-0.7;17.2
NEU;199003;131;0;55;970.3;65.2;13.4;8.2;10162;-2.0;22.8
NEU;199004;149;0;73;957.1;68.1;81.7;8.4;7059;2.5;20.8
NEU;199005;235;0;53;961.3;63.2;40.7;16.0;14387;7.1;25.2
NEU;199006;193;0;65;958.9;71.0;201.5;16.3;9663;7.7;28.6
NEU;199007;250;0;40;962.5;58.8;53.9;20.1;17100;8.4;32.4
NEU;199008;212;0;40;963.4;57.3;57.6;20.7;15900;10.3;31.6
NEU;199009;156;0;56;961.8;66.7;82.9;15.3;11329;7.1;24.8
NEU;199010;86;0;66;957.7;79.7;120.1;12.2;6708;5.0;21.1
NEU;199011;37;0;85;958.2;80.7;110.8;5.6;2090;-0.9;14.5
NEU;199012;32;7;80;960.5;77.3;64.0;1.6;3561;-5.4;11.0
NEU;199101;24;0;88;966.8;80.3;45.2;2.1;1440;-4.9;12.8
NEU;199102;74;2;69;959.6;80.0;24.3;-0.2;4915;-10.6;13.2
NEU;199103;98;0;74;956.6;78.1;86.2;7.7;5422;-0.4;16.7
NEU;199104;186;0;56;958.5;60.8;24.1;8.8;11655;-1.0;19.4
NEU;199105;209;0;55;961.1;63.4;31.9;11.3;12793;2.8;25.0
NEU;199106;202;0;66;959.4;67.4;128.1;15.8;10463;7.9;27.6
NEU;199107;240;0;41;960.6;63.9;66.3;21.0;16342;11.7;31.4
NEU;199108;221;0;29;962.9;59.3;30.8;21.2;17891;12.5;31.0
NEU;199109;149;0;51;960.7;68.8;100.6;17.7;11428;9.4;27.1
NEU;199110;81;0;64;960.5;77.4;67.7;9.8;6006;0.0;18.1
NEU;199111;34;0;83;959.2;78.4;107.3;5.7;2233;0.1;15.9
NEU;199112;30;0;76;971.0;79.6;97.8;1.0;3160;-4.7;10.0
NEU;199201;41;0;70;970.8;79.9;13.7;0.4;3607;-8.9;9.3
NEU;199202;77;0;59;968.4;75.2;43.2;3.1;6436;-6.7;11.6
NEU;199203;109;0;65;960.1;67.7;42.8;7.0;7228;1.3;15.5
NEU;199204;170;0;58;956.8;62.7;108.5;9.8;10491;1.5;24.5
NEU;199205;223;0;50;961.3;62.6;57.8;15.9;13915;4.5;27.4
NEU;199206;194;0;68;957.2;70.3;109.6;16.8;8883;9.9;26.9
NEU;199207;227;0;51;961.8;70.1;89.1;19.9;13934;13.0;31.6
NEU;199208;196;0;43;960.4;60.9;61.7;21.7;14016;10.7;33.0
NEU;199209;138;0;55;963.2;73.3;57.4;15.6;8808;6.8;23.5
NEU;199210;52;0;89;952.9;78.5;154.8;9.2;1967;0.5;18.0
NEU;199211;28;0;85;962.3;82.3;161.1;7.7;1527;-0.8;15.3
NEU;199212;20;0;89;962.1;84.6;88.2;2.3;1359;-4.7;12.1
NEU;199301;39;0;71;969.7;78.9;23.7;4.0;3352;-10.5;15.4
NEU;199302;58;0;79;969.2;79.6;16.3;0.8;3528;-8.1;9.6
NEU;199303;137;0;46;963.4;62.9;21.6;5.5;11151;-5.0;19.8
NEU;199304;163;0;70;955.3;67.1;60.2;10.9;8858;0.7;22.0
NEU;199305;213;0;69;957.4;67.8;71.7;15.2;11177;6.9;27.6
NEU;199306;219;0;55;960.6;68.8;89.2;17.8;12461;10.0;29.9
NEU;199307;218;0;58;962.3;64.7;90.3;18.5;12591;9.3;31.9
NEU;199308;202;0;46;962.4;65.7;127.2;19.4;14833;8.7;32.0
NEU;199309;115;0;73;957.1;75.5;195.1;14.2;6477;5.7;23.2
NEU;199310;45;0;90;957.8;81.9;139.3;9.2;1827;3.6;16.2
NEU;199311;36;0;86;962.0;79.1;16.1;3.1;1797;-4.2;12.9
NEU;199312;27;0;85;957.9;78.3;144.6;4.8;1797;-2.6;13.9
NEU;199401;37;0;79;960.3;77.0;68.3;3.8;3190;-5.7;10.8
NEU;199402;62;0;78;957.4;74.9;51.0;3.8;3313;-4.6;13.8
NEU;199403;117;0;65;964.4;65.4;34.6;9.9;8057;1.6;21.6
NEU;199404;133;0;73;955.9;71.9;109.8;8.2;6943;0.3;23.5
NEU;199405;172;0;70;957.1;71.5;131.5;14.3;8497;7.9;22.7
NEU;199406;227;0;55;963.1;66.0;45.0;17.9;13363;6.6;30.3
NEU;199407;226;0;43;961.5;63.5;62.0;22.4;14988;14.4;32.7
NEU;199408;191;0;48;960.2;65.6;113.6;20.9;13386;12.9;32.6
NEU;199409;108;0;80;959.3;79.0;158.9;14.6;5565;4.9;25.4
NEU;199410;93;0;61;960.7;78.3;78.6;10.4;7701;0.2;21.1
NEU;199411;37;0;86;964.5;85.9;37.8;8.4;2326;2.1;14.5
NEU;199412;28;0;81;965.7;80.4;83.6;4.5;2473;-2.3;13.7
NEU;199501;42;3;75;962.3;79.9;181.6;1.1;3985;-9.4;11.0
NEU;199502;63;0;78;960.9;78.5;99.8;5.5;4362;-0.8;14.4
NEU;199503;123;0;59;959.7;66.7;92.0;4.7;9108;-2.9;16.8
NEU;199504;168;0;61;959.7;67.2;36.5;9.8;10138;2.2;21.3
NEU;199505;199;0;60;959.4;68.3;135.2;13.4;11743;1.7;25.0
NEU;199506;217;0;56;960.2;68.7;53.6;15.6;11457;7.0;28.0
NEU;199507;250;0;43;960.4;65.0;53.6;21.6;16538;13.2;34.2
NEU;199508;189;0;59;960.6;68.5;66.3;19.1;11793;6.8;30.7
NEU;199509;124;0;69;958.0;75.2;139.2;13.0;7367;2.8;21.4
NEU;199510;84;0;74;966.0;85.6;19.0;13.2;6303;7.0;19.5
NEU;199511;53;0;70;961.5;77.3;46.8;5.4;5288;-2.3;14.8
NEU;199512;21;2;93;957.6;84.1;105.5;1.4;1013;-5.0;10.9
NEU;199601;21;1;95;956.3;88.2;26.2;1.3;492;-3.3;7.0
NEU;199602;66;1;74;955.7;75.3;65.1;0.8;4933;-7.3;12.5
NEU;199603;135;0;53;957.6;64.7;23.3;4.5;10553;-6.1;18.4
NEU;199604;180;0;63;958.7;61.3;19.3;10.4;10992;-0.3;22.5
NEU;199605;190;0;66;956.8;70.5;82.5;13.2;10034;5.4;27.1
NEU;199606;236;0;49;963.4;63.7;99.1;18.0;13903;7.6;29.3
NEU;199607;222;0;45;962.1;65.0;96.2;18.2;14777;8.2;28.0
NEU;199608;180;0;63;960.5;74.8;125.6;17.5;10980;10.4;29.7
NEU;199609;140;0;59;958.8;71.7;44.8;12.3;9746;5.7;22.2
NEU;199610;74;0;74;962.1;80.0;79.6;10.1;5572;1.3;18.5
NEU;199611;41;1;79;956.5;80.6;162.2;5.3;3569;-3.3;14.8
NEU;199612;26;0;84;955.5;85.8;54.0;0.9;1894;-10.3;8.6
NEU;199701;21;3;99;963.4;90.4;51.2;-0.6;111;-7.8;4.2
NEU;199702;69;0;63;967.0;73.2;71.3;4.7;6232;-2.5;14.2
NEU;199703;131;0;48;967.2;67.5;16.7;8.2;10709;-0.5;19.7
NEU;199704;207;0;36;961.6;54.5;46.8;9.3;15917;-0.2;20.3
NEU;199705;223;0;58;958.9;66.6;70.7;14.0;14462;3.5;25.5
NEU;199706;189;0;74;955.4;71.2;156.0;16.4;8890;7.4;27.8
NEU;199707;198;0;61;961.9;75.5;137.0;17.3;11996;10.1;26.9
NEU;199708;200;0;49;961.2;73.2;105.0;20.3;13635;11.8;30.1
NEU;199709;162;0;45;964.7;77.6;102.9;15.9;12320;8.1;25.7
NEU;199710;87;0;58;960.9;76.1;63.1;10.1;7931;-3.0;23.7
NEU;199711;39;0;76;953.8;85.3;64.2;5.4;3083;-1.5;14.1
NEU;199712;29;2;84;957.8;81.6;99.7;3.2;2253;-3.6;12.0
NEU;199801;34;1;81;962.3;80.7;91.3;2.5;3042;-3.9;12.1
NEU;199802;91;0;43;969.2;74.6;15.4;4.3;9011;-5.7;15.4
NEU;199803;123;0;62;966.0;61.0;28.2;6.8;9317;-1.8;20.0
NEU;199804;142;0;77;950.9;72.7;134.0;8.8;6368;0.3;20.7
NEU;199805;236;0;41;958.9;59.9;54.4;15.4;16264;4.7;27.8
NEU;199806;227;0;62;961.6;65.4;69.6;17.7;12229;6.7;30.7
NEU;199807;223;0;57;959.3;60.1;61.5;20.2;13397;10.8;34.3
NEU;199808;210;0;42;962.1;62.6;66.8;19.6;16085;7.8;33.5
NEU;199809;119;0;77;957.3;77.9;141.0;14.2;6790;5.8;26.4
NEU;199810;73;0;82;960.2;77.1;110.8;10.7;4699;3.7;19.0
NEU;199811;47;0;64;961.8;78.0;93.9;3.0;4768;-7.5;13.4
NEU;199812;32;1;72;965.5;82.9;40.5;1.2;3107;-6.7;11.0
NEU;199901;39;1;76;961.4;81.3;55.5;2.3;3762;-6.2;11.3
NEU;199902;57;3;79;961.1;79.6;129.2;0.9;4019;-8.3;8.9
NEU;199903;110;0;66;956.6;70.9;61.4;6.4;7286;-1.6;17.5
NEU;199904;147;0;76;958.4;72.5;108.8;9.2;7335;0.7;20.4
NEU;199905;187;0;68;959.5;73.8;82.5;15.7;10556;8.7;27.3
NEU;199906;223;0;64;962.4;68.5;93.6;16.1;11801;8.3;26.7
NEU;199907;249;0;50;960.7;67.7;144.4;19.8;16520;12.5;30.8
NEU;199908;185;0;65;959.0;72.9;86.1;19.0;10774;11.9;27.8
NEU;199909;142;0;58;958.2;74.6;129.2;17.5;10166;10.7;26.8
NEU;199910;70;0;75;961.4;82.3;99.8;10.1;4414;3.4;17.2
NEU;199911;35;1;86;964.2;81.2;36.3;3.3;1715;-3.7;13.8
NEU;199912;33;2;74;958.9;77.5;156.6;3.1;3500;-5.8;11.6
NEU;200001;38;2;73;968.2;82.2;15.3;1.0;3339;-10.4;9.9
NEU;200002;68;0;68;966.9;77.2;112.2;4.3;5765;-2.2;15.6
NEU;200003;123;0;60;963.6;65.2;32.8;6.8;9755;-1.4;18.3
NEU;200004;164;0;71;952.1;68.9;58.8;10.1;9543;0.8;23.5
NEU;200005;213;0;59;959.9;66.9;78.9;15.6;12276;6.7;26.5
NEU;200006;254;0;50;963.7;63.0;45.6;18.7;15771;9.9;30.4
NEU;200007;205;0;67;958.7;68.6;110.2;17.1;11463;7.9;29.5
NEU;200008;199;0;48;962.5;68.7;87.5;19.9;14906;12.1;30.5
NEU;200009;158;0;50;959.9;73.8;66.3;16.0;12522;8.5;26.6
NEU;200010;75;0;80;959.9;80.2;105.1;11.1;4855;3.2;18.0
NEU;200011;43;0;77;953.7;81.9;124.5;6.4;3628;0.7;12.7
NEU;200012;26;0;84;956.9;83.1;68.6;4.6;2300;-2.6;13.8
NEU;200101;33;0;81;957.1;82.0;135.2;2.5;2767;-3.7;9.3
NEU;200102;72;0;68;961.5;70.7;45.9;4.0;5781;-4.9;14.6
NEU;200103;77;0;88;951.5;80.5;244.9;7.6;3492;-1.1;18.5
NEU;200104;136;0;78;957.7;70.4;111.3;7.8;6284;-0.4;18.5
NEU;200105;215;0;61;959.2;66.6;53.4;16.2;13181;6.0;29.2
NEU;200106;228;0;55;961.5;66.3;117.1;16.3;14374;5.1;28.8
NEU;200107;227;0;55;959.9;66.1;93.6;19.7;14510;10.1;30.8
NEU;200108;205;0;48;961.6;67.8;99.6;20.2;15158;11.3;31.8
NEU;200109;119;0;77;959.7;75.3;83.7;12.6;6415;5.4;22.6
NEU;200110;95;0;61;963.8;84.2;80.2;13.5;8112;7.8;24.3
NEU;200111;46;0;78;965.3;78.8;66.8;3.9;3670;-1.5;11.7
NEU;200112;35;0;72;965.5;75.7;31.1;1.0;4366;-11.1;10.6
NEU;200201;38;0;79;969.7;83.0;35.1;1.2;3600;-7.1;13.6
NEU;200202;62;0;80;961.4;74.9;80.0;5.8;4413;-3.6;14.5
NEU;200203;132;0;59;961.6;67.2;64.2;7.4;10726;-0.2;17.7
NEU;200204;177;0;62;957.4;59.4;16.9;10.0;11071;0.8;21.3
NEU;200205;182;0;70;958.4;71.3;140.2;13.0;10282;4.0;26.1
NEU;200206;253;0;57;960.6;63.7;81.1;19.8;15997;9.5;33.0
NEU;200207;214;0;60;959.8;67.0;86.4;19.0;13456;10.3;30.4
NEU;200208;183;0;66;959.8;73.7;125.4;18.3;11726;10.3;27.6
NEU;200209;137;0;67;961.6;75.6;57.8;14.2;9301;4.1;22.8
NEU;200210;85;0;72;959.2;77.8;154.7;10.8;7024;3.1;21.1
NEU;200211;31;0;90;955.1;86.5;215.3;7.2;1329;2.2;14.5
NEU;200212;16;0;98;959.5;87.2;76.9;4.5;232;-1.9;11.4
NEU;200301;34;1;82;959.9;80.4;73.5;0.9;2603;-8.8;13.3
NEU;200302;72;2;69;962.8;74.5;26.7;-0.4;4877;-9.8;11.1
NEU;200303;158;0;46;965.4;58.7;21.4;8.3;14671;-0.2;19.9
NEU;200304;187;0;59;958.5;58.9;41.4;10.4;13305;-2.1;21.9
NEU;200305;197;0;78;962.0;68.3;39.3;14.9;11052;3.9;27.0
NEU;200306;274;0;61;960.6;58.6;41.6;23.1;18273;14.4;33.6
NEU;200307;232;0;55;961.1;57.9;91.4;21.3;15759;12.4;34.7
NEU;200308;218;0;42;961.8;57.4;124.0;23.4;17614;12.0;36.2
NEU;200309;171;0;50;964.4;67.8;47.3;15.5;13512;7.2;24.8
NEU;200310;76;0;75;957.3;80.9;125.1;7.6;5133;-3.3;18.4
NEU;200311;45;0;77;961.1;88.6;37.8;5.4;3352;-0.1;13.7
NEU;200312;39;0;67;962.5;80.2;28.8;2.2;4830;-6.2;10.4
NEU;200401;35;3;85;956.4;81.0;181.7;1.9;2312;-5.6;12.0
NEU;200402;89;0;66;963.2;69.5;33.1;3.0;8407;-5.8;12.6
NEU;200403;124;0;68;963.6;69.2;63.5;4.8;8614;-3.6;18.3
NEU;200404;177;0;74;956.4;63.3;20.1;10.0;10165;1.5;21.6
NEU;200405;220;0;59;958.4;62.1;54.1;13.1;13962;4.4;26.3
NEU;200406;215;0;67;962.6;65.3;74.9;17.4;12570;9.7;29.1
NEU;200407;219;0;60;961.9;64.4;119.4;18.9;13498;8.7;29.6
NEU;200408;189;0;72;959.3;71.9;227.0;19.0;11602;11.5;31.6
NEU;200409;162;0;59;964.7;69.9;37.8;16.2;12151;6.5;26.8
NEU;200410;76;0;82;957.1;83.8;173.3;12.2;5447;5.2;22.9
NEU;200411;49;0;77;964.0;78.6;26.0;5.3;4020;-2.8;14.8
NEU;200412;23;0;92;962.9;85.3;61.6;1.6;1524;-5.4;9.5
NEU;200501;49;2;67;967.0;80.3;53.0;0.8;5066;-9.3;13.0
NEU;200502;82;3;73;960.3;74.2;38.7;-0.3;5798;-8.9;8.9
NEU;200503;138;1;64;960.0;69.9;44.2;6.0;10737;-11.8;20.1
NEU;200504;147;0;77;957.8;68.4;121.9;9.5;8030;0.6;24.5
NEU;200505;197;0;71;961.0;67.5;76.7;14.0;11880;5.0;28.3
NEU;200506;263;0;55;962.3;60.4;49.5;19.3;16859;7.3;32.3
NEU;200507;218;0;59;960.5;61.9;43.6;19.8;13970;10.2;34.3
NEU;200508;186;0;65;961.4;66.9;57.7;17.9;12602;9.1;27.9
NEU;200509;147;0;65;962.4;73.0;61.8;16.6;10269;6.9;29.6
NEU;200510;84;0;67;963.4;85.7;62.6;11.4;6429;6.6;18.6
NEU;200511;61;1;67;961.2;77.6;36.8;5.0;6476;-4.5;16.6
NEU;200512;30;1;77;961.1;79.3;82.3;0.4;2611;-9.8;7.4
NEU;200601;43;0;78;965.3;80.4;25.8;-0.8;3708;-7.0;8.6
NEU;200602;57;0;88;957.5;78.6;57.9;0.9;2942;-6.7;9.2
NEU;200603;108;2;79;955.2;74.6;189.3;4.1;6735;-6.1;19.9
NEU;200604;169;0;67;958.7;69.0;145.2;9.4;10819;-0.4;20.8
NEU;200605;176;0;82;961.2;70.6;159.0;13.6;9595;3.9;24.5
NEU;200606;263;0;57;963.7;61.1;52.5;18.8;17062;3.5;29.8
NEU;200607;252;0;49;963.2;61.1;74.6;23.4;18115;14.9;34.1
NEU;200608;150;0;81;958.5;72.1;170.4;16.0;7898;8.7;25.1
